	T[K]	P2	P5
600 0.98387 0.01086
700 0.97582 0.01893
800 0.96597 0.02793
900 0.95681 0.03708
1000 0.94829 0.04559
1100 0.94010 0.05377
1200 0.93252 0.06134
1300 0.92483 0.06907
1400 0.91719 0.07669
1500 0.90911 0.08474
1600 0.90049 0.09336
1700 0.89121 0.10264
1800 0.88196 0.11189
1900 0.87174 0.12212
2000 0.86123 0.13263
2100 0.85189 0.14198
2200 0.84059 0.15328
2300 0.82958 0.16429
2400 0.82026 0.17361
2500 0.80970 0.18417
