	T[K]	P2	P5
600 0.98777 0.00770
700 0.98038 0.01511
800 0.97037 0.02513
900 0.95855 0.03733
1000 0.94491 0.05098
1100 0.93129 0.06460
1200 0.91804 0.07785
1300 0.90579 0.09011
1400 0.89388 0.10203
1500 0.88321 0.11232
1600 0.87391 0.12162
1700 0.86508 0.13046
1800 0.85645 0.13950
1900 0.84833 0.14762
2000 0.84043 0.15552
2100 0.83197 0.16362
2200 0.82371 0.17188
2300 0.81633 0.17945
2400 0.80816 0.18765
2500 0.79982 0.19600
