Batch	m_SP	7	P1	W4_L	W3	R	P2_L	P3	P4											
0.0	9.9999e-06	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
4.370616e-05	9.99989500005e-06	0.1	4.370616e-05	9.784596899999999e-17	0.1	4.370616e-05	7.580417e-17	0.1	4.370616e-05	7.305726e-20	0.1	4.370616e-05	3.523224144e-17	0.1	4.370616e-05	7.465768e-20	0.1	4.370616e-05	9.818666e-22	0.1
0.0004262507	9.9998600004e-06	0.1	0.0004262507	1.11515052e-15	0.1	0.0004262507	8.608138e-16	0.1	0.0004262507	7.206203e-19	0.1	0.0004262507	3.5533344850000004e-16	0.1	0.0004262507	7.364792e-19	0.1	0.0004262507	9.752231e-21	0.1
0.0009917258	9.99983500065e-06	0.1	0.0009917258	2.90644491e-15	0.1	0.0009917258	2.267023e-15	0.1	0.0009917258	1.705762e-18	0.1	0.0009917258	8.525153617e-16	0.1	0.0009917258	1.743622e-18	0.1	0.0009917258	2.339921e-20	0.1
0.001670125	9.99982300077e-06	0.1	0.001670125	5.26607106e-15	0.1	0.001670125	4.124519e-15	0.1	0.001670125	2.933123e-18	0.1	0.001670125	1.4662968816e-15	0.1	0.001670125	2.998963e-18	0.1	0.001670125	4.098947e-20	0.1
0.002531564	9.99981800082e-06	0.1	0.002531564	8.37553e-15	0.1	0.002531564	6.572888e-15	0.1	0.002531564	4.564549e-18	0.1	0.002531564	2.2560328955e-15	0.1	0.002531564	4.668528e-18	0.1	0.002531564	6.535556e-20	0.1
0.003699889	9.999817000830001e-06	0.1	0.003699889	1.26398362e-14	0.1	0.003699889	9.928e-15	0.1	0.003699889	6.908328e-18	0.1	0.003699889	3.33370208e-15	0.1	0.003699889	7.068772e-18	0.1	0.003699889	1.021043e-19	0.1
0.005451592	9.999817000830001e-06	0.1	0.005451592	1.9034014500000002e-14	0.1	0.005451592	1.495079e-14	0.1	0.005451592	1.070524e-17	0.1	0.005451592	4.955911914e-15	0.1	0.005451592	1.096059e-17	0.1	0.005451592	1.652095e-19	0.1
0.008837007	9.999817000830001e-06	0.1	0.008837007	3.13276693e-14	0.1	0.008837007	2.457882e-14	0.1	0.008837007	1.900091e-17	0.1	0.008837007	8.107750919e-15	0.1	0.008837007	1.94744e-17	0.1	0.008837007	3.142358e-19	0.1
0.01936941	9.999817000830001e-06	0.1	0.01936941	6.896957529999999e-14	0.1	0.01936941	5.3809e-14	0.1	0.01936941	5.31476e-17	0.1	0.01936941	1.8055089499999998e-14	0.1	0.01936941	5.460203e-17	0.1	0.01936941	1.011954e-18	0.1
