Batch	m_SP	8	W1_L	R	P1	P2	P3	P4	P5	P6													
2.141647e-11	0.9999999930000001	0.1	2.141647e-11	0.0	0.1	2.141647e-11	0.0	0.1	2.141647e-11	0.0	0.1	2.141647e-11	0.0	0.1	2.141647e-11	0.0	0.1	2.141647e-11	0.0	0.1	2.141647e-11	0.0	0.1
3.680279e-09	0.999999912	0.1	3.680279e-09	0.0	0.1	3.680279e-09	0.0	0.1	3.680279e-09	0.0	0.1	3.680279e-09	0.0	0.1	3.680279e-09	0.0	0.1	3.680279e-09	0.0	0.1	3.680279e-09	0.0	0.1
1.466027e-08	1.000000026	0.1	1.466027e-08	0.0	0.1	1.466027e-08	0.0	0.1	1.466027e-08	0.0	0.1	1.466027e-08	0.0	0.1	1.466027e-08	0.0	0.1	1.466027e-08	0.0	0.1	1.466027e-08	0.0	0.1
2.840806e-08	0.999999948	0.1	2.840806e-08	0.0	0.1	2.840806e-08	0.0	0.1	2.840806e-08	0.0	0.1	2.840806e-08	0.0	0.1	2.840806e-08	0.0	0.1	2.840806e-08	0.0	0.1	2.840806e-08	0.0	0.1
5.265954e-08	0.9999999910000001	0.1	5.265954e-08	0.0	0.1	5.265954e-08	0.0	0.1	5.265954e-08	0.0	0.1	5.265954e-08	0.0	0.1	5.265954e-08	0.0	0.1	5.265954e-08	0.0	0.1	5.265954e-08	0.0	0.1
8.338464e-08	1.000000021	0.1	8.338464e-08	0.0	0.1	8.338464e-08	0.0	0.1	8.338464e-08	0.0	0.1	8.338464e-08	0.0	0.1	8.338464e-08	0.0	0.1	8.338464e-08	0.0	0.1	8.338464e-08	0.0	0.1
1.167902e-07	1.000000046	0.1	1.167902e-07	0.0	0.1	1.167902e-07	0.0	0.1	1.167902e-07	0.0	0.1	1.167902e-07	0.0	0.1	1.167902e-07	0.0	0.1	1.167902e-07	0.0	0.1	1.167902e-07	0.0	0.1
1.685204e-07	1.0000000159999998	0.1	1.685204e-07	0.0	0.1	1.685204e-07	0.0	0.1	1.685204e-07	0.0	0.1	1.685204e-07	0.0	0.1	1.685204e-07	0.0	0.1	1.685204e-07	0.0	0.1	1.685204e-07	0.0	0.1
2.298688e-07	0.99999996	0.1	2.298688e-07	0.0	0.1	2.298688e-07	0.0	0.1	2.298688e-07	0.0	0.1	2.298688e-07	0.0	0.1	2.298688e-07	0.0	0.1	2.298688e-07	0.0	0.1	2.298688e-07	0.0	0.1
2.976294e-07	0.999999959	0.1	2.976294e-07	0.0	0.1	2.976294e-07	0.0	0.1	2.976294e-07	0.0	0.1	2.976294e-07	0.0	0.1	2.976294e-07	0.0	0.1	2.976294e-07	0.0	0.1	2.976294e-07	0.0	0.1
3.770902e-07	1.000000021	0.1	3.770902e-07	0.0	0.1	3.770902e-07	0.0	0.1	3.770902e-07	0.0	0.1	3.770902e-07	0.0	0.1	3.770902e-07	0.0	0.1	3.770902e-07	0.0	0.1	3.770902e-07	0.0	0.1
4.681542e-07	0.99999992	0.1	4.681542e-07	0.0	0.1	4.681542e-07	0.0	0.1	4.681542e-07	0.0	0.1	4.681542e-07	0.0	0.1	4.681542e-07	0.0	0.1	4.681542e-07	0.0	0.1	4.681542e-07	0.0	0.1
5.744315e-07	1.0000000249999998	0.1	5.744315e-07	0.0	0.1	5.744315e-07	0.0	0.1	5.744315e-07	0.0	0.1	5.744315e-07	0.0	0.1	5.744315e-07	0.0	0.1	5.744315e-07	0.0	0.1	5.744315e-07	0.0	0.1
7.192368e-07	0.999999995	0.1	7.192368e-07	0.0	0.1	7.192368e-07	0.0	0.1	7.192368e-07	0.0	0.1	7.192368e-07	0.0	0.1	7.192368e-07	0.0	0.1	7.192368e-07	0.0	0.1	7.192368e-07	0.0	0.1
9.097837e-07	1.000000008	0.1	9.097837e-07	0.0	0.1	9.097837e-07	0.0	0.1	9.097837e-07	0.0	0.1	9.097837e-07	0.0	0.1	9.097837e-07	0.0	0.1	9.097837e-07	0.0	0.1	9.097837e-07	0.0	0.1
1.154495e-06	0.999999995	0.1	1.154495e-06	0.0	0.1	1.154495e-06	0.0	0.1	1.154495e-06	0.0	0.1	1.154495e-06	0.0	0.1	1.154495e-06	0.0	0.1	1.154495e-06	0.0	0.1	1.154495e-06	0.0	0.1
