Batch	m_SP	5	N1a_L	C5H5	T1a_L	T4a_L	N7a_L							
5.165342e-12	9.7849286825123e-06	0.1	5.165342e-12	4.829272e-09	0.1	5.165342e-12	2.1246179499999998e-07	0.1	5.165342e-12	1.2654935593000001e-14	0.1	5.165342e-12	3.3897201e-26	0.1
1.148876e-11	9.52815879101284e-06	0.1	1.148876e-11	1.060016e-08	0.1	1.148876e-11	4.66352252e-07	0.1	1.148876e-11	2.7777663659e-14	0.1	1.148876e-11	1.66224742e-25	0.1
2.383045e-11	9.046258257216281e-06	0.1	2.383045e-11	2.14307e-08	0.1	2.383045e-11	9.428494799999999e-07	0.1	2.383045e-11	5.616019832e-14	0.1	2.383045e-11	7.0306259e-25	0.1
4.574718e-11	8.249770893282159e-06	0.1	4.574718e-11	3.933093e-08	0.1	4.574718e-11	1.7304063099999998e-06	0.1	4.574718e-11	1.0307245029000001e-13	0.1	4.574718e-11	2.51441381e-24	0.1
7.622353e-11	7.25742062668444e-06	0.1	7.622353e-11	6.1632e-08	0.1	7.622353e-11	2.71163022e-06	0.1	7.622353e-11	1.6152364727e-13	0.1	7.622353e-11	6.700558600000001e-24	0.1
1.190618e-10	6.061027731020921e-06	0.1	1.190618e-10	8.851683e-08	0.1	1.190618e-10	3.89460893e-06	0.1	1.190618e-10	2.319981894e-13	0.1	1.190618e-10	1.54572059e-23	0.1
1.619e-10	5.061865240463582e-06	0.1	1.619e-10	1.109679e-07	0.1	1.619e-10	4.88257009e-06	0.1	1.619e-10	2.9085957417000003e-13	0.1	1.619e-10	2.7068336e-23	0.1
2.269126e-10	3.8510470403985955e-06	0.1	2.269126e-10	1.381725e-07	0.1	2.269126e-10	6.0798162e-06	0.1	2.269126e-10	3.6219760269999995e-13	0.1	2.269126e-10	4.9111695e-23	0.1
2.919251e-10	2.929868049468486e-06	0.1	2.919251e-10	1.588671e-07	0.1	2.919251e-10	6.990669200000001e-06	0.1	2.919251e-10	4.1647866620000003e-13	0.1	2.919251e-10	7.5346946e-23	0.1
3.569377e-10	2.2290415692638847e-06	0.1	3.569377e-10	1.746097e-07	0.1	3.569377e-10	7.683641499999999e-06	0.1	3.569377e-10	4.577814041e-13	0.1	3.569377e-10	1.04771329e-22	0.1
4.219502e-10	1.695857484079413e-06	0.1	4.219502e-10	1.865852e-07	0.1	4.219502e-10	8.210850300000001e-06	0.1	4.219502e-10	4.892095661999999e-13	0.1	4.219502e-10	1.36621933e-22	0.1
4.869628e-10	1.2902129985974588e-06	0.1	4.869628e-10	1.956951e-07	0.1	4.869628e-10	8.6119513e-06	0.1	4.869628e-10	5.131244978e-13	0.1	4.869628e-10	1.7031848199999998e-22	0.1
5.519754e-10	9.815999520443797e-07	0.1	5.519754e-10	2.026251e-07	0.1	5.519754e-10	8.9171054e-06	0.1	5.519754e-10	5.313226862e-13	0.1	5.519754e-10	2.05419366e-22	0.1
6.169879e-10	7.468074579683712e-07	0.1	6.169879e-10	2.078968e-07	0.1	6.169879e-10	9.149267299999998e-06	0.1	6.169879e-10	5.451712801000001e-13	0.1	6.169879e-10	2.41588642e-22	0.1
6.820005e-10	5.681770810111178e-07	0.1	6.820005e-10	2.119071e-07	0.1	6.820005e-10	9.3258983e-06	0.1	6.820005e-10	5.557103079e-13	0.1	6.820005e-10	2.7857086e-22	0.1
7.47013e-10	4.322747789022973e-07	0.1	7.47013e-10	2.149578e-07	0.1	7.47013e-10	9.4602774e-06	0.1	7.47013e-10	5.637310661e-13	0.1	7.47013e-10	3.161714e-22	0.1
8.254293e-10	3.1085652095833704e-07	0.1	8.254293e-10	2.17683e-07	0.1	8.254293e-10	9.5803368e-06	0.1	8.254293e-10	5.709003650999999e-13	0.1	8.254293e-10	3.6213934000000003e-22	0.1
9.038455e-10	2.235432426405074e-07	0.1	9.038455e-10	2.196424e-07	0.1	9.038455e-10	9.666673500000001e-06	0.1	9.038455e-10	5.760593584e-13	0.1	9.038455e-10	4.0860102999999997e-22	0.1
9.822617e-10	1.6075502537904195e-07	0.1	9.822617e-10	2.210513e-07	0.1	9.822617e-10	9.7287587e-06	0.1	9.822617e-10	5.797723075999999e-13	0.1	9.822617e-10	4.5541772e-22	0.1
1.067302e-09	1.1242741350356586e-07	0.1	1.067302e-09	2.221356e-07	0.1	1.067302e-09	9.7765431e-06	0.1	1.067302e-09	5.826333982e-13	0.1	1.067302e-09	5.0647555e-22	0.1
