Batch	m_SP	7	R	W4_L	W3	P1	P2_L	P3	P4											
1.003615e-10	9.731035742423e-06	0.1	1.003615e-10	8.67198e-08	0.1	1.003615e-10	2.888152e-10	0.1	1.003615e-10	3.740263e-08	0.1	1.003615e-10	1.0662764599999999e-07	0.1	1.003615e-10	3.770426e-08	0.1	1.003615e-10	9.501473e-11	0.1
2.148917e-10	9.4330348954168e-06	0.1	2.148917e-10	1.828374e-07	0.1	2.148917e-10	6.089309e-10	0.1	2.148917e-10	7.88586e-08	0.1	2.148917e-10	2.2481054e-07	0.1	2.148917e-10	7.949453e-08	0.1	2.148917e-10	2.003262e-10	0.1
4.806332e-10	8.7762712152472e-06	0.1	4.806332e-10	3.946709e-07	0.1	4.806332e-10	1.314439e-09	0.1	4.806332e-10	1.702234e-07	0.1	4.806332e-10	4.8527362e-07	0.1	4.806332e-10	1.715961e-07	0.1	4.806332e-10	4.324221e-10	0.1
9.58968e-10	7.707180595667999e-06	0.1	9.58968e-10	7.394972e-07	0.1	9.58968e-10	2.462899e-09	0.1	9.58968e-10	3.18949e-07	0.1	9.58968e-10	9.0926009e-07	0.1	9.58968e-10	3.215205e-07	0.1	9.58968e-10	8.102318e-10	0.1
1.556503e-09	6.552737400338601e-06	0.1	1.556503e-09	1.111854e-06	0.1	1.556503e-09	3.703087e-09	0.1	1.556503e-09	4.79549e-07	0.1	1.556503e-09	1.3670969e-06	0.1	1.556503e-09	4.834148e-07	0.1	1.556503e-09	1.218206e-09	0.1
2.198073e-09	5.504991434181e-06	0.1	2.198073e-09	1.449797e-06	0.1	2.198073e-09	4.828698e-09	0.1	2.198073e-09	6.253065e-07	0.1	2.198073e-09	1.7826199e-06	0.1	2.198073e-09	6.303465e-07	0.1	2.198073e-09	1.588473e-09	0.1
2.943972e-09	4.4955844096498e-06	0.1	2.943972e-09	1.775374e-06	0.1	2.943972e-09	5.913177e-09	0.1	2.943972e-09	7.657312e-07	0.1	2.943972e-09	2.1829385999999997e-06	0.1	2.943972e-09	7.719018e-07	0.1	2.943972e-09	1.945193e-09	0.1
3.759424e-09	3.6025744824482e-06	0.1	3.759424e-09	2.063409e-06	0.1	3.759424e-09	6.872671e-09	0.1	3.759424e-09	8.899643e-07	0.1	3.759424e-09	2.5370953e-06	0.1	3.759424e-09	8.971343e-07	0.1	3.759424e-09	2.260779e-09	0.1
4.574875e-09	2.8869532724592e-06	0.1	4.574875e-09	2.294228e-06	0.1	4.574875e-09	7.641639e-09	0.1	4.574875e-09	9.895204e-07	0.1	4.574875e-09	2.8209026e-06	0.1	4.574875e-09	9.974904e-07	0.1	4.574875e-09	2.513677e-09	0.1
5.390326e-09	2.3134858344808e-06	0.1	5.390326e-09	2.479197e-06	0.1	5.390326e-09	8.257925e-09	0.1	5.390326e-09	1.069301e-06	0.1	5.390326e-09	3.0483341e-06	0.1	5.390326e-09	1.077912e-06	0.1	5.390326e-09	2.716339e-09	0.1
6.238948e-09	1.8373065213075003e-06	0.1	6.238948e-09	2.632786e-06	0.1	6.238948e-09	8.769728e-09	0.1	6.238948e-09	1.135548e-06	0.1	6.238948e-09	3.237182e-06	0.1	6.238948e-09	1.144689e-06	0.1	6.238948e-09	2.884619e-09	0.1
7.220253e-09	1.4074997611524e-06	0.1	7.220253e-09	2.771418e-06	0.1	7.220253e-09	9.231777e-09	0.1	7.220253e-09	1.195345e-06	0.1	7.220253e-09	3.4076391e-06	0.1	7.220253e-09	1.204964e-06	0.1	7.220253e-09	3.036512e-09	0.1
8.201558e-09	1.0782387479039999e-06	0.1	8.201558e-09	2.877619e-06	0.1	8.201558e-09	9.585828e-09	0.1	8.201558e-09	1.241154e-06	0.1	8.201558e-09	3.5382203999999997e-06	0.1	8.201558e-09	1.251139e-06	0.1	8.201558e-09	3.152873e-09	0.1
9.182862e-09	8.2600321853108e-07	0.1	9.182862e-09	2.958976e-06	0.1	9.182862e-09	9.857143e-09	0.1	9.182862e-09	1.276249e-06	0.1	9.182862e-09	3.6382548e-06	0.1	9.182862e-09	1.286511e-06	0.1	9.182862e-09	3.242012e-09	0.1
1.016417e-08	6.3277388561754e-07	0.1	1.016417e-08	3.021301e-06	0.1	1.016417e-08	1.006508e-08	0.1	1.016417e-08	1.303134e-06	0.1	1.016417e-08	3.7148871e-06	0.1	1.016417e-08	1.313609e-06	0.1	1.016417e-08	3.3103e-09	0.1
1.130915e-08	4.6367319563488e-07	0.1	1.130915e-08	3.075844e-06	0.1	1.130915e-08	1.024715e-08	0.1	1.130915e-08	1.326664e-06	0.1	1.130915e-08	3.7819512e-06	0.1	1.130915e-08	1.337324e-06	0.1	1.130915e-08	3.37006e-09	0.1
1.249504e-08	3.360080557756e-07	0.1	1.249504e-08	3.117022e-06	0.1	1.249504e-08	1.038473e-08	0.1	1.249504e-08	1.34443e-06	0.1	1.249504e-08	3.8325813e-06	0.1	1.249504e-08	1.355227e-06	0.1	1.249504e-08	3.415177e-09	0.1
1.368094e-08	2.434934579415e-07	0.1	1.368094e-08	3.146862e-06	0.1	1.368094e-08	1.048454e-08	0.1	1.368094e-08	1.357306e-06	0.1	1.368094e-08	3.8692718000000006e-06	0.1	1.368094e-08	1.368201e-06	0.1	1.368094e-08	3.447872e-09	0.1
1.491556e-08	1.7413180936398e-07	0.1	1.491556e-08	3.169234e-06	0.1	1.491556e-08	1.055949e-08	0.1	1.491556e-08	1.366961e-06	0.1	1.491556e-08	3.8967801e-06	0.1	1.491556e-08	1.377928e-06	0.1	1.491556e-08	3.472385e-09	0.1
1.63451e-08	1.1810852755465e-07	0.1	1.63451e-08	3.187304e-06	0.1	1.63451e-08	1.062018e-08	0.1	1.63451e-08	1.374761e-06	0.1	1.63451e-08	3.9189986e-06	0.1	1.63451e-08	1.385784e-06	0.1	1.63451e-08	3.492184e-09	0.1
