Batch	m_SP	2	P2_L	W4_L	
2.596155e-12	9.7964850866918e-06	0.1	2.596155e-12	3.634502e-08	0.1
5.631239e-12	9.564835829891e-06	0.1	5.631239e-12	7.815913e-08	0.1
1.153755e-11	9.1319658776276e-06	0.1	1.153755e-11	1.57484e-07	0.1
2.203765e-11	8.417068237854999e-06	0.1	2.203765e-11	2.920577e-07	0.1
3.622834e-11	7.5509468960240005e-06	0.1	3.622834e-11	4.615097e-07	0.1
5.468129e-11	6.5733284115075e-06	0.1	5.468129e-11	6.620886e-07	0.1
7.313424e-11	5.7375076080669005e-06	0.1	7.313424e-11	8.422901e-07	0.1
1.005251e-10	4.7093298571923995e-06	0.1	1.005251e-10	1.076359e-06	0.1
1.27916e-10	3.8831680250596e-06	0.1	1.27916e-10	1.275545e-06	0.1
1.553069e-10	3.2144662792592e-06	0.1	1.553069e-10	1.444824e-06	0.1
1.826978e-10	2.66970132183128e-06	0.1	1.826978e-10	1.58851e-06	0.1
2.100887e-10	2.22338677984128e-06	0.1	2.100887e-10	1.710326e-06	0.1
2.374796e-10	1.85594512977612e-06	0.1	2.374796e-10	1.813483e-06	0.1
2.648705e-10	1.5521788318491003e-06	0.1	2.648705e-10	1.90074e-06	0.1
2.980329e-10	1.2527527264548801e-06	0.1	2.980329e-10	1.988468e-06	0.1
3.311953e-10	1.0129436549820399e-06	0.1	3.311953e-10	2.059883e-06	0.1
3.657478e-10	8.1303910996788e-07	0.1	3.657478e-10	2.120092e-06	0.1
4.058605e-10	6.30901965187e-07	0.1	4.058605e-10	2.175335e-06	0.1
4.459732e-10	4.902450140000701e-07	0.1	4.459732e-10	2.218075e-06	0.1
4.925769e-10	3.6625113769808e-07	0.1	4.925769e-10	2.255579e-06	0.1
5.408033e-10	2.7127666394488897e-07	0.1	5.408033e-10	2.283933e-06	0.1
5.93057e-10	1.9632719048758198e-07	0.1	5.93057e-10	2.305765e-06	0.1
6.513516e-10	1.37254015410775e-07	0.1	6.513516e-10	2.32224e-06	0.1
