Batch	m_SP	5	C5H5	T1a_L	T4a_L	N1a_L	N7a_L							
1.974631e-11	0.9889884	0.1	1.974631e-11	0.01101155764	0.1	1.974631e-11	2.54672280933e-14	0.1	1.974631e-11	2.6820582603e-11	0.1	1.974631e-11	2.2821628199999998e-18	0.1
3.06786e-11	0.9829957	0.1	3.06786e-11	0.01700430256	0.1	3.06786e-11	3.9327066604999995e-14	0.1	3.06786e-11	4.141695782e-11	0.1	3.06786e-11	3.5241688e-18	0.1
5.110265e-11	0.9719923	0.1	5.110265e-11	0.028007725600000002	0.1	5.110265e-11	6.4775490928e-14	0.1	5.110265e-11	6.821772772e-11	0.1	5.110265e-11	5.8046454000000004e-18	0.1
7.488715e-11	0.9594849	0.1	7.488715e-11	0.040515112	0.1	7.488715e-11	9.3702215199e-14	0.1	7.488715e-11	9.868166338e-11	0.1	7.488715e-11	8.3968212e-18	0.1
1.037123e-10	0.9447516	0.1	1.037123e-10	0.05524838780000001	0.1	1.037123e-10	1.27776938658e-13	0.1	1.037123e-10	1.3456712586999997e-10	0.1	1.037123e-10	1.14503159e-17	0.1
1.325375e-10	0.930464	0.1	1.325375e-10	0.06953603800000001	0.1	1.325375e-10	1.60821006547e-13	0.1	1.325375e-10	1.6936725008e-10	0.1	1.325375e-10	1.44114507e-17	0.1
1.613627e-10	0.916602	0.1	1.613627e-10	0.083397979	0.1	1.613627e-10	1.92880514518e-13	0.1	1.613627e-10	2.0313042148999998e-10	0.1	1.613627e-10	1.7284361899999998e-17	0.1
1.961072e-10	0.9004328	0.1	1.961072e-10	0.0995672295	0.1	1.961072e-10	2.30276372134e-13	0.1	1.961072e-10	2.4251351678000005e-10	0.1	1.961072e-10	2.06354667e-17	0.1
2.308517e-10	0.8848241	0.1	2.308517e-10	0.1151759139	0.1	2.308517e-10	2.66375708226e-13	0.1	2.308517e-10	2.8053118709e-10	0.1	2.308517e-10	2.38703925e-17	0.1
2.655963e-10	0.8697473	0.1	2.655963e-10	0.130252675	0.1	2.655963e-10	3.0124481765799996e-13	0.1	2.655963e-10	3.1725328078e-10	0.1	2.655963e-10	2.6995077600000002e-17	0.1
3.045125e-10	0.8534589	0.1	3.045125e-10	0.1465410544	0.1	3.045125e-10	3.38916084719e-13	0.1	3.045125e-10	3.5692647659e-10	0.1	3.045125e-10	3.03708675e-17	0.1
3.462097e-10	0.8366703	0.1	3.462097e-10	0.1633297597	0.1	3.462097e-10	3.7774445441999993e-13	0.1	3.462097e-10	3.978181996e-10	0.1	3.462097e-10	3.3850341e-17	0.1
3.87907e-10	0.8205294	0.1	3.87907e-10	0.17947059580000002	0.1	3.87907e-10	4.1507461823e-13	0.1	3.87907e-10	4.371321617e-10	0.1	3.87907e-10	3.7195568e-17	0.1
