Batch	m_SP	2	P2_L	W4_L	
2.053476e-12	9.75419391222e-06	0.1	2.053476e-12	1.9061016e-07	0.1
4.454007e-12	9.4747715532638e-06	0.1	4.454007e-12	4.078433e-07	0.1
9.135992e-12	8.9527701503898e-06	0.1	9.135992e-12	8.147659e-07	0.1
1.745952e-11	8.0952146638063e-06	0.1	1.745952e-11	1.4864661999999999e-06	0.1
2.89217e-11	7.047855516e-06	0.1	2.89217e-11	2.3124691e-06	0.1
4.461496e-11	5.8311442928145e-06	0.1	4.461496e-11	3.280321e-06	0.1
6.030822e-11	4.82536764770835e-06	0.1	6.030822e-11	4.087635e-06	0.1
8.346834e-11	3.65011638091926e-06	0.1	8.346834e-11	5.040122e-06	0.1
1.066285e-10	2.7618494713532097e-06	0.1	1.066285e-10	5.767279000000001e-06	0.1
1.297886e-10	2.09018136916146e-06	0.1	1.297886e-10	6.321793e-06	0.1
1.529487e-10	1.5821132838330502e-06	0.1	1.529487e-10	6.744242e-06	0.1
1.761088e-10	1.1976858492005999e-06	0.1	1.761088e-10	7.065813e-06	0.1
1.992689e-10	9.0674671384792e-07	0.1	1.992689e-10	7.310415e-06	0.1
2.224291e-10	6.865236707684e-07	0.1	2.224291e-10	7.496354000000001e-06	0.1
2.455892e-10	5.1980731993638e-07	0.1	2.455892e-10	7.637622e-06	0.1
2.73541e-10	3.7157530664087097e-07	0.1	2.73541e-10	7.763637e-06	0.1
3.014928e-10	2.6561762597243705e-07	0.1	3.014928e-10	7.853982e-06	0.1
3.294447e-10	1.8987402964414502e-07	0.1	3.294447e-10	7.918719e-06	0.1
3.607601e-10	1.3035367126395e-07	0.1	3.607601e-10	7.969693e-06	0.1
