Batch	m_SP	5	N7a_L	N1a_L	Nphln	Flvln	Azln							
6.152465e-10	0.9877858766900001	0.1	6.152465e-10	5.17358839e-06	0.1	6.152465e-10	0.0008001349	0.1	6.152465e-10	3.885229e-05	0.1	6.152465e-10	0.005260436	0.1
7.4637e-10	0.985211026158	0.1	7.4637e-10	6.26395599e-06	0.1	7.4637e-10	0.0009699992	0.1	7.4637e-10	4.704069e-05	0.1	7.4637e-10	0.006369114	0.1
8.93992e-10	0.982324216482	0.1	8.93992e-10	7.48643785e-06	0.1	8.93992e-10	0.001160544	0.1	8.93992e-10	5.622123e-05	0.1	8.93992e-10	0.007612125	0.1
1.052613e-09	0.979236351769	0.1	1.052613e-09	8.79404382e-06	0.1	1.052613e-09	0.001364417	0.1	1.052613e-09	6.604103e-05	0.1	1.052613e-09	0.008941689	0.1
1.239351e-09	0.975619736153	0.1	1.239351e-09	1.0325570660000001e-05	0.1	1.239351e-09	0.001603239	0.1	1.239351e-09	7.754242e-05	0.1	1.239351e-09	0.01049894	0.1
1.449775e-09	0.971568127529	0.1	1.449775e-09	1.204126254e-05	0.1	1.449775e-09	0.001870801	0.1	1.449775e-09	9.042685e-05	0.1	1.449775e-09	0.01224344	0.1
1.685186e-09	0.9670650797820001	0.1	1.685186e-09	1.394811045e-05	0.1	1.685186e-09	0.002168182	0.1	1.685186e-09	0.0001047468	0.1	1.685186e-09	0.01418231	0.1
1.981004e-09	0.961450584957	0.1	1.981004e-09	1.6325635240000003e-05	0.1	1.981004e-09	0.002538974	0.1	1.981004e-09	0.0001226014	0.1	1.981004e-09	0.01659976	0.1
2.336073e-09	0.954775480523	0.1	2.336073e-09	1.915229701e-05	0.1	2.336073e-09	0.002979813	0.1	2.336073e-09	0.000143829	0.1	2.336073e-09	0.01947389	0.1
2.765249e-09	0.946798708303	0.1	2.765249e-09	2.2530110470000002e-05	0.1	2.765249e-09	0.003506609	0.1	2.765249e-09	0.0001691955	0.1	2.765249e-09	0.02290842	0.1
3.332856e-09	0.9364003951559999	0.1	3.332856e-09	2.6933417540000003e-05	0.1	3.332856e-09	0.004193338	0.1	3.332856e-09	0.0002022633	0.1	3.332856e-09	0.02738567	0.1
4.277014e-09	0.9194750839150001	0.1	4.277014e-09	3.41006078e-05	0.1	4.277014e-09	0.005311117	0.1	4.277014e-09	0.0002560871	0.1	4.277014e-09	0.03467322	0.1
5.938286e-09	0.8907730800470001	0.1	5.938286e-09	4.62547979e-05	0.1	5.938286e-09	0.007206657	0.1	5.938286e-09	0.0003473621	0.1	5.938286e-09	0.04703151	0.1
8.766696e-09	0.844849353254	0.1	8.766696e-09	6.57016563e-05	0.1	8.766696e-09	0.01023955	0.1	8.766696e-09	0.0004934033	0.1	8.766696e-09	0.06680495	0.1
1.335647e-08	0.777348861106	0.1	1.335647e-08	9.42854377e-05	0.1	1.335647e-08	0.01469741	0.1	1.335647e-08	0.0007080605	0.1	1.335647e-08	0.09586873	0.1
2.048077e-08	0.686987782978	0.1	2.048077e-08	0.0001325497953	0.1	2.048077e-08	0.02066503	0.1	2.048077e-08	0.0009954164	0.1	2.048077e-08	0.1347756	0.1
2.959013e-08	0.591591798264	0.1	2.959013e-08	0.0001729462889	0.1	2.959013e-08	0.02696517	0.1	2.959013e-08	0.001298784	0.1	2.959013e-08	0.1758504	0.1
4.002287e-08	0.5033026018950001	0.1	4.002287e-08	0.0002103332694	0.1	4.002287e-08	0.03279596	0.1	4.002287e-08	0.001579551	0.1	4.002287e-08	0.2138653	0.1
5.045561e-08	0.43176223116900003	0.1	5.045561e-08	0.0002406278005	0.1	5.045561e-08	0.03752063	0.1	5.045561e-08	0.001807056	0.1	5.045561e-08	0.2446686	0.1
6.088834e-08	0.372911758338	0.1	6.088834e-08	0.0002655486381	0.1	6.088834e-08	0.04140723	0.1	6.088834e-08	0.001994205	0.1	6.088834e-08	0.2700079	0.1
7.132108e-08	0.32389645345400003	0.1	7.132108e-08	0.0002863046407	0.1	7.132108e-08	0.0446443	0.1	7.132108e-08	0.002150078	0.1	7.132108e-08	0.2911125	0.1
8.342336e-08	0.276661129886	0.1	8.342336e-08	0.00030630703299999994	0.1	8.342336e-08	0.04776381	0.1	8.342336e-08	0.00230029	0.1	8.342336e-08	0.3114507	0.1
9.594303e-08	0.23632352047000002	0.1	9.594303e-08	0.00032338841299999995	0.1	9.594303e-08	0.05042779	0.1	9.594303e-08	0.002428567	0.1	9.594303e-08	0.3288189	0.1
1.084627e-07	0.202800798156	0.1	1.084627e-07	0.000337583957	0.1	1.084627e-07	0.05264169	0.1	1.084627e-07	0.002535172	0.1	1.084627e-07	0.3432529	0.1
1.209824e-07	0.174704856475	0.1	1.209824e-07	0.000349481458	0.1	1.209824e-07	0.0544972	0.1	1.209824e-07	0.00262452	0.1	1.209824e-07	0.3553502	0.1
1.33502e-07	0.150989527057	0.1	1.33502e-07	0.00035952394499999996	0.1	1.33502e-07	0.05606341	0.1	1.33502e-07	0.002699937	0.1	1.33502e-07	0.3655613	0.1
1.460217e-07	0.130851807631	0.1	1.460217e-07	0.00036805149700000006	0.1	1.460217e-07	0.05739334	0.1	1.460217e-07	0.002763976	0.1	1.460217e-07	0.374232	0.1
