Batch	m_SP	4	N7a_L	T1a_L	T4a_L	N1a_L					
2.878818e-11	9.749525905582e-06	0.1	2.878818e-11	6.4161043e-11	0.1	2.878818e-11	2.456942e-07	0.1	2.878818e-11	3.17235775e-15	0.1
6.044513e-11	9.481985456498001e-06	0.1	6.044513e-11	1.3314688800000001e-10	0.1	6.044513e-11	5.0832431e-07	0.1	6.044513e-11	1.36539183e-14	0.1
1.378444e-10	8.86016479316e-06	0.1	1.378444e-10	2.95208903e-10	0.1	1.378444e-10	1.1186595e-06	0.1	1.378444e-10	6.6994393e-14	0.1
2.424147e-10	8.087850139762e-06	0.1	2.424147e-10	5.003096520000001e-10	0.1	2.424147e-10	1.87656089e-06	0.1	2.424147e-10	1.9173549499999998e-13	0.1
3.750722e-10	7.209090415308e-06	0.1	3.750722e-10	7.398815400000001e-10	0.1	3.750722e-10	2.7386863e-06	0.1	3.750722e-10	4.1674596999999997e-13	0.1
5.396717e-10	6.256392169654e-06	0.1	5.396717e-10	1.00907887e-09	0.1	5.396717e-10	3.6730045999999996e-06	0.1	5.396717e-10	7.6747068e-13	0.1
7.157384e-10	5.38213085523e-06	0.1	7.157384e-10	1.26758121e-09	0.1	7.157384e-10	4.5299999e-06	0.1	7.157384e-10	1.19507369e-12	0.1
9.376742e-10	4.45848132859e-06	0.1	9.376742e-10	1.55728335e-09	0.1	9.376742e-10	5.4348524999999995e-06	0.1	9.376742e-10	1.76776339e-12	0.1
1.15961e-09	3.6987649232219997e-06	0.1	1.15961e-09	1.81393455e-09	0.1	1.15961e-09	6.178519900000001e-06	0.1	1.15961e-09	2.34277012e-12	0.1
1.381546e-09	3.0725973068248002e-06	0.1	1.381546e-09	2.0438485e-09	0.1	1.381546e-09	6.7908938e-06	0.1	1.381546e-09	2.89690745e-12	0.1
1.603481e-09	2.5555897471828e-06	0.1	1.603481e-09	2.25209717e-09	0.1	1.603481e-09	7.295966500000001e-06	0.1	1.603481e-09	3.41741593e-12	0.1
1.834885e-09	2.1115686077832e-06	0.1	1.834885e-09	2.4505689e-09	0.1	1.834885e-09	7.7291747e-06	0.1	1.834885e-09	3.91791101e-12	0.1
2.104162e-09	1.6936859856027997e-06	0.1	2.104162e-09	2.66239097e-09	0.1	2.104162e-09	8.1361849e-06	0.1	2.104162e-09	4.4438764e-12	0.1
2.373438e-09	1.3608107732402e-06	0.1	2.373438e-09	2.85804603e-09	0.1	2.373438e-09	8.4596721e-06	0.1	2.373438e-09	4.9112742e-12	0.1
2.664722e-09	1.0761431567063999e-06	0.1	2.664722e-09	3.0556836599999997e-09	0.1	2.664722e-09	8.7355193e-06	0.1	2.664722e-09	5.3566755e-12	0.1
2.989016e-09	8.309426308150001e-07	0.1	2.989016e-09	3.26279896e-09	0.1	2.989016e-09	8.9721892e-06	0.1	2.989016e-09	5.7882468999999995e-12	0.1
3.313311e-09	6.437324650932e-07	0.1	3.313311e-09	3.45988091e-09	0.1	3.313311e-09	9.1519281e-06	0.1	3.313311e-09	6.1626942e-12	0.1
3.650868e-09	4.95592637949e-07	0.1	3.650868e-09	3.65735554e-09	0.1	3.650868e-09	9.293167099999999e-06	0.1	3.650868e-09	6.5027475e-12	0.1
4.041478e-09	3.6859392797399995e-07	0.1	4.041478e-09	3.87907881e-09	0.1	4.041478e-09	9.413036999999999e-06	0.1	4.041478e-09	6.8458319000000004e-12	0.1
4.432087e-09	2.7658121826499995e-07	0.1	4.432087e-09	4.09596077e-09	0.1	4.432087e-09	9.498623800000002e-06	0.1	4.432087e-09	7.1469014e-12	0.1
4.822696e-09	2.098783723486e-07	0.1	4.822696e-09	4.30979884e-09	0.1	4.822696e-09	9.559437800000001e-06	0.1	4.822696e-09	7.4159655e-12	0.1
5.278313e-09	1.548548628408e-07	0.1	5.278313e-09	4.55700495e-09	0.1	5.278313e-09	9.6081062e-06	0.1	5.278313e-09	7.6995177e-12	0.1
5.750181e-09	1.159069618144e-07	0.1	5.750181e-09	4.81178442e-09	0.1	5.750181e-09	9.640925099999998e-06	0.1	5.750181e-09	7.9678622e-12	0.1
