Batch	m_SP	4	Pr2	W1	Pr1	Pr3					
43.23427	9.8841941686306e-06	0.1	43.23427	2.984908e-08	0.1	43.23427	5.134629e-08	0.1	43.23427	3.451126e-08	0.1
124.1668	9.6711853529032e-06	0.1	124.1668	8.479981e-08	0.1	124.1668	1.458724e-07	0.1	124.1668	9.804484e-08	0.1
260.2561	9.323305104268498e-06	0.1	260.2561	1.745437e-07	0.1	260.2561	3.002495e-07	0.1	260.2561	2.01806e-07	0.1
487.0717	8.7710903940726e-06	0.1	487.0717	3.170006e-07	0.1	487.0717	5.453035e-07	0.1	487.0717	3.665135e-07	0.1
934.2046	7.776437792275202e-06	0.1	934.2046	5.735952e-07	0.1	934.2046	9.866966e-07	0.1	934.2046	6.63186e-07	0.1
1525.518	6.6321170975e-06	0.1	1525.518	8.688004e-07	0.1	1525.518	1.494508e-06	0.1	1525.518	1.0045e-06	0.1
2212.952	5.5117156932063e-06	0.1	2212.952	1.157836e-06	0.1	2212.952	1.991706e-06	0.1	2212.952	1.338681e-06	0.1
3042.895	4.4081998435058e-06	0.1	3042.895	1.442516e-06	0.1	3042.895	2.481411e-06	0.1	3042.895	1.667825e-06	0.1
4086.602	3.328477072095e-06	0.1	4086.602	1.721058e-06	0.1	4086.602	2.960559e-06	0.1	4086.602	1.989873e-06	0.1
5130.309	2.5132177931908e-06	0.1	5130.309	1.931375e-06	0.1	5130.309	3.322346e-06	0.1	5130.309	2.233041e-06	0.1
6174.016	1.8976446372e-06	0.1	6174.016	2.090179e-06	0.1	6174.016	3.595519e-06	0.1	6174.016	2.416648e-06	0.1
7217.723	1.432846500932e-06	0.1	7217.723	2.210086e-06	0.1	7217.723	3.801783e-06	0.1	7217.723	2.555283e-06	0.1
8261.429	1.0818930402774e-06	0.1	8261.429	2.300624e-06	0.1	8261.429	3.957526e-06	0.1	8261.429	2.659962e-06	0.1
9305.136	8.169008758347199e-07	0.1	9305.136	2.368986e-06	0.1	9305.136	4.075122e-06	0.1	9305.136	2.739002e-06	0.1
10348.84	6.168141139818e-07	0.1	10348.84	2.420603e-06	0.1	10348.84	4.163914e-06	0.1	10348.84	2.798682e-06	0.1
11392.55	4.6573543578785996e-07	0.1	11392.55	2.459578e-06	0.1	11392.55	4.230959e-06	0.1	11392.55	2.843744e-06	0.1
12564.23	3.3975355613832e-07	0.1	12564.23	2.492079e-06	0.1	12564.23	4.286866e-06	0.1	12564.23	2.881321e-06	0.1
13821.21	2.4222303369216e-07	0.1	13821.21	2.517239e-06	0.1	13821.21	4.330147e-06	0.1	13821.21	2.910412e-06	0.1
15078.2	1.7268981241456e-07	0.1	15078.2	2.535177e-06	0.1	15078.2	4.361004e-06	0.1	15078.2	2.931151e-06	0.1
16386.45	1.2142969922985998e-07	0.1	16386.45	2.548401e-06	0.1	16386.45	4.383752e-06	0.1	16386.45	2.946441e-06	0.1
