Batch	m_SP	7	P4	R	W4_L	W3	P1	P2_L	P3											
7.2582e-12	9.79157108331e-06	0.1	7.2582e-12	4.556283e-11	0.1	7.2582e-12	2.990535e-11	0.1	7.2582e-12	1.993678e-07	0.1	7.2582e-12	8.363723e-09	0.1	7.2582e-12	3.470458e-10	0.1	7.2582e-12	7.5857e-11	0.1
1.622794e-11	9.54010159803e-06	0.1	1.622794e-11	1.005605e-10	0.1	1.622794e-11	6.600381e-11	0.1	1.622794e-11	4.400196e-07	0.1	1.622794e-11	1.845936e-08	0.1	1.622794e-11	7.6595567e-10	0.1	1.622794e-11	1.67422e-10	0.1
3.373904e-11	9.06763432275e-06	0.1	3.373904e-11	2.038922e-10	0.1	3.373904e-11	1.338285e-10	0.1	3.373904e-11	8.921651e-07	0.1	3.373904e-11	3.742742e-08	0.1	3.373904e-11	1.55301862e-09	0.1	3.373904e-11	3.394576e-10	0.1
6.48377e-11	8.2854943156622e-06	0.1	6.48377e-11	3.749509e-10	0.1	6.48377e-11	2.461127e-10	0.1	6.48377e-11	1.640663e-06	0.1	6.48377e-11	6.882784e-08	0.1	6.48377e-11	2.8559485e-09	0.1	6.48377e-11	6.242511e-10	0.1
1.081876e-10	7.306505203552099e-06	0.1	1.081876e-10	5.890621e-10	0.1	1.081876e-10	3.866673e-10	0.1	1.081876e-10	2.577546e-06	0.1	1.081876e-10	1.081313e-07	0.1	1.081876e-10	4.4868018e-09	0.1	1.081876e-10	9.80722e-10	0.1
1.694978e-10	6.116122614913e-06	0.1	1.694978e-10	8.494068e-10	0.1	1.694978e-10	5.575924e-10	0.1	1.694978e-10	3.716737e-06	0.1	1.694978e-10	1.559218e-07	0.1	1.694978e-10	6.4698073e-09	0.1	1.694978e-10	1.414166e-09	0.1
2.308079e-10	5.1196797787336e-06	0.1	2.308079e-10	1.067337e-09	0.1	2.308079e-10	7.006938e-10	0.1	2.308079e-10	4.670337e-06	0.1	2.308079e-10	1.959266e-07	0.1	2.308079e-10	8.129743100000001e-09	0.1	2.308079e-10	1.776994e-09	0.1
3.241796e-10	3.9049967781189e-06	0.1	3.241796e-10	1.332998e-09	0.1	3.241796e-10	8.751804e-10	0.1	3.241796e-10	5.832805e-06	0.1	3.241796e-10	2.446939e-07	0.1	3.241796e-10	1.01532377e-08	0.1	3.241796e-10	2.219289e-09	0.1
4.175514e-10	2.9785073210586e-06	0.1	4.175514e-10	1.53563e-09	0.1	4.175514e-10	1.00832e-09	0.1	4.175514e-10	6.719483e-06	0.1	4.175514e-10	2.818914e-07	0.1	4.175514e-10	1.16966526e-08	0.1	4.175514e-10	2.556648e-09	0.1
5.109232e-10	2.2718345998626e-06	0.1	5.109232e-10	1.690188e-09	0.1	5.109232e-10	1.109921e-09	0.1	5.109232e-10	7.395805e-06	0.1	5.109232e-10	3.102644e-07	0.1	5.109232e-10	1.28738765e-08	0.1	5.109232e-10	2.813967e-09	0.1
6.042949e-10	1.7328249784328e-06	0.1	6.042949e-10	1.808077e-09	0.1	6.042949e-10	1.187466e-09	0.1	6.042949e-10	7.91168e-06	0.1	6.042949e-10	3.319063e-07	0.1	6.042949e-10	1.37718127e-08	0.1	6.042949e-10	3.010237e-09	0.1
6.976667e-10	1.3216992541848e-06	0.1	6.976667e-10	1.897997e-09	0.1	6.976667e-10	1.246661e-09	0.1	6.976667e-10	8.305173e-06	0.1	6.976667e-10	3.484144e-07	0.1	6.976667e-10	1.44567003e-08	0.1	6.976667e-10	3.159942e-09	0.1
7.910384e-10	1.0081165154792e-06	0.1	7.910384e-10	1.966584e-09	0.1	7.910384e-10	1.29186e-09	0.1	7.910384e-10	8.605321e-06	0.1	7.910384e-10	3.610064e-07	0.1	7.910384e-10	1.49791015e-08	0.1	7.910384e-10	3.27413e-09	0.1
8.844102e-10	7.689334030094401e-07	0.1	8.844102e-10	2.0189e-09	0.1	8.844102e-10	1.326383e-09	0.1	8.844102e-10	8.834271e-06	0.1	8.844102e-10	3.706117e-07	0.1	8.844102e-10	1.53775648e-08	0.1	8.844102e-10	3.361227e-09	0.1
9.77782e-10	5.864984003532001e-07	0.1	9.77782e-10	2.058804e-09	0.1	9.77782e-10	1.352761e-09	0.1	9.77782e-10	9.008915e-06	0.1	9.77782e-10	3.779388e-07	0.1	9.77782e-10	1.5681497299999998e-08	0.1	9.77782e-10	3.427661e-09	0.1
1.071154e-09	4.4734754753712e-07	0.1	1.071154e-09	2.089242e-09	0.1	1.071154e-09	1.372926e-09	0.1	1.071154e-09	9.142136e-06	0.1	1.071154e-09	3.835282e-07	0.1	1.071154e-09	1.59133278e-08	0.1	1.071154e-09	3.478335e-09	0.1
1.18421e-09	3.2227474830776e-07	0.1	1.18421e-09	2.116602e-09	0.1	1.18421e-09	1.391111e-09	0.1	1.18421e-09	9.261896e-06	0.1	1.18421e-09	3.88553e-07	0.1	1.18421e-09	1.6121701199999998e-08	0.1	1.18421e-09	3.523884e-09	0.1
1.297266e-09	2.3217088539768e-07	0.1	1.297266e-09	2.136315e-09	0.1	1.297266e-09	1.404274e-09	0.1	1.297266e-09	9.348192e-06	0.1	1.297266e-09	3.92174e-07	0.1	1.297266e-09	1.6271822599999998e-08	0.1	1.297266e-09	3.556699e-09	0.1
1.410323e-09	1.6725896048872e-07	0.1	1.410323e-09	2.150517e-09	0.1	1.410323e-09	1.413819e-09	0.1	1.410323e-09	9.410378e-06	0.1	1.410323e-09	3.947837e-07	0.1	1.410323e-09	1.63799809e-08	0.1	1.410323e-09	3.580342e-09	0.1
1.532871e-09	1.172232808652e-07	0.1	1.532871e-09	2.161466e-09	0.1	1.532871e-09	1.421244e-09	0.1	1.532871e-09	9.458333e-06	0.1	1.532871e-09	3.967964e-07	0.1	1.532871e-09	1.6463366e-08	0.1	1.532871e-09	3.598569e-09	0.1
