Batch	m_SP	16	T4a_L	C5H5	N1a	N1b	N1c	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	N7a	N7c	N7b																													
0.0	0.99999998	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
3.871114e-13	1.00000001	0.1	3.871114e-13	0.0	0.1	3.871114e-13	0.0	0.1	3.871114e-13	0.0	0.1	3.871114e-13	0.0	0.1	3.871114e-13	0.0	0.1	3.871114e-13	0.0	0.1	3.871114e-13	0.0	0.1	3.871114e-13	0.0	0.1	3.871114e-13	0.0	0.1	3.871114e-13	0.0	0.1	3.871114e-13	0.0	0.1	3.871114e-13	0.0	0.1	3.871114e-13	0.0	0.1	3.871114e-13	0.0	0.1	3.871114e-13	0.0	0.1
3.447057e-11	0.9999999799999999	0.1	3.447057e-11	0.0	0.1	3.447057e-11	0.0	0.1	3.447057e-11	0.0	0.1	3.447057e-11	0.0	0.1	3.447057e-11	0.0	0.1	3.447057e-11	0.0	0.1	3.447057e-11	0.0	0.1	3.447057e-11	0.0	0.1	3.447057e-11	0.0	0.1	3.447057e-11	0.0	0.1	3.447057e-11	0.0	0.1	3.447057e-11	0.0	0.1	3.447057e-11	0.0	0.1	3.447057e-11	0.0	0.1	3.447057e-11	0.0	0.1
1.252174e-10	0.9999999399999999	0.1	1.252174e-10	0.0	0.1	1.252174e-10	0.0	0.1	1.252174e-10	0.0	0.1	1.252174e-10	0.0	0.1	1.252174e-10	0.0	0.1	1.252174e-10	0.0	0.1	1.252174e-10	0.0	0.1	1.252174e-10	0.0	0.1	1.252174e-10	0.0	0.1	1.252174e-10	0.0	0.1	1.252174e-10	0.0	0.1	1.252174e-10	0.0	0.1	1.252174e-10	0.0	0.1	1.252174e-10	0.0	0.1	1.252174e-10	0.0	0.1
2.752948e-10	0.99999996	0.1	2.752948e-10	0.0	0.1	2.752948e-10	0.0	0.1	2.752948e-10	0.0	0.1	2.752948e-10	0.0	0.1	2.752948e-10	0.0	0.1	2.752948e-10	0.0	0.1	2.752948e-10	0.0	0.1	2.752948e-10	0.0	0.1	2.752948e-10	0.0	0.1	2.752948e-10	0.0	0.1	2.752948e-10	0.0	0.1	2.752948e-10	0.0	0.1	2.752948e-10	0.0	0.1	2.752948e-10	0.0	0.1	2.752948e-10	0.0	0.1
5.413974e-10	0.9999999899999998	0.1	5.413974e-10	0.0	0.1	5.413974e-10	0.0	0.1	5.413974e-10	0.0	0.1	5.413974e-10	0.0	0.1	5.413974e-10	0.0	0.1	5.413974e-10	0.0	0.1	5.413974e-10	0.0	0.1	5.413974e-10	0.0	0.1	5.413974e-10	0.0	0.1	5.413974e-10	0.0	0.1	5.413974e-10	0.0	0.1	5.413974e-10	0.0	0.1	5.413974e-10	0.0	0.1	5.413974e-10	0.0	0.1	5.413974e-10	0.0	0.1
8.075001e-10	0.9999999700000001	0.1	8.075001e-10	0.0	0.1	8.075001e-10	0.0	0.1	8.075001e-10	0.0	0.1	8.075001e-10	0.0	0.1	8.075001e-10	0.0	0.1	8.075001e-10	0.0	0.1	8.075001e-10	0.0	0.1	8.075001e-10	0.0	0.1	8.075001e-10	0.0	0.1	8.075001e-10	0.0	0.1	8.075001e-10	0.0	0.1	8.075001e-10	0.0	0.1	8.075001e-10	0.0	0.1	8.075001e-10	0.0	0.1	8.075001e-10	0.0	0.1
1.228541e-09	0.9999998899999999	0.1	1.228541e-09	0.0	0.1	1.228541e-09	0.0	0.1	1.228541e-09	0.0	0.1	1.228541e-09	0.0	0.1	1.228541e-09	0.0	0.1	1.228541e-09	0.0	0.1	1.228541e-09	0.0	0.1	1.228541e-09	0.0	0.1	1.228541e-09	0.0	0.1	1.228541e-09	0.0	0.1	1.228541e-09	0.0	0.1	1.228541e-09	0.0	0.1	1.228541e-09	0.0	0.1	1.228541e-09	0.0	0.1	1.228541e-09	0.0	0.1
1.962607e-09	0.99999996	0.1	1.962607e-09	0.0	0.1	1.962607e-09	0.0	0.1	1.962607e-09	0.0	0.1	1.962607e-09	0.0	0.1	1.962607e-09	0.0	0.1	1.962607e-09	0.0	0.1	1.962607e-09	0.0	0.1	1.962607e-09	0.0	0.1	1.962607e-09	0.0	0.1	1.962607e-09	0.0	0.1	1.962607e-09	0.0	0.1	1.962607e-09	0.0	0.1	1.962607e-09	0.0	0.1	1.962607e-09	0.0	0.1	1.962607e-09	0.0	0.1
3.011273e-09	0.9999999500000001	0.1	3.011273e-09	0.0	0.1	3.011273e-09	0.0	0.1	3.011273e-09	0.0	0.1	3.011273e-09	0.0	0.1	3.011273e-09	0.0	0.1	3.011273e-09	0.0	0.1	3.011273e-09	0.0	0.1	3.011273e-09	0.0	0.1	3.011273e-09	0.0	0.1	3.011273e-09	0.0	0.1	3.011273e-09	0.0	0.1	3.011273e-09	0.0	0.1	3.011273e-09	0.0	0.1	3.011273e-09	0.0	0.1	3.011273e-09	0.0	0.1
