# T[K]         C5H5         T1a_L         N1a_L         N7a_L         T4a_L         sum_k_Pr_i
6.00e+02	1.03e-17	1.51e-15	8.44e-22	6.49e-10	-3.66e-03	6.49e-10
7.00e+02	1.11e-09	5.70e-06	6.68e-14	2.54e-06	8.24e-06	8.24e-06
8.00e+02	8.22e-07	9.88e-04	1.41e-10	1.19e-03	2.18e-03	2.18e-03
9.00e+02	1.43e-04	5.15e-02	5.95e-08	1.36e-01	1.87e-01	1.87e-01
1.00e+03	9.16e-03	1.18e+00	8.14e-06	5.83e+00	7.02e+00	7.02e+00
1.10e+03	2.86e-01	1.51e+01	4.87e-04	1.24e+02	1.39e+02	1.39e+02
1.20e+03	5.10e+00	1.24e+02	1.52e-02	1.55e+03	1.74e+03	1.68e+03
1.30e+03	5.72e+01	7.06e+02	2.79e-01	1.29e+04	1.50e+04	1.37e+04
1.40e+03	4.50e+02	3.11e+03	3.38e+00	7.88e+04	9.27e+04	8.23e+04
1.50e+03	2.57e+03	1.08e+04	2.85e+01	3.73e+05	4.46e+05	3.87e+05
1.60e+03	1.16e+04	3.13e+04	1.81e+02	1.44e+06	1.73e+06	1.49e+06
1.70e+03	4.26e+04	7.90e+04	9.15e+02	4.73e+06	5.63e+06	4.86e+06
1.80e+03	1.32e+05	1.76e+05	3.79e+03	1.35e+07	1.59e+07	1.38e+07
1.90e+03	3.79e+05	3.77e+05	1.42e+04	3.43e+07	3.99e+07	3.51e+07
2.00e+03	1.05e+06	8.07e+05	4.96e+04	7.92e+07	9.04e+07	8.11e+07
