Batch	m_SP	13	R	W1	W2	W3	W4	W5	W6	P1	P2	P3	P4	P5	P6																							
1.455238e-10	9.73350071728e-06	0.1	1.455238e-10	1.025404e-117	0.1	1.455238e-10	1.025404e-117	0.1	1.455238e-10	2.195753e-10	0.1	1.455238e-10	1.025404e-117	0.1	1.455238e-10	2.037758e-08	0.1	1.455238e-10	1.025404e-117	0.1	1.455238e-10	3.718276e-08	0.1	1.455238e-10	1.242312e-07	0.1	1.455238e-10	6.6839e-08	0.1	1.455238e-10	3.963177e-10	0.1	1.455238e-10	1.714716e-08	0.1	1.455238e-10	6.158921e-12	0.1
3.12495e-10	9.4365719149545e-06	0.1	3.12495e-10	2.536974e-117	0.1	3.12495e-10	2.536974e-117	0.1	3.12495e-10	4.642878e-10	0.1	3.12495e-10	2.536974e-117	0.1	3.12495e-10	4.307502e-08	0.1	3.12495e-10	2.536974e-117	0.1	3.12495e-10	7.863126e-08	0.1	3.12495e-10	2.627075e-07	0.1	3.12495e-10	1.413399e-07	0.1	3.12495e-10	8.380856e-10	0.1	3.12495e-10	3.625989e-08	0.1	3.12495e-10	1.302369e-11	0.1
7.000858e-10	8.7817685212874e-06	0.1	7.000858e-10	7.366202e-117	0.1	7.000858e-10	7.366202e-117	0.1	7.000858e-10	1.003837e-09	0.1	7.000858e-10	7.366202e-117	0.1	7.000858e-10	9.306624e-08	0.1	7.000858e-10	7.366202e-117	0.1	7.000858e-10	1.700547e-07	0.1	7.000858e-10	5.681168e-07	0.1	7.000858e-10	3.056425e-07	0.1	7.000858e-10	1.81243e-09	0.1	7.000858e-10	7.84105e-08	0.1	7.000858e-10	2.816245e-11	0.1
1.397749e-09	7.715518641094801e-06	0.1	1.397749e-09	2.035701e-116	0.1	1.397749e-09	2.035701e-116	0.1	1.397749e-09	1.882049e-09	0.1	1.397749e-09	2.035701e-116	0.1	1.397749e-09	1.742553e-07	0.1	1.397749e-09	2.035701e-116	0.1	1.397749e-09	3.189884e-07	0.1	1.397749e-09	1.065544e-06	0.1	1.397749e-09	5.732148e-07	0.1	1.397749e-09	3.399457e-09	0.1	1.397749e-09	1.470536e-07	0.1	1.397749e-09	5.281419e-11	0.1
2.269585e-09	6.563208364506e-06	0.1	2.269585e-09	4.345446e-116	0.1	2.269585e-09	4.345446e-116	0.1	2.269585e-09	2.830501e-09	0.1	2.269585e-09	4.345446e-116	0.1	2.269585e-09	2.616189e-07	0.1	2.269585e-09	4.345446e-116	0.1	2.269585e-09	4.800573e-07	0.1	2.269585e-09	1.60332e-06	0.1	2.269585e-09	8.624364e-07	0.1	2.269585e-09	5.115382e-09	0.1	2.269585e-09	2.212496e-07	0.1	2.269585e-09	7.94566e-11	0.1
3.205857e-09	5.5166962134866e-06	0.1	3.205857e-09	7.549634e-116	0.1	3.205857e-09	7.549634e-116	0.1	3.205857e-09	3.691086e-09	0.1	3.205857e-09	7.549634e-116	0.1	3.205857e-09	3.404994e-07	0.1	3.205857e-09	7.549634e-116	0.1	3.205857e-09	6.264783e-07	0.1	3.205857e-09	2.091965e-06	0.1	3.205857e-09	1.125168e-06	0.1	3.205857e-09	6.67475e-09	0.1	3.205857e-09	2.886489e-07	0.1	3.205857e-09	1.036541e-10	0.1
4.294522e-09	4.5078449305137e-06	0.1	4.294522e-09	1.20579e-115	0.1	4.294522e-09	1.20579e-115	0.1	4.294522e-09	4.519685e-09	0.1	4.294522e-09	1.20579e-115	0.1	4.294522e-09	4.159484e-07	0.1	4.294522e-09	1.20579e-115	0.1	4.294522e-09	7.678105e-07	0.1	4.294522e-09	2.563338e-06	0.1	4.294522e-09	1.378526e-06	0.1	4.294522e-09	8.179274e-09	0.1	4.294522e-09	3.536423e-07	0.1	4.294522e-09	1.269822e-10	0.1
5.484784e-09	3.6147815240599005e-06	0.1	5.484784e-09	1.776895e-115	0.1	5.484784e-09	1.776895e-115	0.1	5.484784e-09	5.251945e-09	0.1	5.484784e-09	1.776895e-115	0.1	5.484784e-09	4.820199e-07	0.1	5.484784e-09	1.776895e-115	0.1	5.484784e-09	8.931411e-07	0.1	5.484784e-09	2.980988e-06	0.1	5.484784e-09	1.602905e-06	0.1	5.484784e-09	9.512668e-09	0.1	5.484784e-09	4.111999e-07	0.1	5.484784e-09	1.476347e-10	0.1
6.675045e-09	2.8987178804844e-06	0.1	6.675045e-09	2.413072e-115	0.1	6.675045e-09	2.413072e-115	0.1	6.675045e-09	5.837783e-09	0.1	6.675045e-09	2.413072e-115	0.1	6.675045e-09	5.342521e-07	0.1	6.675045e-09	2.413072e-115	0.1	6.675045e-09	9.938597e-07	0.1	6.675045e-09	3.316253e-06	0.1	6.675045e-09	1.782915e-06	0.1	6.675045e-09	1.05834e-08	0.1	6.675045e-09	4.573745e-07	0.1	6.675045e-09	1.641958e-10	0.1
7.865307e-09	2.3245732491177e-06	0.1	7.865307e-09	3.10054e-115	0.1	7.865307e-09	3.10054e-115	0.1	7.865307e-09	6.306216e-09	0.1	7.865307e-09	3.10054e-115	0.1	7.865307e-09	5.753919e-07	0.1	7.865307e-09	3.10054e-115	0.1	7.865307e-09	1.074843e-06	0.1	7.865307e-09	3.58546e-06	0.1	7.865307e-09	1.927349e-06	0.1	7.865307e-09	1.144354e-08	0.1	7.865307e-09	4.944221e-07	0.1	7.865307e-09	1.774763e-10	0.1
