Batch	m_SP	2	P2_L	W4_L	
5.128389e-13	9.8741052739448e-06	0.1	5.128389e-13	1.25429584e-07	0.1
1.558516e-12	9.62269604223e-06	0.1	1.558516e-12	3.7631613e-07	0.1
4.173729e-12	9.021637033650601e-06	0.1	4.173729e-12	9.7616421e-07	0.1
8.830641e-12	8.0428849590836e-06	0.1	8.830641e-12	1.9530596e-06	0.1
1.204246e-11	7.4305223065816004e-06	0.1	1.204246e-11	2.5643372e-06	0.1
1.614056e-11	6.7164752278088004e-06	0.1	1.614056e-11	3.2771942e-06	0.1
2.206599e-11	5.8037375129282e-06	0.1	2.206599e-11	4.1885321e-06	0.1
2.984614e-11	4.791083958404359e-06	0.1	2.984614e-11	5.1997999e-06	0.1
3.831409e-11	3.88879510854228e-06	0.1	3.831409e-11	6.1010104e-06	0.1
4.953325e-11	2.94969990082208e-06	0.1	4.953325e-11	7.039149e-06	0.1
6.075242e-11	2.23749901812462e-06	0.1	6.075242e-11	7.750747e-06	0.1
7.197158e-11	1.6973286877473e-06	0.1	7.197158e-11	8.290534399999999e-06	0.1
8.319075e-11	1.287608320718532e-06	0.1	8.319075e-11	8.700011100000001e-06	0.1
9.440991e-11	9.768191481263018e-07	0.1	9.440991e-11	9.010646399999999e-06	0.1
1.056291e-10	7.410616985695979e-07	0.1	1.056291e-10	9.2463044e-06	0.1
1.168482e-10	5.622155003651019e-07	0.1	1.168482e-10	9.425086499999999e-06	0.1
1.285336e-10	4.21671348704354e-07	0.1	1.285336e-10	9.5655861e-06	0.1
1.420837e-10	3.020763727617118e-07	0.1	1.420837e-10	9.6851513e-06	0.1
1.556337e-10	2.16404205279331e-07	0.1	1.556337e-10	9.7708043e-06	0.1
1.691838e-10	1.5503137146055702e-07	0.1	1.691838e-10	9.832165999999999e-06	0.1
1.849102e-10	1.0527235972069581e-07	0.1	1.849102e-10	9.8819166e-06	0.1
