Batch	m_SP	13	W3	W1	W2	W4	W5	W6	R	P1	P2	P3	P4	P5	P6																							
4.13026e-09	0.9890863	0.1	4.13026e-09	4.096443e-109	0.1	4.13026e-09	4.096443e-109	0.1	4.13026e-09	4.096443e-109	0.1	4.13026e-09	4.096443e-109	0.1	4.13026e-09	4.096443e-109	0.1	4.13026e-09	5.939925e-06	0.1	4.13026e-09	0.003158365	0.1	4.13026e-09	3.879348e-05	0.1	4.13026e-09	7.16886e-06	0.1	4.13026e-09	0.002244841	0.1	4.13026e-09	1.749212e-06	0.1	4.13026e-09	1.147901e-11	0.1
9.576156e-09	0.9749666	0.1	9.576156e-09	9.396236e-109	0.1	9.576156e-09	9.396236e-109	0.1	9.576156e-09	9.396236e-109	0.1	9.576156e-09	9.396236e-109	0.1	9.576156e-09	9.396236e-109	0.1	9.576156e-09	1.362557e-05	0.1	9.576156e-09	0.007244593	0.1	9.576156e-09	8.898447e-05	0.1	9.576156e-09	1.644447e-05	0.1	9.576156e-09	0.005149025	0.1	9.576156e-09	4.012572e-06	0.1	9.576156e-09	2.683011e-11	0.1
2.046795e-08	0.9476153	0.1	2.046795e-08	1.966258e-108	0.1	2.046795e-08	1.966258e-108	0.1	2.046795e-08	1.966258e-108	0.1	2.046795e-08	1.966258e-108	0.1	2.046795e-08	1.966258e-108	0.1	2.046795e-08	2.852049e-05	0.1	2.046795e-08	0.01516075	0.1	2.046795e-08	0.0001862247	0.1	2.046795e-08	3.441959e-05	0.1	2.046795e-08	0.01077402	0.1	2.046795e-08	8.399531e-06	0.1	2.046795e-08	6.071258e-11	0.1
3.557454e-08	0.9115291	0.1	3.557454e-08	3.320785e-108	0.1	3.557454e-08	3.320785e-108	0.1	3.557454e-08	3.320785e-108	0.1	3.557454e-08	3.320785e-108	0.1	3.557454e-08	3.320785e-108	0.1	3.557454e-08	4.820088e-05	0.1	3.557454e-08	0.02560783	0.1	3.557454e-08	0.0003145806	0.1	3.557454e-08	5.81649e-05	0.1	3.557454e-08	0.01819245	0.1	3.557454e-08	1.419808e-05	0.1	3.557454e-08	1.223618e-10	0.1
5.619105e-08	0.8654687	0.1	5.619105e-08	5.049788e-108	0.1	5.619105e-08	5.049788e-108	0.1	5.619105e-08	5.049788e-108	0.1	5.619105e-08	5.049788e-108	0.1	5.619105e-08	5.049788e-108	0.1	5.619105e-08	7.340847e-05	0.1	5.619105e-08	0.03895111	0.1	5.619105e-08	0.0004785995	0.1	5.619105e-08	8.856392e-05	0.1	5.619105e-08	0.02765232	0.1	5.619105e-08	2.163163e-05	0.1	5.619105e-08	2.528029e-10	0.1
8.869916e-08	0.7994788	0.1	8.869916e-08	7.527197e-108	0.1	8.869916e-08	7.527197e-108	0.1	8.869916e-08	7.527197e-108	0.1	8.869916e-08	7.527197e-108	0.1	8.869916e-08	7.527197e-108	0.1	8.869916e-08	0.0001098299	0.1	8.869916e-08	0.05809798	0.1	8.869916e-08	0.000714233	0.1	8.869916e-08	0.0001324324	0.1	8.869916e-08	0.04117372	0.1	8.869916e-08	3.239461e-05	0.1	8.869916e-08	6.208479e-10	0.1
1.345885e-07	0.7180641	0.1	1.345885e-07	1.058455e-107	0.1	1.345885e-07	1.058455e-107	0.1	1.345885e-07	1.058455e-107	0.1	1.345885e-07	1.058455e-107	0.1	1.345885e-07	1.058455e-107	0.1	1.345885e-07	0.0001556627	0.1	1.345885e-07	0.08180827	0.1	1.345885e-07	0.001006806	0.1	1.345885e-07	0.0001874735	0.1	1.345885e-07	0.05776374	0.1	1.345885e-07	4.600302e-05	0.1	1.345885e-07	1.602843e-09	0.1
1.94598e-07	0.6283167	0.1	1.94598e-07	1.395683e-107	0.1	1.94598e-07	1.395683e-107	0.1	1.94598e-07	1.395683e-107	0.1	1.94598e-07	1.395683e-107	0.1	1.94598e-07	1.395683e-107	0.1	1.94598e-07	0.000208287	0.1	1.94598e-07	0.1081491	0.1	1.94598e-07	0.001333539	0.1	1.94598e-07	0.0002502633	0.1	1.94598e-07	0.07583868	0.1	1.94598e-07	6.176989e-05	0.1	1.94598e-07	3.910333e-09	0.1
2.581377e-07	0.54944	0.1	2.581377e-07	1.692367e-107	0.1	2.581377e-07	1.692367e-107	0.1	2.581377e-07	1.692367e-107	0.1	2.581377e-07	1.692367e-107	0.1	2.581377e-07	1.692367e-107	0.1	2.581377e-07	0.0002577587	0.1	2.581377e-07	0.1316073	0.1	2.581377e-07	0.001626817	0.1	2.581377e-07	0.0003086093	0.1	2.581377e-07	0.09140265	0.1	2.581377e-07	7.678769e-05	0.1	2.581377e-07	7.792026e-09	0.1
3.216773e-07	0.4834715	0.1	3.216773e-07	1.940855e-107	0.1	3.216773e-07	1.940855e-107	0.1	3.216773e-07	1.940855e-107	0.1	3.216773e-07	1.940855e-107	0.1	3.216773e-07	1.940855e-107	0.1	3.216773e-07	0.0003030133	0.1	3.216773e-07	0.1515898	0.1	3.216773e-07	0.001878908	0.1	3.216773e-07	0.0003610752	0.1	3.216773e-07	0.1040407	0.1	3.216773e-07	9.072229e-05	0.1	3.216773e-07	1.322812e-08	0.1
