Batch	m_SP	5	Flvln	N1a_L	N7a_L	Nphln	Azln							
1.118378e-11	9.842377575240001e-06	0.1	1.118378e-11	1.5674606299999998e-07	0.1	1.118378e-11	3.7791139e-10	0.1	1.118378e-11	3.46471e-10	0.1	1.118378e-11	4.035138e-11	0.1
2.133799e-11	9.701507983950002e-06	0.1	2.133799e-11	2.969225916e-07	0.1	2.133799e-11	7.219692600000001e-10	0.1	2.133799e-11	6.564697e-10	0.1	2.133799e-11	7.643724e-11	0.1
4.16464e-11	9.425786741190001e-06	0.1	4.16464e-11	5.71285392e-07	0.1	4.16464e-11	1.3954753e-09	0.1	4.16464e-11	1.263634e-09	0.1	4.16464e-11	1.470669e-10	0.1
8.226323e-11	8.89763002281e-06	0.1	8.226323e-11	1.096840092e-06	0.1	8.226323e-11	2.6859579e-09	0.1	8.226323e-11	2.428228e-09	0.1	8.226323e-11	2.823613e-10	0.1
1.482772e-10	8.10161998299e-06	0.1	1.482772e-10	1.888929175e-06	0.1	1.482772e-10	4.6317874e-09	0.1	1.482772e-10	4.187326e-09	0.1	1.482772e-10	4.8627e-10	0.1
2.368665e-10	7.14414155787e-06	0.1	2.368665e-10	2.841690059e-06	0.1	2.368665e-10	6.9737582e-09	0.1	2.368665e-10	6.30957e-09	0.1	2.368665e-10	7.31541e-10	0.1
3.60066e-10	5.99775302187e-06	0.1	3.60066e-10	3.98243179e-06	0.1	3.60066e-10	9.779926e-09	0.1	3.60066e-10	8.859886e-09	0.1	3.60066e-10	1.025204e-09	0.1
4.832655e-10	5.0353196463e-06	0.1	4.832655e-10	4.9401245600000005e-06	0.1	4.832655e-10	1.21376539e-08	0.1	4.832655e-10	1.100913e-08	0.1	4.832655e-10	1.271744e-09	0.1
6.705465e-10	3.85970840253e-06	0.1	6.705465e-10	6.1099440799999995e-06	0.1	6.705465e-10	1.5020022e-08	0.1	6.705465e-10	1.364502e-08	0.1	6.705465e-10	1.572893e-09	0.1
8.578275e-10	2.95857141399e-06	0.1	8.578275e-10	7.006641830000001e-06	0.1	8.578275e-10	1.7231326e-08	0.1	8.578275e-10	1.567382e-08	0.1	8.578275e-10	1.803731e-09	0.1
1.045108e-09	2.2678253215200003e-06	0.1	1.045108e-09	7.69398547e-06	0.1	1.045108e-09	1.8927532e-08	0.1	1.045108e-09	1.723415e-08	0.1	1.045108e-09	1.980675e-09	0.1
1.232389e-09	1.7383496163300002e-06	0.1	1.232389e-09	8.22085346e-06	0.1	1.232389e-09	2.0228458999999998e-08	0.1	1.232389e-09	1.843344e-08	0.1	1.232389e-09	2.116308e-09	0.1
1.41967e-09	1.3324916749500002e-06	0.1	1.41967e-09	8.624711550000001e-06	0.1	1.41967e-09	2.1226113e-08	0.1	1.41967e-09	1.935476e-08	0.1	1.41967e-09	2.220273e-09	0.1
1.606951e-09	1.02139078599e-06	0.1	1.606951e-09	8.934279019999999e-06	0.1	1.606951e-09	2.1991132e-08	0.1	1.606951e-09	2.006225e-08	0.1	1.606951e-09	2.299966e-09	0.1
1.794232e-09	7.829240706810001e-07	0.1	1.794232e-09	9.171571429999999e-06	0.1	1.794232e-09	2.2577729000000002e-08	0.1	1.794232e-09	2.060536e-08	0.1	1.794232e-09	2.361053e-09	0.1
1.981514e-09	6.00132498615e-07	0.1	1.981514e-09	9.35346295e-06	0.1	1.981514e-09	2.302748e-08	0.1	1.981514e-09	2.102216e-08	0.1	1.981514e-09	2.407877e-09	0.1
2.168795e-09	4.60017899775e-07	0.1	2.168795e-09	9.492887749999998e-06	0.1	2.168795e-09	2.3372293e-08	0.1	2.168795e-09	2.134196e-08	0.1	2.168795e-09	2.44377e-09	0.1
2.371334e-09	3.4505984936700003e-07	0.1	2.371334e-09	9.60727956e-06	0.1	2.371334e-09	2.365524e-08	0.1	2.371334e-09	2.160455e-08	0.1	2.371334e-09	2.473218e-09	0.1
2.59676e-09	2.50554794427e-07	0.1	2.59676e-09	9.701317470000002e-06	0.1	2.59676e-09	2.3887891e-08	0.1	2.59676e-09	2.182058e-08	0.1	2.59676e-09	2.497426e-09	0.1
2.822186e-09	1.81932780654e-07	0.1	2.822186e-09	9.769602380000001e-06	0.1	2.822186e-09	2.4056841e-08	0.1	2.822186e-09	2.197754e-08	0.1	2.822186e-09	2.515005e-09	0.1
3.047612e-09	1.3210497893700003e-07	0.1	3.047612e-09	9.819185e-06	0.1	3.047612e-09	2.4179533e-08	0.1	3.047612e-09	2.209156e-08	0.1	3.047612e-09	2.527769e-09	0.1
