Batch	m_SP	7	P1	R	W4_L	W3	P2_L	P3	P4											
0.0066146	9.8662353500165e-06	0.1	0.0066146	1.922048e-09	0.1	0.0066146	2.296729e-08	0.1	0.0066146	2.110685e-08	0.1	0.0066146	8.33884676e-08	0.1	0.0066146	2.791186e-09	0.1	0.0066146	1.474099e-09	0.1
0.01361899	9.7266577870786e-06	0.1	0.01361899	3.929374e-09	0.1	0.01361899	4.695349e-08	0.1	0.01361899	4.315007e-08	0.1	0.01361899	1.70476372e-07	0.1	0.01361899	5.706216e-09	0.1	0.01361899	3.013593e-09	0.1
0.01734228	9.6532695356464e-06	0.1	0.01734228	4.984804e-09	0.1	0.01734228	5.956527e-08	0.1	0.01734228	5.474025e-08	0.1	0.01734228	2.16266555e-07	0.1	0.01734228	7.238906e-09	0.1	0.01734228	3.823048e-09	0.1
0.02221748	9.5580105514773e-06	0.1	0.02221748	6.354741e-09	0.1	0.02221748	7.593514e-08	0.1	0.02221748	6.978409e-08	0.1	0.02221748	2.7570143400000003e-07	0.1	0.02221748	9.228321e-09	0.1	0.02221748	4.873708e-09	0.1
0.03196789	9.3703065477984e-06	0.1	0.03196789	9.054188e-09	0.1	0.03196789	1.081919e-07	0.1	0.03196789	9.942789e-08	0.1	0.03196789	3.92817466e-07	0.1	0.03196789	1.314844e-08	0.1	0.03196789	6.944025e-09	0.1
0.04556838	9.1146243839574e-06	0.1	0.04556838	1.273126e-08	0.1	0.04556838	1.521303e-07	0.1	0.04556838	1.398071e-07	0.1	0.04556838	5.523468650000001e-07	0.1	0.04556838	1.848828e-08	0.1	0.04556838	9.764103e-09	0.1
0.062192	8.811565834061202e-06	0.1	0.062192	1.708967e-08	0.1	0.062192	2.042104e-07	0.1	0.062192	1.876686e-07	0.1	0.062192	7.41436803e-07	0.1	0.062192	2.481754e-08	0.1	0.062192	1.310674e-08	0.1
0.08276479	8.45042704428e-06	0.1	0.08276479	2.228335e-08	0.1	0.08276479	2.662716e-07	0.1	0.08276479	2.447026e-07	0.1	0.08276479	9.66765493e-07	0.1	0.08276479	3.235978e-08	0.1	0.08276479	1.708998e-08	0.1
0.1080901	8.0261203038157e-06	0.1	0.1080901	2.838549e-08	0.1	0.1080901	3.391881e-07	0.1	0.1080901	3.117125e-07	0.1	0.1080901	1.2315063400000001e-06	0.1	0.1080901	4.122126e-08	0.1	0.1080901	2.176994e-08	0.1
0.1207156	7.822615038892498e-06	0.1	0.1207156	3.131215e-08	0.1	0.1207156	3.741599e-07	0.1	0.1207156	3.438515e-07	0.1	0.1207156	1.3584811200000001e-06	0.1	0.1207156	4.547136e-08	0.1	0.1207156	2.401452e-08	0.1
0.1459666	7.4309570567852e-06	0.1	0.1459666	3.694476e-08	0.1	0.1459666	4.41466e-07	0.1	0.1459666	4.057055e-07	0.1	0.1459666	1.60285265e-06	0.1	0.1459666	5.365099e-08	0.1	0.1459666	2.833439e-08	0.1
0.1880516	6.8212814614956005e-06	0.1	0.1880516	4.571275e-08	0.1	0.1880516	5.462379e-07	0.1	0.1880516	5.019905e-07	0.1	0.1880516	1.9832525499999997e-06	0.1	0.1880516	6.638382e-08	0.1	0.1880516	3.505892e-08	0.1
0.2435908	6.092583232484e-06	0.1	0.2435908	5.619246e-08	0.1	0.2435908	6.714638e-07	0.1	0.2435908	6.170726e-07	0.1	0.2435908	2.43791665e-06	0.1	0.2435908	8.16024e-08	0.1	0.2435908	4.309623e-08	0.1
0.2991301	5.4417297124069e-06	0.1	0.2991301	6.555265e-08	0.1	0.2991301	7.833122e-07	0.1	0.2991301	7.198608e-07	0.1	0.2991301	2.84400965e-06	0.1	0.2991301	9.519523e-08	0.1	0.2991301	5.027494e-08	0.1
0.3546693	4.8604068696752e-06	0.1	0.3546693	7.391294e-08	0.1	0.3546693	8.832122e-07	0.1	0.3546693	8.116685e-07	0.1	0.3546693	3.20672201e-06	0.1	0.3546693	1.07336e-07	0.1	0.3546693	5.668677e-08	0.1
0.4102085	4.341184090832801e-06	0.1	0.4102085	8.13801e-08	0.1	0.4102085	9.724401e-07	0.1	0.4102085	8.936686e-07	0.1	0.4102085	3.53068641e-06	0.1	0.4102085	1.181798e-07	0.1	0.4102085	6.241365e-08	0.1
0.4657478	3.8774293274756e-06	0.1	0.4657478	8.804959e-08	0.1	0.4657478	1.052136e-06	0.1	0.4657478	9.66909e-07	0.1	0.4657478	3.82004233e-06	0.1	0.4657478	1.278652e-07	0.1	0.4657478	6.752874e-08	0.1
0.523537	3.4474013567056e-06	0.1	0.523537	9.423401e-08	0.1	0.523537	1.126036e-06	0.1	0.523537	1.034823e-06	0.1	0.523537	4.088354960000001e-06	0.1	0.523537	1.368462e-07	0.1	0.523537	7.227183e-08	0.1
0.5903262	3.0094637602324e-06	0.1	0.5903262	1.005322e-07	0.1	0.5903262	1.201296e-06	0.1	0.5903262	1.103986e-06	0.1	0.5903262	4.36160288e-06	0.1	0.5903262	1.459924e-07	0.1	0.5903262	7.710216e-08	0.1
0.7018565	2.3986197802944e-06	0.1	0.7018565	1.09317e-07	0.1	0.7018565	1.306269e-06	0.1	0.7018565	1.200456e-06	0.1	0.7018565	4.74273403e-06	0.1	0.7018565	1.587497e-07	0.1	0.7018565	8.383961e-08	0.1
0.8133868	1.9117625584032e-06	0.1	0.8133868	1.163188e-07	0.1	0.8133868	1.389935e-06	0.1	0.8133868	1.277345e-06	0.1	0.8133868	5.04650645e-06	0.1	0.8133868	1.689176e-07	0.1	0.8133868	8.920953e-08	0.1
0.9569748	1.4275325873865e-06	0.1	0.9569748	1.232827e-07	0.1	0.9569748	1.47315e-06	0.1	0.9569748	1.353819e-06	0.1	0.9569748	5.34863781e-06	0.1	0.9569748	1.790306e-07	0.1	0.9569748	9.455047e-08	0.1
1.108577	1.048717220256e-06	0.1	1.108577	1.287307e-07	0.1	1.108577	1.53825e-06	0.1	1.108577	1.413645e-06	0.1	1.108577	5.58499771e-06	0.1	1.108577	1.86942e-07	0.1	1.108577	9.872872e-08	0.1
1.26018	7.7042571890116e-07	0.1	1.26018	1.327329e-07	0.1	1.26018	1.586074e-06	0.1	1.26018	1.457596e-06	0.1	1.26018	5.75863627e-06	0.1	1.26018	1.927541e-07	0.1	1.26018	1.017982e-07	0.1
1.411782	5.6598267433203e-07	0.1	1.411782	1.356731e-07	0.1	1.411782	1.621208e-06	0.1	1.411782	1.489883e-06	0.1	1.411782	5.88619808e-06	0.1	1.411782	1.970238e-07	0.1	1.411782	1.040532e-07	0.1
1.563385	4.1579138090951997e-07	0.1	1.563385	1.378331e-07	0.1	1.563385	1.647018e-06	0.1	1.563385	1.513603e-06	0.1	1.563385	5.97990891e-06	0.1	1.563385	2.001605e-07	0.1	1.563385	1.057097e-07	0.1
1.714987	3.0545545990175e-07	0.1	1.714987	1.394199e-07	0.1	1.714987	1.665979e-06	0.1	1.714987	1.531028e-06	0.1	1.714987	6.0487526900000005e-06	0.1	1.714987	2.024649e-07	0.1	1.714987	1.069267e-07	0.1
1.872698	2.2162762092042002e-07	0.1	1.872698	1.406255e-07	0.1	1.872698	1.680385e-06	0.1	1.872698	1.544267e-06	0.1	1.872698	6.10105678e-06	0.1	1.872698	2.042156e-07	0.1	1.872698	1.078513e-07	0.1
2.054844	1.530079600257e-07	0.1	2.054844	1.416124e-07	0.1	2.054844	1.692177e-06	0.1	2.054844	1.555104e-06	0.1	2.054844	6.14387157e-06	0.1	2.054844	2.056487e-07	0.1	2.054844	1.086082e-07	0.1
2.23699	1.0563404644572e-07	0.1	2.23699	1.422937e-07	0.1	2.23699	1.700319e-06	0.1	2.23699	1.562586e-06	0.1	2.23699	6.1734298e-06	0.1	2.23699	2.066381e-07	0.1	2.23699	1.091307e-07	0.1
