# T[K]         W1         Pr1         Pr3         Pr2         sum_k_Pr_i
3.00e+02	3.68e-44	4.11e-54	8.23e-63	3.68e-44	3.68e-44
4.00e+02	2.55e-31	2.73e-38	1.38e-43	2.55e-31	2.55e-31
5.00e+02	3.15e-23	2.36e-28	6.14e-32	3.15e-23	3.15e-23
6.00e+02	1.52e-17	1.24e-21	4.23e-24	1.52e-17	1.52e-17
7.00e+02	2.19e-13	1.03e-16	1.83e-18	2.19e-13	2.19e-13
8.00e+02	3.17e-10	6.14e-13	3.19e-14	3.18e-10	3.18e-10
9.00e+02	9.74e-08	5.94e-10	6.38e-11	9.80e-08	9.80e-08
1.00e+03	9.83e-06	1.52e-07	2.73e-08	1.00e-05	1.00e-05
1.10e+03	4.37e-04	1.45e-05	3.82e-06	4.55e-04	4.55e-04
1.20e+03	1.03e-02	6.38e-04	2.29e-04	1.12e-02	1.12e-02
1.30e+03	1.49e-01	1.54e-02	7.13e-03	1.71e-01	1.71e-01
1.40e+03	1.43e+00	2.33e-01	1.33e-01	1.79e+00	1.79e+00
1.50e+03	9.84e+00	2.40e+00	1.64e+00	1.39e+01	1.39e+01
1.60e+03	5.18e+01	1.80e+01	1.46e+01	8.44e+01	8.44e+01
1.70e+03	2.16e+02	1.05e+02	9.87e+01	4.20e+02	4.20e+02
1.80e+03	7.48e+02	4.95e+02	5.34e+02	1.78e+03	1.78e+03
1.90e+03	2.19e+03	1.95e+03	2.40e+03	6.55e+03	6.55e+03
2.00e+03	5.62e+03	6.62e+03	9.17e+03	2.14e+04	2.14e+04
2.10e+03	1.28e+04	1.98e+04	3.07e+04	6.32e+04	6.32e+04
2.20e+03	2.63e+04	5.33e+04	9.15e+04	1.71e+05	1.71e+05
2.30e+03	4.95e+04	1.31e+05	2.48e+05	4.29e+05	4.29e+05
2.40e+03	8.67e+04	2.97e+05	6.13e+05	9.97e+05	9.97e+05
2.50e+03	1.42e+05	6.32e+05	1.41e+06	2.19e+06	2.19e+06
