Batch	m_SP	5	Pr1	W1	W2	Pr2	Pr3							
0.8220134	9.8696633153937e-06	0.1	0.8220134	4.457886e-09	0.1	0.8220134	4.865006e-13	0.1	0.8220134	1.080497e-07	0.1	0.8220134	1.772873e-08	0.1
1.329202	9.792055120019e-06	0.1	1.329202	4.426533e-09	0.1	1.329202	4.827899e-13	0.1	1.329202	1.759029e-07	0.1	1.329202	2.751534e-08	0.1
2.050474	9.684011253656699e-06	0.1	2.050474	4.384264e-09	0.1	2.050474	4.776664e-13	0.1	2.050474	2.72422e-07	0.1	2.050474	3.908209e-08	0.1
2.466199	9.623023919510401e-06	0.1	2.466199	4.36051e-09	0.1	2.466199	4.747775e-13	0.1	2.466199	3.281191e-07	0.1	2.466199	4.43964e-08	0.1
2.986811	9.5479217005816e-06	0.1	2.986811	4.330906e-09	0.1	2.986811	4.71209e-13	0.1	2.986811	3.97914e-07	0.1	2.986811	4.973405e-08	0.1
3.577347	9.464298623821e-06	0.1	3.577347	4.297186e-09	0.1	3.577347	4.672122e-13	0.1	3.577347	4.770597e-07	0.1	3.577347	5.42443e-08	0.1
4.113627	9.3896384687772e-06	0.1	4.113627	4.266308e-09	0.1	4.113627	4.636199e-13	0.1	4.113627	5.488098e-07	0.1	4.113627	5.718586e-08	0.1
4.792451	9.2966415248713e-06	0.1	4.792451	4.226886e-09	0.1	4.792451	4.591156e-13	0.1	4.792451	6.393134e-07	0.1	4.792451	5.971826e-08	0.1
5.792579	9.1622220469332e-06	0.1	5.792579	4.168402e-09	0.1	5.792579	4.525586e-13	0.1	5.792579	7.717087e-07	0.1	5.792579	6.180163e-08	0.1
6.62602	9.0522093298428e-06	0.1	6.62602	4.119619e-09	0.1	6.62602	4.471638e-13	0.1	6.62602	8.809605e-07	0.1	6.62602	6.26117e-08	0.1
7.598902	8.925795922565499e-06	0.1	7.598902	4.062939e-09	0.1	7.598902	4.409455e-13	0.1	7.598902	1.007084e-06	0.1	7.598902	6.295752e-08	0.1
9.106943	8.7336923081617e-06	0.1	9.106943	3.97611e-09	0.1	9.106943	4.314743e-13	0.1	9.106943	1.199388e-06	0.1	9.106943	6.284402e-08	0.1
10.02773	8.6185437474812e-06	0.1	10.02773	3.92386e-09	0.1	10.02773	4.257909e-13	0.1	10.02773	1.314846e-06	0.1	10.02773	6.258785e-08	0.1
11.10756	8.485488415761e-06	0.1	11.10756	3.863392e-09	0.1	11.10756	4.192208e-13	0.1	11.10756	1.448345e-06	0.1	11.10756	6.22052e-08	0.1
12.42596	8.325855586349899e-06	0.1	12.42596	3.790779e-09	0.1	12.42596	4.113363e-13	0.1	12.42596	1.608576e-06	0.1	12.42596	6.168012e-08	0.1
14.4086	8.091467710388401e-06	0.1	14.4086	3.684105e-09	0.1	14.4086	3.997578e-13	0.1	14.4086	1.843905e-06	0.1	14.4086	6.084695e-08	0.1
16.97347	7.7980378627774e-06	0.1	16.97347	3.550528e-09	0.1	16.97347	3.852617e-13	0.1	16.97347	2.138559e-06	0.1	16.97347	5.975684e-08	0.1
20.17603	7.446567916737501e-06	0.1	20.17603	3.390518e-09	0.1	20.17603	3.678979e-13	0.1	20.17603	2.491535e-06	0.1	20.17603	5.841323e-08	0.1
