Batch	m_SP	2	P2_L	W4_L	
1.67685e-11	9.729595104206e-06	0.1	1.67685e-11	2.4433147e-07	0.1
3.586995e-11	9.430689582436e-06	0.1	3.586995e-11	5.1473298e-07	0.1
8.015955e-11	8.77251206896316e-06	0.1	8.015955e-11	1.11058699e-06	0.1
1.598808e-10	7.70146562725176e-06	0.1	1.598808e-10	2.0815631e-06	0.1
2.596511e-10	6.54347386478399e-06	0.1	2.596511e-10	3.1333485e-06	0.1
3.668821e-10	5.492368353399839e-06	0.1	3.668821e-10	4.0899709000000005e-06	0.1
4.915576e-10	4.480723491376039e-06	0.1	4.915576e-10	5.0125571e-06	0.1
6.278628e-10	3.5867318704892997e-06	0.1	6.278628e-10	5.829527e-06	0.1
7.641681e-10	2.87116165285152e-06	0.1	7.641681e-10	6.4847013e-06	0.1
9.004733e-10	2.29838575227814e-06	0.1	9.004733e-10	7.010026299999999e-06	0.1
1.042358e-09	1.8232166586339201e-06	0.1	1.042358e-09	7.446498e-06	0.1
1.206559e-09	1.39456243196009e-06	0.1	1.206559e-09	7.8408219e-06	0.1
1.370761e-09	1.066700138850046e-06	0.1	1.370761e-09	8.1428451e-06	0.1
1.534963e-09	8.1592441001509e-07	0.1	1.534963e-09	8.3741342e-06	0.1
1.699164e-09	6.24107898285696e-07	0.1	1.699164e-09	8.5512278e-06	0.1
1.890742e-09	4.56527044039968e-07	0.1	1.890742e-09	8.7060938e-06	0.1
2.089164e-09	3.3023512096660796e-07	0.1	2.089164e-09	8.8229088e-06	0.1
2.287585e-09	2.38880311186176e-07	0.1	2.287585e-09	8.907471500000001e-06	0.1
2.494169e-09	1.7051085330047997e-07	0.1	2.494169e-09	8.970801099999998e-06	0.1
2.733399e-09	1.153937677597056e-07	0.1	2.733399e-09	9.0218841e-06	0.1
