Batch	m_SP	21	N7a_L	C5H5	N1a	N1b	N1c	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	T4a	T4b	T4c	T4d	T4e	T4f	T4g	T4h																																							
9.422045e-12	9.773514925791999e-06	0.1	9.422045e-12	1.247128e-12	0.1	9.422045e-12	3.903456e-23	0.1	9.422045e-12	3.747008e-21	0.1	9.422045e-12	8.486688e-22	0.1	9.422045e-12	2.278079e-14	0.1	9.422045e-12	2.271347e-13	0.1	9.422045e-12	2.442726e-13	0.1	9.422045e-12	1.871218e-13	0.1	9.422045e-12	1.645784e-13	0.1	9.422045e-12	1.534065e-13	0.1	9.422045e-12	1.650599e-12	0.1	9.422045e-12	2.481728e-10	0.1	9.422045e-12	1.412105e-08	0.1	9.422045e-12	3.415223e-08	0.1	9.422045e-12	3.139806e-08	0.1	9.422045e-12	3.216498e-08	0.1	9.422045e-12	4.33015e-08	0.1	9.422045e-12	3.432707e-08	0.1	9.422045e-12	2.273783e-08	0.1	9.422045e-12	1.383818e-08	0.1
2.002779e-11	9.525775580677998e-06	0.1	2.002779e-11	2.615587e-12	0.1	2.002779e-11	1.732683e-22	0.1	2.002779e-11	1.663608e-20	0.1	2.002779e-11	3.768434e-21	0.1	2.002779e-11	4.775262e-14	0.1	2.002779e-11	4.75376e-13	0.1	2.002779e-11	5.131744e-13	0.1	2.002779e-11	3.929242e-13	0.1	2.002779e-11	3.452076e-13	0.1	2.002779e-11	3.212571e-13	0.1	2.002779e-11	3.461808e-12	0.1	2.002779e-11	5.203516e-10	0.1	2.002779e-11	2.959303e-08	0.1	2.002779e-11	7.153894e-08	0.1	2.002779e-11	6.555281e-08	0.1	2.002779e-11	6.71725e-08	0.1	2.002779e-11	9.083612e-08	0.1	2.002779e-11	7.212648e-08	0.1	2.002779e-11	4.768353e-08	0.1	2.002779e-11	2.900806e-08	0.1
4.505957e-11	8.969043915534e-06	0.1	4.505957e-11	5.703239e-12	0.1	4.505957e-11	8.412671e-22	0.1	4.505957e-11	8.081471e-20	0.1	4.505957e-11	1.83119e-20	0.1	4.505957e-11	1.039918e-13	0.1	4.505957e-11	1.031415e-12	0.1	4.505957e-11	1.123456e-12	0.1	4.505957e-11	8.59239e-13	0.1	4.505957e-11	7.529252e-13	0.1	4.505957e-11	6.98003e-13	0.1	4.505957e-11	7.548588e-12	0.1	4.505957e-11	1.133918e-09	0.1	4.505957e-11	6.441032e-08	0.1	4.505957e-11	1.555462e-07	0.1	4.505957e-11	1.414266e-07	0.1	4.505957e-11	1.450153e-07	0.1	4.505957e-11	1.981822e-07	0.1	4.505957e-11	1.579409e-07	0.1	4.505957e-11	1.039512e-07	0.1	4.505957e-11	6.316602e-08	0.1
8.511043e-11	8.154036416009999e-06	0.1	8.511043e-11	1.025671e-11	0.1	8.511043e-11	2.80964e-21	0.1	8.511043e-11	2.70121e-19	0.1	8.511043e-11	6.123698e-20	0.1	8.511043e-11	1.866284e-13	0.1	8.511043e-11	1.839951e-12	0.1	8.511043e-11	2.033533e-12	0.1	8.511043e-11	1.552507e-12	0.1	8.511043e-11	1.354676e-12	0.1	8.511043e-11	1.24802e-12	0.1	8.511043e-11	1.357612e-11	0.1	8.511043e-11	2.037287e-09	0.1	8.511043e-11	1.155051e-07	0.1	8.511043e-11	2.785134e-07	0.1	8.511043e-11	2.501201e-07	0.1	8.511043e-11	2.567336e-07	0.1	8.511043e-11	3.567991e-07	0.1	8.511043e-11	2.859031e-07	0.1	8.511043e-11	1.868823e-07	0.1	8.511043e-11	1.132975e-07	0.1
1.101422e-10	7.687893139062e-06	0.1	1.101422e-10	1.288067e-11	0.1	1.101422e-10	4.516925e-21	0.1	1.101422e-10	4.34475e-19	0.1	1.101422e-10	9.852637e-20	0.1	1.101422e-10	2.340584e-13	0.1	1.101422e-10	2.298806e-12	0.1	1.101422e-10	2.564202e-12	0.1	1.101422e-10	1.955469e-12	0.1	1.101422e-10	1.70174e-12	0.1	1.101422e-10	1.56152e-12	0.1	1.101422e-10	1.705002e-11	0.1	1.101422e-10	2.556999e-09	0.1	1.101422e-10	1.447997e-07	0.1	1.101422e-10	3.488493e-07	0.1	1.101422e-10	3.108921e-07	0.1	1.101422e-10	3.193194e-07	0.1	1.101422e-10	4.484251e-07	0.1	1.101422e-10	3.604536e-07	0.1	1.101422e-10	2.34642e-07	0.1	1.101422e-10	1.420048e-07	0.1
1.457325e-10	7.07687795961e-06	0.1	1.457325e-10	1.6344e-11	0.1	1.457325e-10	7.465142e-21	0.1	1.457325e-10	7.185504e-19	0.1	1.457325e-10	1.630168e-19	0.1	1.457325e-10	2.964093e-13	0.1	1.457325e-10	2.895323e-12	0.1	1.457325e-10	3.272707e-12	0.1	1.457325e-10	2.491843e-12	0.1	1.457325e-10	2.16023e-12	0.1	1.457325e-10	1.970843e-12	0.1	1.457325e-10	2.163603e-11	0.1	1.457325e-10	3.241926e-09	0.1	1.457325e-10	1.832808e-07	0.1	1.457325e-10	4.410672e-07	0.1	1.457325e-10	3.88848e-07	0.1	1.457325e-10	3.997554e-07	0.1	1.457325e-10	5.696918e-07	0.1	1.457325e-10	4.598232e-07	0.1	1.457325e-10	2.976412e-07	0.1	1.457325e-10	1.79618e-07	0.1
1.983547e-10	6.27300803733e-06	0.1	1.983547e-10	2.094651e-11	0.1	1.983547e-10	1.271503e-20	0.1	1.983547e-10	1.225067e-18	0.1	1.983547e-10	2.781065e-19	0.1	1.983547e-10	3.787356e-13	0.1	1.983547e-10	3.669281e-12	0.1	1.983547e-10	4.230962e-12	0.1	1.983547e-10	3.214005e-12	0.1	1.983547e-10	2.770389e-12	0.1	1.983547e-10	2.505586e-12	0.1	1.983547e-10	2.773262e-11	0.1	1.983547e-10	4.150164e-09	0.1	1.983547e-10	2.34057e-07	0.1	1.983547e-10	5.62475e-07	0.1	1.983547e-10	4.881244e-07	0.1	1.983547e-10	5.024934e-07	0.1	1.983547e-10	7.316183e-07	0.1	1.983547e-10	5.937081e-07	0.1	1.983547e-10	3.812836e-07	0.1	1.983547e-10	2.289382e-07	0.1
2.605717e-10	5.454813501547999e-06	0.1	2.605717e-10	2.569277e-11	0.1	2.605717e-10	1.99014e-20	0.1	2.605717e-10	1.919563e-18	0.1	2.605717e-10	4.36091e-19	0.1	2.605717e-10	4.628211e-13	0.1	2.605717e-10	4.439953e-12	0.1	2.605717e-10	5.243748e-12	0.1	2.605717e-10	3.972581e-12	0.1	2.605717e-10	3.400934e-12	0.1	2.605717e-10	3.043493e-12	0.1	2.605717e-10	3.402355e-11	0.1	2.605717e-10	5.084164e-09	0.1	2.605717e-10	2.859204e-07	0.1	2.605717e-10	6.862367e-07	0.1	2.605717e-10	5.847601e-07	0.1	2.605717e-10	6.029204e-07	0.1	2.605717e-10	8.999016e-07	0.1	2.605717e-10	7.341504e-07	0.1	2.605717e-10	4.67424e-07	0.1	2.605717e-10	2.78657e-07	0.1
3.338039e-10	4.644808001982e-06	0.1	3.338039e-10	3.046396e-11	0.1	3.338039e-10	2.918275e-20	0.1	3.338039e-10	2.818184e-18	0.1	3.338039e-10	6.407983e-19	0.1	3.338039e-10	5.462282e-13	0.1	3.338039e-10	5.178711e-12	0.1	3.338039e-10	6.294289e-12	0.1	3.338039e-10	4.753517e-12	0.1	3.338039e-10	4.036632e-12	0.1	3.338039e-10	3.566401e-12	0.1	3.338039e-10	4.035381e-11	0.1	3.338039e-10	6.020072e-09	0.1	3.338039e-10	3.374489e-07	0.1	3.338039e-10	8.091142e-07	0.1	3.338039e-10	6.752488e-07	0.1	3.338039e-10	6.974802e-07	0.1	3.338039e-10	1.071017e-06	0.1	3.338039e-10	8.779862e-07	0.1	3.338039e-10	5.538666e-07	0.1	3.338039e-10	3.268902e-07	0.1
4.235591e-10	3.834302212422e-06	0.1	4.235591e-10	3.532485e-11	0.1	4.235591e-10	4.107241e-20	0.1	4.235591e-10	3.971761e-18	0.1	4.235591e-10	9.040472e-19	0.1	4.235591e-10	6.295695e-13	0.1	4.235591e-10	5.882056e-12	0.1	4.235591e-10	7.409391e-12	0.1	4.235591e-10	5.574679e-12	0.1	4.235591e-10	4.686988e-12	0.1	4.235591e-10	4.074561e-12	0.1	4.235591e-10	4.681357e-11	0.1	4.235591e-10	6.970089e-09	0.1	4.235591e-10	3.891809e-07	0.1	4.235591e-10	9.327136e-07	0.1	4.235591e-10	7.595775e-07	0.1	4.235591e-10	7.862678e-07	0.1	4.235591e-10	1.248382e-06	0.1	4.235591e-10	1.027499e-06	0.1	4.235591e-10	6.417276e-07	0.1	4.235591e-10	3.732725e-07	0.1
