Batch	m_SP	7	W3	R	W4_L	P1	P2_L	P3	P4											
0.0001713615	0.9895608	0.1	0.0001713615	7.111043e-08	0.1	0.0001713615	6.668205099999999e-06	0.1	0.0001713615	0.004897347	0.1	0.0001713615	1.58705469e-06	0.1	0.0001713615	7.585521e-08	0.1	0.0001713615	1.17872e-05	0.1
0.0001918275	0.9882801	0.1	0.0001918275	7.952828e-08	0.1	0.0001918275	7.4609925e-06	0.1	0.0001918275	0.005529838	0.1	0.0001918275	1.7750083e-06	0.1	0.0001918275	8.483458e-08	0.1	0.0001918275	1.318223e-05	0.1
0.0002122934	0.9869988	0.1	0.0002122934	8.792961e-08	0.1	0.0002122934	8.252285799999999e-06	0.1	0.0002122934	0.006164324	0.1	0.0002122934	1.9625989099999997e-06	0.1	0.0002122934	9.379632e-08	0.1	0.0002122934	1.457451e-05	0.1
0.0002352328	0.9855627	0.1	0.0002352328	9.732675e-08	0.1	0.0002352328	9.1374258e-06	0.1	0.0002352328	0.006876831	0.1	0.0002352328	2.17243108e-06	0.1	0.0002352328	1.038203e-07	0.1	0.0002352328	1.613182e-05	0.1
0.0002598212	0.9840245	0.1	0.0002598212	1.073765e-07	0.1	0.0002598212	1.0084082999999999e-05	0.1	0.0002598212	0.007641189	0.1	0.0002598212	2.39684092e-06	0.1	0.0002598212	1.145404e-07	0.1	0.0002598212	1.779729e-05	0.1
0.0002844097	0.9824883	0.1	0.0002844097	1.174026e-07	0.1	0.0002844097	1.1028548299999999e-05	0.1	0.0002844097	0.008405472	0.1	0.0002844097	2.62072605e-06	0.1	0.0002844097	1.252353e-07	0.1	0.0002844097	1.945884e-05	0.1
0.0003111031	0.9808232	0.1	0.0003111031	1.282604e-07	0.1	0.0003111031	1.20513875e-05	0.1	0.0003111031	0.0092345	0.1	0.0003111031	2.8631861000000004e-06	0.1	0.0003111031	1.368174e-07	0.1	0.0003111031	2.125822e-05	0.1
0.000340954	0.9789651	0.1	0.000340954	1.403699e-07	0.1	0.000340954	1.3192154999999999e-05	0.1	0.000340954	0.01016021	0.1	0.000340954	3.13359853e-06	0.1	0.000340954	1.497346e-07	0.1	0.000340954	2.326502e-05	0.1
0.0003708049	0.9771115	0.1	0.0003708049	1.52445e-07	0.1	0.0003708049	1.4329702e-05	0.1	0.0003708049	0.01108407	0.1	0.0003708049	3.40324466e-06	0.1	0.0003708049	1.626152e-07	0.1	0.0003708049	2.526613e-05	0.1
0.0004054809	0.9749642	0.1	0.0004054809	1.66429e-07	0.1	0.0004054809	1.5647092e-05	0.1	0.0004054809	0.01215458	0.1	0.0004054809	3.71551995e-06	0.1	0.0004054809	1.77532e-07	0.1	0.0004054809	2.758359e-05	0.1
0.0004413632	0.9727493	0.1	0.0004413632	1.808512e-07	0.1	0.0004413632	1.7005764e-05	0.1	0.0004413632	0.01325906	0.1	0.0004413632	4.03758008e-06	0.1	0.0004413632	1.929162e-07	0.1	0.0004413632	2.997366e-05	0.1
0.000481834	0.9702598	0.1	0.000481834	1.970589e-07	0.1	0.000481834	1.8532652e-05	0.1	0.000481834	0.01450058	0.1	0.000481834	4.39951457e-06	0.1	0.000481834	2.10205e-07	0.1	0.000481834	3.265963e-05	0.1
0.0005253638	0.9675925	0.1	0.0005253638	2.144226e-07	0.1	0.0005253638	2.016846e-05	0.1	0.0005253638	0.01583086	0.1	0.0005253638	4.78726433e-06	0.1	0.0005253638	2.28727e-07	0.1	0.0005253638	3.553719e-05	0.1
0.0005748892	0.9645711	0.1	0.0005748892	2.340915e-07	0.1	0.0005748892	2.2021425e-05	0.1	0.0005748892	0.01733786	0.1	0.0005748892	5.2264899799999995e-06	0.1	0.0005748892	2.497079e-07	0.1	0.0005748892	3.879675e-05	0.1
0.0006284117	0.9613215	0.1	0.0006284117	2.55245e-07	0.1	0.0006284117	2.4014259e-05	0.1	0.0006284117	0.0189587	0.1	0.0006284117	5.69887029e-06	0.1	0.0006284117	2.722725e-07	0.1	0.0006284117	4.230236e-05	0.1
0.0006921274	0.9574742	0.1	0.0006921274	2.80289e-07	0.1	0.0006921274	2.6373614000000003e-05	0.1	0.0006921274	0.02087768	0.1	0.0006921274	6.25812747e-06	0.1	0.0006921274	2.98987e-07	0.1	0.0006921274	4.64527e-05	0.1
0.0007645947	0.9531262	0.1	0.0007645947	3.085919e-07	0.1	0.0007645947	2.9039969999999998e-05	0.1	0.0007645947	0.02304639	0.1	0.0007645947	6.89016094e-06	0.1	0.0007645947	3.291779e-07	0.1	0.0007645947	5.114311e-05	0.1
0.0008463669	0.9482551	0.1	0.0008463669	3.402999e-07	0.1	0.0008463669	3.202713e-05	0.1	0.0008463669	0.02547604	0.1	0.0008463669	7.59823302e-06	0.1	0.0008463669	3.63001e-07	0.1	0.0008463669	5.639782e-05	0.1
0.0009511961	0.9420644	0.1	0.0009511961	3.805974e-07	0.1	0.0009511961	3.5823484e-05	0.1	0.0009511961	0.02856386	0.1	0.0009511961	8.49811615e-06	0.1	0.0009511961	4.059864e-07	0.1	0.0009511961	6.3076e-05	0.1
0.001079644	0.9345605	0.1	0.001079644	4.294439e-07	0.1	0.001079644	4.0425225e-05	0.1	0.001079644	0.03230676	0.1	0.001079644	9.5889096e-06	0.1	0.001079644	4.580913e-07	0.1	0.001079644	7.117094e-05	0.1
0.00123832	0.9254123	0.1	0.00123832	4.889929e-07	0.1	0.00123832	4.6035231e-05	0.1	0.00123832	0.03686974	0.1	0.00123832	1.0918702500000001e-05	0.1	0.00123832	5.216125e-07	0.1	0.00123832	8.103951e-05	0.1
0.001454922	0.9131371	0.1	0.001454922	5.688976e-07	0.1	0.001454922	5.3562907e-05	0.1	0.001454922	0.0429925	0.1	0.001454922	1.27030561e-05	0.1	0.001454922	6.068472e-07	0.1	0.001454922	9.428148e-05	0.1
0.001844805	0.8916395	0.1	0.001844805	7.088345e-07	0.1	0.001844805	6.6746109e-05	0.1	0.001844805	0.05371526	0.1	0.001844805	1.58279823e-05	0.1	0.001844805	7.561185e-07	0.1	0.001844805	0.0001174721	0.1
0.00253793	0.8552169	0.1	0.00253793	9.45924e-07	0.1	0.00253793	8.908188500000001e-05	0.1	0.00253793	0.07188241	0.1	0.00253793	2.11224388e-05	0.1	0.00253793	1.009023e-06	0.1	0.00253793	0.000156763	0.1
0.003605048	0.8032502	0.1	0.003605048	1.284197e-06	0.1	0.003605048	0.00012095000899999999	0.1	0.003605048	0.09780285	0.1	0.003605048	2.8676429599999998e-05	0.1	0.003605048	1.369861e-06	0.1	0.003605048	0.0002128224	0.1
0.00514712	0.7358645	0.1	0.00514712	1.722839e-06	0.1	0.00514712	0.00016227361	0.1	0.00514712	0.1314141	0.1	0.00514712	3.8471737399999994e-05	0.1	0.00514712	1.837762e-06	0.1	0.00514712	0.0002855148	0.1
0.007384751	0.6515731	0.1	0.007384751	2.271527e-06	0.1	0.007384751	0.00021396448	0.1	0.007384751	0.1734577	0.1	0.007384751	5.0724500499999997e-05	0.1	0.007384751	2.42305e-06	0.1	0.007384751	0.0003764445	0.1
0.01024159	0.5623117	0.1	0.01024159	2.852566e-06	0.1	0.01024159	0.00026870318	0.1	0.01024159	0.2179802	0.1	0.01024159	6.369970909999999e-05	0.1	0.01024159	3.042847e-06	0.1	0.01024159	0.0004727355	0.1
0.01351125	0.4793692	0.1	0.01351125	3.392474e-06	0.1	0.01351125	0.00031956694	0.1	0.01351125	0.2593511	0.1	0.01351125	7.575640110000001e-05	0.1	0.01351125	3.618769e-06	0.1	0.01351125	0.0005622101	0.1
0.0167809	0.4118851	0.1	0.0167809	3.831755e-06	0.1	0.0167809	0.00036095098	0.1	0.0167809	0.2930113	0.1	0.0167809	8.556601359999999e-05	0.1	0.0167809	4.087353e-06	0.1	0.0167809	0.0006350087	0.1
0.02044536	0.3501268	0.1	0.02044536	4.233766e-06	0.1	0.02044536	0.00039882365000000003	0.1	0.02044536	0.3238157	0.1	0.02044536	9.4543322e-05	0.1	0.02044536	4.51618e-06	0.1	0.02044536	0.0007016307	0.1
0.02437304	0.2963225	0.1	0.02437304	4.584001e-06	0.1	0.02437304	0.00043181852999999993	0.1	0.02437304	0.3506527	0.1	0.02437304	0.00010236441199999999	0.1	0.02437304	4.889777e-06	0.1	0.02437304	0.0007596723	0.1
0.02830071	0.2523311	0.1	0.02830071	4.870359e-06	0.1	0.02830071	0.00045879594	0.1	0.02830071	0.3725951	0.1	0.02830071	0.00010875909199999999	0.1	0.02830071	5.195237e-06	0.1	0.02830071	0.0008071282	0.1
0.03222838	0.215958	0.1	0.03222838	5.107127e-06	0.1	0.03222838	0.00048110135999999997	0.1	0.03222838	0.3907376	0.1	0.03222838	0.00011404639	0.1	0.03222838	5.447798e-06	0.1	0.03222838	0.0008463658	0.1
0.03615605	0.1856048	0.1	0.03615605	5.304709e-06	0.1	0.03615605	0.00049971513	0.1	0.03615605	0.4058774	0.1	0.03615605	0.00011845852200000001	0.1	0.03615605	5.65856e-06	0.1	0.03615605	0.0008791094	0.1
0.04008373	0.1600791	0.1	0.04008373	5.470866e-06	0.1	0.04008373	0.00051536849	0.1	0.04008373	0.4186093	0.1	0.04008373	0.000122169063	0.1	0.04008373	5.8358e-06	0.1	0.04008373	0.0009066453	0.1
0.0440114	0.1384737	0.1	0.0440114	5.611504e-06	0.1	0.0440114	0.00052861786	0.1	0.0440114	0.4293859	0.1	0.0440114	0.000125309639	0.1	0.0440114	5.98582e-06	0.1	0.0440114	0.0009299522	0.1
0.04793907	0.1200861	0.1	0.04793907	5.731197e-06	0.1	0.04793907	0.00053989383	0.1	0.04793907	0.4385574	0.1	0.04793907	0.000127982454	0.1	0.04793907	6.113497e-06	0.1	0.04793907	0.0009497879	0.1
0.05186675	0.1043638	0.1	0.05186675	5.83354e-06	0.1	0.05186675	0.00054953548	0.1	0.05186675	0.4463995	0.1	0.05186675	0.000130267879	0.1	0.05186675	6.222667e-06	0.1	0.05186675	0.0009667484	0.1
0.05579442	0.09086686	0.1	0.05579442	5.921397e-06	0.1	0.05579442	0.0005578122799999999	0.1	0.05579442	0.4531316	0.1	0.05579442	0.000132229803	0.1	0.05579442	6.316384e-06	0.1	0.05579442	0.0009813083	0.1
0.05972209	0.07924061	0.1	0.05972209	5.997077e-06	0.1	0.05972209	0.00056494202	0.1	0.05972209	0.4589307	0.1	0.05972209	0.00013391988600000001	0.1	0.05972209	6.397113e-06	0.1	0.05972209	0.0009938501	0.1
0.06364976	0.06919622	0.1	0.06364976	6.06246e-06	0.1	0.06364976	0.00057110161	0.1	0.06364976	0.4639407	0.1	0.06364976	0.00013537998199999999	0.1	0.06364976	6.466857e-06	0.1	0.06364976	0.001004686	0.1
0.06757744	0.06049638	0.1	0.06757744	6.119091e-06	0.1	0.06757744	0.00057643668	0.1	0.06757744	0.4682801	0.1	0.06757744	0.000136644563	0.1	0.06757744	6.527265e-06	0.1	0.06757744	0.001014071	0.1
0.07150511	0.05294448	0.1	0.07150511	6.16825e-06	0.1	0.07150511	0.0005810678599999999	0.1	0.07150511	0.4720469	0.1	0.07150511	0.000137742338	0.1	0.07150511	6.579703e-06	0.1	0.07150511	0.001022217	0.1
0.07543278	0.0463765	0.1	0.07543278	6.211003e-06	0.1	0.07543278	0.0005850956000000001	0.1	0.07543278	0.4753229	0.1	0.07543278	0.00013869706700000002	0.1	0.07543278	6.625309e-06	0.1	0.07543278	0.001029302	0.1
0.07936045	0.04065475	0.1	0.07936045	6.248249e-06	0.1	0.07936045	0.00058860438	0.1	0.07936045	0.4781769	0.1	0.07936045	0.000139528765	0.1	0.07936045	6.665038e-06	0.1	0.07936045	0.001035475	0.1
0.08328813	0.03566297	0.1	0.08328813	6.280742e-06	0.1	0.08328813	0.0005916655599999999	0.1	0.08328813	0.4806667	0.1	0.08328813	0.000140254415	0.1	0.08328813	6.699699e-06	0.1	0.08328813	0.00104086	0.1
0.0872158	0.03130253	0.1	0.0872158	6.309126e-06	0.1	0.0872158	0.0005943395	0.1	0.0872158	0.4828417	0.1	0.0872158	0.000140888272	0.1	0.0872158	6.729977e-06	0.1	0.0872158	0.001045563	0.1
0.09114347	0.02748938	0.1	0.09114347	6.333948e-06	0.1	0.09114347	0.0005966778899999999	0.1	0.09114347	0.4847436	0.1	0.09114347	0.000141442568	0.1	0.09114347	6.756454e-06	0.1	0.09114347	0.001049677	0.1
0.09507115	0.02415161	0.1	0.09507115	6.355675e-06	0.1	0.09507115	0.00059872472	0.1	0.09507115	0.4864085	0.1	0.09507115	0.000141927717	0.1	0.09507115	6.77963e-06	0.1	0.09507115	0.001053278	0.1
0.09899882	0.02122747	0.1	0.09899882	6.374709e-06	0.1	0.09899882	0.00060051799	0.1	0.09899882	0.487867	0.1	0.09899882	0.00014235281500000002	0.1	0.09899882	6.799934e-06	0.1	0.09899882	0.001056432	0.1
0.1029265	0.01866382	0.1	0.1029265	6.391397e-06	0.1	0.1029265	0.00060209006	0.1	0.1029265	0.4891457	0.1	0.1029265	0.000142725447	0.1	0.1029265	6.817735e-06	0.1	0.1029265	0.001059198	0.1
0.1068542	0.01641476	0.1	0.1068542	6.406037e-06	0.1	0.1068542	0.00060346927	0.1	0.1068542	0.4902675	0.1	0.1068542	0.000143052383	0.1	0.1068542	6.833352e-06	0.1	0.1068542	0.001061624	0.1
0.1107818	0.01444056	0.1	0.1107818	6.418888e-06	0.1	0.1107818	0.00060467995	0.1	0.1107818	0.4912522	0.1	0.1107818	0.000143339288	0.1	0.1107818	6.84706e-06	0.1	0.1107818	0.001063753	0.1
0.1147095	0.01270676	0.1	0.1147095	6.430174e-06	0.1	0.1147095	0.00060574326	0.1	0.1147095	0.492117	0.1	0.1147095	0.000143591314	0.1	0.1147095	6.859099e-06	0.1	0.1147095	0.001065624	0.1
0.1186372	0.01118342	0.1	0.1186372	6.44009e-06	0.1	0.1186372	0.00060667737	0.1	0.1186372	0.4928768	0.1	0.1186372	0.00014381281	0.1	0.1186372	6.869676e-06	0.1	0.1186372	0.001067267	0.1
