Batch	m_SP	7	P2_L	R	W4_L	W3	P1	P3	P4											
1.35299e-11	9.719863598839999e-06	0.1	1.35299e-11	2.487077e-10	0.1	1.35299e-11	2.5849197e-07	0.1	1.35299e-11	4.20472e-12	0.1	1.35299e-11	2.955311e-09	0.1	1.35299e-11	2.527102e-10	0.1	1.35299e-11	1.632624e-15	0.1
2.895993e-11	9.428557325082001e-06	0.1	2.895993e-11	5.243717e-10	0.1	2.895993e-11	5.4499094e-07	0.1	2.895993e-11	8.864307e-12	0.1	2.895993e-11	6.225765e-09	0.1	2.895993e-11	5.328105e-10	0.1	2.895993e-11	3.4422e-15	0.1
6.468467e-11	8.787196852548e-06	0.1	6.468467e-11	1.131357e-09	0.1	6.468467e-11	1.1757956800000002e-06	0.1	6.468467e-11	1.9121e-11	0.1	6.468467e-11	1.340748e-08	0.1	6.468467e-11	1.149564e-09	0.1	6.468467e-11	7.426712e-15	0.1
1.289892e-10	7.74076618158e-06	0.1	1.289892e-10	2.121898e-09	0.1	1.289892e-10	2.20509326e-06	0.1	1.289892e-10	3.584899e-11	0.1	1.289892e-10	2.506794e-08	0.1	1.289892e-10	2.156047e-09	0.1	1.289892e-10	1.392905e-14	0.1
2.097504e-10	6.6013449604602e-06	0.1	2.097504e-10	3.200752e-09	0.1	2.097504e-10	3.3259898000000003e-06	0.1	2.097504e-10	5.405367e-11	0.1	2.097504e-10	3.768004e-08	0.1	2.097504e-10	3.252264e-09	0.1	2.097504e-10	2.101111e-14	0.1
2.967194e-10	5.561268622402999e-06	0.1	2.967194e-10	4.185822e-09	0.1	2.967194e-10	4.3492833e-06	0.1	2.967194e-10	7.066157e-11	0.1	2.967194e-10	4.911053e-08	0.1	2.967194e-10	4.253189e-09	0.1	2.967194e-10	2.747754e-14	0.1
3.978508e-10	4.5561730647162e-06	0.1	3.978508e-10	5.138036e-09	0.1	3.978508e-10	5.338284e-06	0.1	3.978508e-10	8.670162e-11	0.1	3.978508e-10	6.007658e-08	0.1	3.978508e-10	5.22073e-09	0.1	3.978508e-10	3.372829e-14	0.1
5.084237e-10	3.663995212215914e-06	0.1	5.084237e-10	5.983518e-09	0.1	5.084237e-10	6.2162866e-06	0.1	5.084237e-10	1.009313e-10	0.1	5.084237e-10	6.97392e-08	0.1	5.084237e-10	6.07982e-09	0.1	5.084237e-10	3.92784e-14	0.1
6.189967e-10	2.946590322344045e-06	0.1	6.189967e-10	6.663557e-09	0.1	6.189967e-10	6.9223757999999995e-06	0.1	6.189967e-10	1.123673e-10	0.1	6.189967e-10	7.745574e-08	0.1	6.189967e-10	6.770805e-09	0.1	6.189967e-10	4.374247e-14	0.1
7.295696e-10	2.3697008480555523e-06	0.1	7.295696e-10	7.210529e-09	0.1	7.295696e-10	7.4902259e-06	0.1	7.295696e-10	1.215591e-10	0.1	7.295696e-10	8.362317e-08	0.1	7.295696e-10	7.326582e-09	0.1	7.295696e-10	4.733303e-14	0.1
8.446968e-10	1.8887655550492479e-06	0.1	8.446968e-10	7.66662e-09	0.1	8.446968e-10	7.9636687e-06	0.1	8.446968e-10	1.292186e-10	0.1	8.446968e-10	8.873662e-08	0.1	8.446968e-10	7.790014e-09	0.1	8.446968e-10	5.032701e-14	0.1
9.780414e-10	1.4523893263877478e-06	0.1	9.780414e-10	8.080536e-09	0.1	9.780414e-10	8.393283e-06	0.1	9.780414e-10	1.361657e-10	0.1	9.780414e-10	9.335189e-08	0.1	9.780414e-10	8.210594e-09	0.1	9.780414e-10	5.304414e-14	0.1
1.111386e-09	1.1168543207769231e-06	0.1	1.111386e-09	8.398862e-09	0.1	1.111386e-09	8.7236465e-06	0.1	1.111386e-09	1.415054e-10	0.1	1.111386e-09	9.68831e-08	0.1	1.111386e-09	8.534043e-09	0.1	1.111386e-09	5.513377e-14	0.1
1.24473e-09	8.588497367733e-07	0.1	1.24473e-09	8.643673e-09	0.1	1.24473e-09	8.977692599999998e-06	0.1	1.24473e-09	1.456099e-10	0.1	1.24473e-09	9.958681e-08	0.1	1.24473e-09	8.782795e-09	0.1	1.24473e-09	5.674082e-14	0.1
1.378075e-09	6.60456513557241e-07	0.1	1.378075e-09	8.831947e-09	0.1	1.378075e-09	9.1730536e-06	0.1	1.378075e-09	1.487651e-10	0.1	1.378075e-09	1.016582e-07	0.1	1.378075e-09	8.9741e-09	0.1	1.378075e-09	5.797673e-14	0.1
1.53338e-09	4.863975552126268e-07	0.1	1.53338e-09	8.997149e-09	0.1	1.53338e-09	9.3444614e-06	0.1	1.53338e-09	1.515327e-10	0.1	1.53338e-09	1.034694e-07	0.1	1.53338e-09	9.141962e-09	0.1	1.53338e-09	5.906119e-14	0.1
1.694175e-09	3.543631661571911e-07	0.1	1.694175e-09	9.12248e-09	0.1	1.694175e-09	9.4744922e-06	0.1	1.694175e-09	1.536316e-10	0.1	1.694175e-09	1.048391e-07	0.1	1.694175e-09	9.269311e-09	0.1	1.694175e-09	5.988392e-14	0.1
1.85497e-09	2.581731856146625e-07	0.1	1.85497e-09	9.213795e-09	0.1	1.85497e-09	9.569226000000001e-06	0.1	1.85497e-09	1.551603e-10	0.1	1.85497e-09	1.058342e-07	0.1	1.85497e-09	9.362096e-09	0.1	1.85497e-09	6.048335e-14	0.1
2.022263e-09	1.857038512775616e-07	0.1	2.022263e-09	9.282598e-09	0.1	2.022263e-09	9.6406009e-06	0.1	2.022263e-09	1.563119e-10	0.1	2.022263e-09	1.065822e-07	0.1	2.022263e-09	9.432006e-09	0.1	2.022263e-09	6.0935e-14	0.1
2.215544e-09	1.269130909955958e-07	0.1	2.215544e-09	9.338418e-09	0.1	2.215544e-09	9.698507e-06	0.1	2.215544e-09	1.572459e-10	0.1	2.215544e-09	1.071879e-07	0.1	2.215544e-09	9.488725e-09	0.1	2.215544e-09	6.130143e-14	0.1
