Batch	m_SP	7	W4_L	R	W3	P1	P2_L	P3	P4											
0.0001268409	0.98943147	0.1	0.0001268409	0.0001456303	0.1	0.0001268409	2.794261e-06	0.1	0.0001268409	0.002109141	0.1	0.0001268409	0.00162406053	0.1	0.0001268409	0.0001486586	0.1	0.0001268409	2.495229e-11	0.1
0.0001410813	0.9883189699999999	0.1	0.0001410813	0.0001618448	0.1	0.0001410813	3.113153e-06	0.1	0.0001410813	0.002441359	0.1	0.0001410813	0.00180488419	0.1	0.0001410813	0.0001652102	0.1	0.0001410813	2.773299e-11	0.1
0.0001553217	0.9872028	0.1	0.0001553217	0.0001780312	0.1	0.0001553217	3.431715e-06	0.1	0.0001553217	0.002778616	0.1	0.0001553217	0.00198539628	0.1	0.0001553217	0.0001817332	0.1	0.0001553217	3.050892e-11	0.1
0.0001695621	0.9860843	0.1	0.0001695621	0.0001941895	0.1	0.0001695621	3.749891e-06	0.1	0.0001695621	0.003119505	0.1	0.0001695621	0.00216559482	0.1	0.0001695621	0.0001982275	0.1	0.0001695621	3.328009e-11	0.1
0.0001843782	0.98491939	0.1	0.0001843782	0.0002109714	0.1	0.0001843782	4.080477e-06	0.1	0.0001843782	0.003476895	0.1	0.0001843782	0.0023527468300000003	0.1	0.0001843782	0.0002153583	0.1	0.0001843782	3.615822e-11	0.1
0.0002014968	0.98357285	0.1	0.0002014968	0.0002303238	0.1	0.0002014968	4.461824e-06	0.1	0.0002014968	0.00389215	0.1	0.0002014968	0.0025685668399999997	0.1	0.0002014968	0.0002351132	0.1	0.0002014968	3.947725e-11	0.1
0.0002186155	0.98222682	0.1	0.0002186155	0.0002496362	0.1	0.0002186155	4.842476e-06	0.1	0.0002186155	0.004308955	0.1	0.0002186155	0.00278393892	0.1	0.0002186155	0.0002548271	0.1	0.0002186155	4.278943e-11	0.1
0.0002357341	0.9808817	0.1	0.0002357341	0.0002689086	0.1	0.0002357341	5.22241e-06	0.1	0.0002357341	0.004726607	0.1	0.0002357341	0.0029988670899999998	0.1	0.0002357341	0.0002745003	0.1	0.0002357341	4.609478e-11	0.1
0.0002563225	0.97926612	0.1	0.0002563225	0.0002920347	0.1	0.0002563225	5.678375e-06	0.1	0.0002563225	0.005229341	0.1	0.0002563225	0.00325677134	0.1	0.0002563225	0.0002981074	0.1	0.0002563225	5.006107e-11	0.1
0.0002769109	0.97765338	0.1	0.0002769109	0.0003151036	0.1	0.0002769109	6.133258e-06	0.1	0.0002769109	0.00573199	0.1	0.0002769109	0.00351403725	0.1	0.0002769109	0.000321656	0.1	0.0002769109	5.401757e-11	0.1
0.0002983622	0.9759764400000001	0.1	0.0002983622	0.0003390788	0.1	0.0002983622	6.606044e-06	0.1	0.0002983622	0.006255199	0.1	0.0002983622	0.00378141063	0.1	0.0002983622	0.0003461297	0.1	0.0002983622	5.812951e-11	0.1
0.0003232652	0.97403452	0.1	0.0003232652	0.0003668346	0.1	0.0003232652	7.153408e-06	0.1	0.0003232652	0.006861575	0.1	0.0003232652	0.004090944599999999	0.1	0.0003232652	0.0003744627	0.1	0.0003232652	6.288986e-11	0.1
0.0003481682	0.9720978	0.1	0.0003481682	0.0003945079	0.1	0.0003481682	7.699162e-06	0.1	0.0003481682	0.007466591	0.1	0.0003481682	0.0043995582299999995	0.1	0.0003481682	0.0004027113	0.1	0.0003481682	6.763605e-11	0.1
0.0003780609	0.9697804	0.1	0.0003780609	0.0004276174	0.1	0.0003780609	8.352141e-06	0.1	0.0003780609	0.008190805	0.1	0.0003780609	0.00476879831	0.1	0.0003780609	0.0004365093	0.1	0.0003780609	7.331462e-11	0.1
0.0004079536	0.9674708399999999	0.1	0.0004079536	0.0004606092	0.1	0.0004079536	9.002805e-06	0.1	0.0004079536	0.008912657	0.1	0.0004079536	0.00513672507	0.1	0.0004079536	0.0004701871	0.1	0.0004079536	7.897299e-11	0.1
0.0004442927	0.96467437	0.1	0.0004442927	0.0005005579	0.1	0.0004442927	9.790681e-06	0.1	0.0004442927	0.009786879	0.1	0.0004442927	0.00558223639	0.1	0.0004442927	0.0005109666	0.1	0.0004442927	8.582455e-11	0.1
0.0004822453	0.9617663799999999	0.1	0.0004822453	0.0005420968	0.1	0.0004822453	1.060992e-05	0.1	0.0004822453	0.01069599	0.1	0.0004822453	0.0060454806	0.1	0.0004822453	0.0005533692	0.1	0.0004822453	9.294883e-11	0.1
0.0005266518	0.9583803399999999	0.1	0.0005266518	0.000590463	0.1	0.0005266518	1.156382e-05	0.1	0.0005266518	0.01175457	0.1	0.0005266518	0.0065848647	0.1	0.0005266518	0.0006027412	0.1	0.0005266518	1.012441e-10	0.1
0.0005786907	0.95443494	0.1	0.0005786907	0.00064682	0.1	0.0005786907	1.267531e-05	0.1	0.0005786907	0.01298808	0.1	0.0005786907	0.007213362	0.1	0.0005786907	0.0006602701	0.1	0.0005786907	1.109098e-10	0.1
0.0006381679	0.9499550199999999	0.1	0.0006381679	0.0007108108	0.1	0.0006381679	1.393735e-05	0.1	0.0006381679	0.01438868	0.1	0.0006381679	0.007926992	0.1	0.0006381679	0.0007255915	0.1	0.0006381679	1.218848e-10	0.1
0.0007059406	0.94488838	0.1	0.0007059406	0.0007831834	0.1	0.0007059406	1.536471e-05	0.1	0.0007059406	0.01597274	0.1	0.0007059406	0.0087340966	0.1	0.0007059406	0.0007994691	0.1	0.0007059406	1.342973e-10	0.1
0.0007962566	0.9381985100000001	0.1	0.0007962566	0.0008787414	0.1	0.0007962566	1.724934e-05	0.1	0.0007962566	0.01806429	0.1	0.0007962566	0.009799766199999999	0.1	0.0007962566	0.0008970141	0.1	0.0007962566	1.506863e-10	0.1
0.0009102113	0.92985765	0.1	0.0009102113	0.0009978842	0.1	0.0009102113	1.959911e-05	0.1	0.0009102113	0.02067204	0.1	0.0009102113	0.0111284529	0.1	0.0009102113	0.001018634	0.1	0.0009102113	1.711203e-10	0.1
0.001061059	0.9189842799999999	0.1	0.001061059	0.0011532	0.1	0.001061059	2.266231e-05	0.1	0.001061059	0.02407155	0.1	0.001061059	0.0128605473	0.1	0.001061059	0.00117718	0.1	0.001061059	1.977584e-10	0.1
0.00129644	0.90238946	0.1	0.00129644	0.001390242	0.1	0.00129644	2.733734e-05	0.1	0.00129644	0.02925985	0.1	0.00129644	0.015504064500000001	0.1	0.00129644	0.001419151	0.1	0.00129644	2.384132e-10	0.1
0.001767203	0.87049752	0.1	0.001767203	0.001845788	0.1	0.001767203	3.632176e-05	0.1	0.001767203	0.03923069	0.1	0.001767203	0.0205843378	0.1	0.001767203	0.001884169	0.1	0.001767203	3.165432e-10	0.1
0.002614576	0.8171090599999999	0.1	0.002614576	0.002608392	0.1	0.002614576	5.13621e-05	0.1	0.002614576	0.05592233	0.1	0.002614576	0.0290889626	0.1	0.002614576	0.002662632	0.1	0.002614576	4.473366e-10	0.1
