Batch	m_SP	8	W1_L	R	P1	P2	P3	P4	P5	P6													
0.0	1.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
5.487841e-13	0.9999999930000001	0.1	5.487841e-13	0.0	0.1	5.487841e-13	0.0	0.1	5.487841e-13	0.0	0.1	5.487841e-13	0.0	0.1	5.487841e-13	0.0	0.1	5.487841e-13	0.0	0.1	5.487841e-13	0.0	0.1
1.606958e-10	1.000000054	0.1	1.606958e-10	0.0	0.1	1.606958e-10	0.0	0.1	1.606958e-10	0.0	0.1	1.606958e-10	0.0	0.1	1.606958e-10	0.0	0.1	1.606958e-10	0.0	0.1	1.606958e-10	0.0	0.1
9.0684e-10	0.999999986	0.1	9.0684e-10	0.0	0.1	9.0684e-10	0.0	0.1	9.0684e-10	0.0	0.1	9.0684e-10	0.0	0.1	9.0684e-10	0.0	0.1	9.0684e-10	0.0	0.1	9.0684e-10	0.0	0.1
1.992337e-09	0.999999944	0.1	1.992337e-09	0.0	0.1	1.992337e-09	0.0	0.1	1.992337e-09	0.0	0.1	1.992337e-09	0.0	0.1	1.992337e-09	0.0	0.1	1.992337e-09	0.0	0.1	1.992337e-09	0.0	0.1
4.14597e-09	1.0000000020000002	0.1	4.14597e-09	0.0	0.1	4.14597e-09	0.0	0.1	4.14597e-09	0.0	0.1	4.14597e-09	0.0	0.1	4.14597e-09	0.0	0.1	4.14597e-09	0.0	0.1	4.14597e-09	0.0	0.1
6.672219e-09	0.999999987	0.1	6.672219e-09	0.0	0.1	6.672219e-09	0.0	0.1	6.672219e-09	0.0	0.1	6.672219e-09	0.0	0.1	6.672219e-09	0.0	0.1	6.672219e-09	0.0	0.1	6.672219e-09	0.0	0.1
9.591185e-09	1.000000007	0.1	9.591185e-09	0.0	0.1	9.591185e-09	0.0	0.1	9.591185e-09	0.0	0.1	9.591185e-09	0.0	0.1	9.591185e-09	0.0	0.1	9.591185e-09	0.0	0.1	9.591185e-09	0.0	0.1
1.37084e-08	1.0000000210000002	0.1	1.37084e-08	0.0	0.1	1.37084e-08	0.0	0.1	1.37084e-08	0.0	0.1	1.37084e-08	0.0	0.1	1.37084e-08	0.0	0.1	1.37084e-08	0.0	0.1	1.37084e-08	0.0	0.1
1.885669e-08	0.999999994	0.1	1.885669e-08	0.0	0.1	1.885669e-08	0.0	0.1	1.885669e-08	0.0	0.1	1.885669e-08	0.0	0.1	1.885669e-08	0.0	0.1	1.885669e-08	0.0	0.1	1.885669e-08	0.0	0.1
2.426274e-08	0.9999999180000001	0.1	2.426274e-08	0.0	0.1	2.426274e-08	0.0	0.1	2.426274e-08	0.0	0.1	2.426274e-08	0.0	0.1	2.426274e-08	0.0	0.1	2.426274e-08	0.0	0.1	2.426274e-08	0.0	0.1
3.090441e-08	1.000000061	0.1	3.090441e-08	0.0	0.1	3.090441e-08	0.0	0.1	3.090441e-08	0.0	0.1	3.090441e-08	0.0	0.1	3.090441e-08	0.0	0.1	3.090441e-08	0.0	0.1	3.090441e-08	0.0	0.1
3.846369e-08	0.999999965	0.1	3.846369e-08	0.0	0.1	3.846369e-08	0.0	0.1	3.846369e-08	0.0	0.1	3.846369e-08	0.0	0.1	3.846369e-08	0.0	0.1	3.846369e-08	0.0	0.1	3.846369e-08	0.0	0.1
4.693604e-08	0.9999999440000001	0.1	4.693604e-08	0.0	0.1	4.693604e-08	0.0	0.1	4.693604e-08	0.0	0.1	4.693604e-08	0.0	0.1	4.693604e-08	0.0	0.1	4.693604e-08	0.0	0.1	4.693604e-08	0.0	0.1
5.923583e-08	1.000000089	0.1	5.923583e-08	0.0	0.1	5.923583e-08	0.0	0.1	5.923583e-08	0.0	0.1	5.923583e-08	0.0	0.1	5.923583e-08	0.0	0.1	5.923583e-08	0.0	0.1	5.923583e-08	0.0	0.1
7.587225e-08	1.000000054	0.1	7.587225e-08	0.0	0.1	7.587225e-08	0.0	0.1	7.587225e-08	0.0	0.1	7.587225e-08	0.0	0.1	7.587225e-08	0.0	0.1	7.587225e-08	0.0	0.1	7.587225e-08	0.0	0.1
9.772761e-08	1.000000006	0.1	9.772761e-08	0.0	0.1	9.772761e-08	0.0	0.1	9.772761e-08	0.0	0.1	9.772761e-08	0.0	0.1	9.772761e-08	0.0	0.1	9.772761e-08	0.0	0.1	9.772761e-08	0.0	0.1
1.288945e-07	0.9999999389999998	0.1	1.288945e-07	0.0	0.1	1.288945e-07	0.0	0.1	1.288945e-07	0.0	0.1	1.288945e-07	0.0	0.1	1.288945e-07	0.0	0.1	1.288945e-07	0.0	0.1	1.288945e-07	0.0	0.1
1.762935e-07	0.999999938	0.1	1.762935e-07	0.0	0.1	1.762935e-07	0.0	0.1	1.762935e-07	0.0	0.1	1.762935e-07	0.0	0.1	1.762935e-07	0.0	0.1	1.762935e-07	0.0	0.1	1.762935e-07	0.0	0.1
2.386788e-07	0.999999958	0.1	2.386788e-07	0.0	0.1	2.386788e-07	0.0	0.1	2.386788e-07	0.0	0.1	2.386788e-07	0.0	0.1	2.386788e-07	0.0	0.1	2.386788e-07	0.0	0.1	2.386788e-07	0.0	0.1
3.174566e-07	1.000000102	0.1	3.174566e-07	0.0	0.1	3.174566e-07	0.0	0.1	3.174566e-07	0.0	0.1	3.174566e-07	0.0	0.1	3.174566e-07	0.0	0.1	3.174566e-07	0.0	0.1	3.174566e-07	0.0	0.1
3.962344e-07	0.9999999390000001	0.1	3.962344e-07	0.0	0.1	3.962344e-07	0.0	0.1	3.962344e-07	0.0	0.1	3.962344e-07	0.0	0.1	3.962344e-07	0.0	0.1	3.962344e-07	0.0	0.1	3.962344e-07	0.0	0.1
4.750122e-07	1.000000049	0.1	4.750122e-07	0.0	0.1	4.750122e-07	0.0	0.1	4.750122e-07	0.0	0.1	4.750122e-07	0.0	0.1	4.750122e-07	0.0	0.1	4.750122e-07	0.0	0.1	4.750122e-07	0.0	0.1
5.5379e-07	1.000000013	0.1	5.5379e-07	0.0	0.1	5.5379e-07	0.0	0.1	5.5379e-07	0.0	0.1	5.5379e-07	0.0	0.1	5.5379e-07	0.0	0.1	5.5379e-07	0.0	0.1	5.5379e-07	0.0	0.1
