Batch	m_SP	2	P2_L	W4_L	
2.27512e-12	9.759153837065e-06	0.1	2.27512e-12	1.378658e-07	0.1
4.937254e-12	9.4851413962734e-06	0.1	4.937254e-12	2.954806e-07	0.1
1.012477e-11	8.9737409319504e-06	0.1	1.012477e-11	5.914814e-07	0.1
1.934703e-11	8.1335434455534e-06	0.1	1.934703e-11	1.08317e-06	0.1
3.187883e-11	7.119548486342e-06	0.1	3.187883e-11	1.685936e-06	0.1
4.842658e-11	5.975792115312e-06	0.1	4.842658e-11	2.379043e-06	0.1
6.497433e-11	5.0193150784992e-06	0.1	6.497433e-11	2.970322e-06	0.1
8.918023e-11	3.8932389575175e-06	0.1	8.918023e-11	3.681443e-06	0.1
1.133861e-10	3.0230852813728e-06	0.1	1.133861e-10	4.243273e-06	0.1
1.37592e-10	2.34949636522181e-06	0.1	1.37592e-10	4.686437e-06	0.1
1.617979e-10	1.82729755392774e-06	0.1	1.617979e-10	5.035504e-06	0.1
1.860038e-10	1.4219724938803999e-06	0.1	1.860038e-10	5.310108e-06	0.1
2.102097e-10	1.1070517265143698e-06	0.1	2.102097e-10	5.525894e-06	0.1
2.353858e-10	8.5358479637328e-07	0.1	2.353858e-10	5.701262e-06	0.1
2.644427e-10	6.325139620812901e-07	0.1	2.644427e-10	5.855564e-06	0.1
2.934996e-10	4.6882242929844e-07	0.1	2.934996e-10	5.970703e-06	0.1
3.225564e-10	3.4755536701410003e-07	0.1	3.225564e-10	6.056533e-06	0.1
3.56331e-10	2.45467861369695e-07	0.1	3.56331e-10	6.129168e-06	0.1
3.912851e-10	1.7128878461896501e-07	0.1	3.912851e-10	6.18218e-06	0.1
4.262391e-10	1.19531420945595e-07	0.1	4.262391e-10	6.219288e-06	0.1
