Batch	m_SP	4	Pr2	W1	Pr1	Pr3					
1.216275e-05	9.870197310000299e-06	0.1	1.216275e-05	1.014198e-10	0.1	1.216275e-05	3.92382e-08	0.1	1.216275e-05	9.036295e-08	0.1
2.462413e-05	9.739231684880398e-06	0.1	2.462413e-05	1.007352e-10	0.1	2.462413e-05	7.922086e-08	0.1	2.462413e-05	1.813454e-07	0.1
4.294481e-05	9.5504496742904e-06	0.1	4.294481e-05	1.00504e-10	0.1	4.294481e-05	1.38114e-07	0.1	4.294481e-05	3.112358e-07	0.1
6.538142e-05	9.3258022128486e-06	0.1	6.538142e-05	1.013203e-10	0.1	6.538142e-05	2.114477e-07	0.1	6.538142e-05	4.625486e-07	0.1
9.317134e-05	9.0582142643883e-06	0.1	9.317134e-05	1.036472e-10	0.1	9.317134e-05	3.057968e-07	0.1	9.317134e-05	6.357864e-07	0.1
0.0001278199	8.7417982165639e-06	0.1	0.0001278199	1.07851e-10	0.1	0.0001278199	4.311416e-07	0.1	0.0001278199	8.268533e-07	0.1
0.0001460015	8.583463147404601e-06	0.1	0.0001460015	1.103411e-10	0.1	0.0001460015	5.00892e-07	0.1	0.0001460015	9.154364e-07	0.1
0.0001683603	8.395887606574e-06	0.1	0.0001683603	1.134493e-10	0.1	0.0001683603	5.905908e-07	0.1	0.0001683603	1.01331e-06	0.1
0.0002012561	8.1336852079942e-06	0.1	0.0002012561	1.177813e-10	0.1	0.0002012561	7.302402e-07	0.1	0.0002012561	1.13586e-06	0.1
0.0002279707	7.9321090203195e-06	0.1	0.0002279707	1.208571e-10	0.1	0.0002279707	8.498458e-07	0.1	0.0002279707	1.217828e-06	0.1
0.0002524189	7.7558933769464e-06	0.1	0.0002524189	1.232131e-10	0.1	0.0002524189	9.6355e-07	0.1	0.0002524189	1.280339e-06	0.1
0.0002856113	7.5282068962375e-06	0.1	0.0002856113	1.256396e-10	0.1	0.0002856113	1.123291e-06	0.1	0.0002856113	1.348282e-06	0.1
0.0003264083	7.2646507377639005e-06	0.1	0.0003264083	1.274129e-10	0.1	0.0003264083	1.325964e-06	0.1	0.0003264083	1.409165e-06	0.1
0.0003691066	7.005557926563e-06	0.1	0.0003691066	1.279832e-10	0.1	0.0003691066	1.54275e-06	0.1	0.0003691066	1.451473e-06	0.1
0.0004189385	6.721670600592e-06	0.1	0.0004189385	1.272932e-10	0.1	0.0004189385	1.798233e-06	0.1	0.0004189385	1.47988e-06	0.1
0.0004760907	6.416817730092e-06	0.1	0.0004760907	1.251733e-10	0.1	0.0004760907	2.090411e-06	0.1	0.0004760907	1.492558e-06	0.1
0.0005415484	6.0905563400901e-06	0.1	0.0005415484	1.216009e-10	0.1	0.0005415484	2.419557e-06	0.1	0.0005415484	1.48968e-06	0.1
0.0006206578	5.7237271495313e-06	0.1	0.0006206578	1.163758e-10	0.1	0.0006206578	2.80497e-06	0.1	0.0006206578	1.471104e-06	0.1
0.0006997672	5.3826634119668005e-06	0.1	0.0006997672	1.107192e-10	0.1	0.0006997672	3.17387e-06	0.1	0.0006997672	1.443276e-06	0.1
0.0007788766	5.0641965423472e-06	0.1	0.0007788766	1.049778e-10	0.1	0.0007788766	3.524926e-06	0.1	0.0007788766	1.410697e-06	0.1
0.000857986	4.766047554976e-06	0.1	0.000857986	9.933857e-11	0.1	0.000857986	3.857881e-06	0.1	0.000857986	1.3759e-06	0.1
0.000947113	4.4523139880635e-06	0.1	0.000947113	9.322536e-11	0.1	0.000947113	4.211733e-06	0.1	0.000947113	1.33579e-06	0.1
0.001042918	4.139074187674001e-06	0.1	0.001042918	8.700383e-11	0.1	0.001042918	4.567982e-06	0.1	0.001042918	1.292791e-06	0.1
0.001155516	3.7999884391900002e-06	0.1	0.001155516	8.01852e-11	0.1	0.001155516	4.956567e-06	0.1	0.001155516	1.243303e-06	0.1
0.001277512	3.4648628288200002e-06	0.1	0.001277512	7.339172e-11	0.1	0.001277512	5.343492e-06	0.1	0.001277512	1.191514e-06	0.1
0.00142031	3.1110414225114e-06	0.1	0.00142031	6.618014e-11	0.1	0.00142031	5.755218e-06	0.1	0.00142031	1.133622e-06	0.1
0.001591987	2.7345206919736e-06	0.1	0.001591987	5.847308e-11	0.1	0.001591987	6.197381e-06	0.1	0.001591987	1.067992e-06	0.1
0.001789661	2.3587044860704002e-06	0.1	0.001789661	5.075075e-11	0.1	0.001789661	6.643576e-06	0.1	0.001789661	9.976265e-07	0.1
0.002015501	1.994036106704e-06	0.1	0.002015501	4.32276e-11	0.1	0.002015501	7.082259e-06	0.1	0.002015501	9.236258e-07	0.1
0.002318888	1.5940436690568001e-06	0.1	0.002318888	3.493458e-11	0.1	0.002318888	7.57188e-06	0.1	0.002318888	8.340122e-07	0.1
0.002622275	1.2770601185292e-06	0.1	0.002622275	2.832208e-11	0.1	0.002622275	7.968421e-06	0.1	0.002622275	7.544666e-07	0.1
0.002937854	1.016614683954e-06	0.1	0.002937854	2.285173e-11	0.1	0.002937854	8.302175e-06	0.1	0.002937854	6.811682e-07	0.1
0.003302204	7.84047446e-07	0.1	0.003302204	1.792655e-11	0.1	0.003302204	8.608879e-06	0.1	0.003302204	6.070401e-07	0.1
0.003666554	6.072529190648199e-07	0.1	0.003666554	1.414561e-11	0.1	0.003666554	8.85003e-06	0.1	0.003666554	5.426908e-07	0.1
