Batch	m_SP	11	N1a_L	N3	N4	N5	N6	N7a	N7c	N7b	Flvln	Nphln	Azln																			
4.999125e-08	0.98941879967	0.1	4.999125e-08	1.804014e-07	0.1	4.999125e-08	8.076352e-11	0.1	4.999125e-08	2.097553e-05	0.1	4.999125e-08	1.461819e-10	0.1	4.999125e-08	0.0001491441	0.1	4.999125e-08	0.007495157	0.1	4.999125e-08	0.002780162	0.1	4.999125e-08	1.356233e-05	0.1	4.999125e-08	5.420337e-05	0.1	4.999125e-08	1.841687e-09	0.1
5.401461e-08	0.9887964982999999	0.1	5.401461e-08	1.769895e-07	0.1	5.401461e-08	7.923534e-11	0.1	5.401461e-08	2.0565e-05	0.1	5.401461e-08	1.434183e-10	0.1	5.401461e-08	0.0001461887	0.1	5.401461e-08	0.007746385	0.1	5.401461e-08	0.003143429	0.1	5.401461e-08	1.435354e-05	0.1	5.401461e-08	5.901786e-05	0.1	5.401461e-08	2.008877e-09	0.1
5.803798e-08	0.98818494405	0.1	5.803798e-08	1.741882e-07	0.1	5.803798e-08	7.798068e-11	0.1	5.803798e-08	2.017154e-05	0.1	5.803798e-08	1.411491e-10	0.1	5.803798e-08	0.0001437632	0.1	5.803798e-08	0.007975228	0.1	5.803798e-08	0.003517953	0.1	5.803798e-08	1.513014e-05	0.1	5.803798e-08	6.3739e-05	0.1	5.803798e-08	2.180366e-09	0.1
6.206134e-08	0.98758228689	0.1	6.206134e-08	1.718852e-07	0.1	6.206134e-08	7.694922e-11	0.1	6.206134e-08	1.98037e-05	0.1	6.206134e-08	1.392836e-10	0.1	6.206134e-08	0.0001417701	0.1	6.206134e-08	0.008184655	0.1	6.206134e-08	0.003902753	0.1	6.206134e-08	1.589454e-05	0.1	6.206134e-08	6.837188e-05	0.1	6.206134e-08	2.356271e-09	0.1
6.60847e-08	0.98698692354	0.1	6.60847e-08	1.699889e-07	0.1	6.60847e-08	7.609992e-11	0.1	6.60847e-08	1.946604e-05	0.1	6.60847e-08	1.377474e-10	0.1	6.60847e-08	0.0001401297	0.1	6.60847e-08	0.008377143	0.1	6.60847e-08	0.004296974	0.1	6.60847e-08	1.664873e-05	0.1	6.60847e-08	7.292309e-05	0.1	6.60847e-08	2.536689e-09	0.1
7.044209e-08	0.9863489911300002	0.1	7.044209e-08	1.683076e-07	0.1	7.044209e-08	7.534688e-11	0.1	7.044209e-08	1.913645e-05	0.1	7.044209e-08	1.363852e-10	0.1	7.044209e-08	0.0001386763	0.1	7.044209e-08	0.0085689	0.1	7.044209e-08	0.004733688	0.1	7.044209e-08	1.745586e-05	0.1	7.044209e-08	7.776844e-05	0.1	7.044209e-08	2.737263e-09	0.1
7.530052e-08	0.98564436604	0.1	7.530052e-08	1.667984e-07	0.1	7.530052e-08	7.4671e-11	0.1	7.530052e-08	1.881298e-05	0.1	7.530052e-08	1.351626e-10	0.1	7.530052e-08	0.0001373728	0.1	7.530052e-08	0.008764812	0.1	7.530052e-08	0.0052316	0.1	7.530052e-08	1.83459e-05	0.1	7.530052e-08	8.307961e-05	0.1	7.530052e-08	2.967339e-09	0.1
8.015895e-08	0.9849454719300001	0.1	8.015895e-08	1.655936e-07	0.1	8.015895e-08	7.413141e-11	0.1	8.015895e-08	1.853351e-05	0.1	8.015895e-08	1.341864e-10	0.1	8.015895e-08	0.0001363334	0.1	8.015895e-08	0.008944265	0.1	8.015895e-08	0.005740122	0.1	8.015895e-08	1.922722e-05	0.1	8.015895e-08	8.830671e-05	0.1	8.015895e-08	3.204282e-09	0.1
8.501738e-08	0.9842511843399999	0.1	8.501738e-08	1.646269e-07	0.1	8.501738e-08	7.369845e-11	0.1	8.501738e-08	1.829428e-05	0.1	8.501738e-08	1.33403e-10	0.1	8.501738e-08	0.0001355004	0.1	8.501738e-08	0.009109308	0.1	8.501738e-08	0.006258377	0.1	8.501738e-08	2.01012e-05	0.1	8.501738e-08	9.346155e-05	0.1	8.501738e-08	3.44815e-09	0.1
8.987581e-08	0.9835606664	0.1	8.987581e-08	1.638464e-07	0.1	8.987581e-08	7.334891e-11	0.1	8.987581e-08	1.809092e-05	0.1	8.987581e-08	1.327706e-10	0.1	8.987581e-08	0.000134829	0.1	8.987581e-08	0.009261631	0.1	8.987581e-08	0.006785593	0.1	8.987581e-08	2.096893e-05	0.1	8.987581e-08	9.855474e-05	0.1	8.987581e-08	3.698988e-09	0.1
