Batch	m_SP	5	Pr1	W1	W2	Pr2	Pr3							
3.895014e-05	9.89979600105e-06	0.1	3.895014e-05	9.318222e-08	0.1	3.895014e-05	2.870051e-10	0.1	3.895014e-05	3.242697e-09	0.1	3.895014e-05	3.394311e-09	0.1
7.223896e-05	9.8190718083e-06	0.1	7.223896e-05	1.633778e-07	0.1	7.223896e-05	2.939062e-10	0.1	7.223896e-05	9.344903e-09	0.1	7.223896e-05	7.814823e-09	0.1
0.0001277203	9.69295006953e-06	0.1	0.0001277203	2.63445e-07	0.1	0.0001277203	3.034393e-10	0.1	0.0001277203	2.538722e-08	0.1	0.0001277203	1.781965e-08	0.1
0.0002090135	9.524106805549699e-06	0.1	0.0002090135	3.785949e-07	0.1	0.0002090135	3.137594e-10	0.1	0.0002090135	5.976558e-08	0.1	0.0002090135	3.712633e-08	0.1
0.0003075145	9.3396157349478e-06	0.1	0.0003075145	4.800934e-07	0.1	0.0003075145	3.218873e-10	0.1	0.0003075145	1.145854e-07	0.1	0.0003075145	6.529328e-08	0.1
0.0004220371	9.1460887943151e-06	0.1	0.0004220371	5.61595e-07	0.1	0.0004220371	3.271932e-10	0.1	0.0004220371	1.912468e-07	0.1	0.0004220371	1.006532e-07	0.1
0.000560592	8.9343710815744e-06	0.1	0.000560592	6.266978e-07	0.1	0.000560592	3.299039e-10	0.1	0.000560592	2.966313e-07	0.1	0.000560592	1.418834e-07	0.1
0.0006991469	8.741197342326e-06	0.1	0.0006991469	6.696609e-07	0.1	0.0006991469	3.302612e-10	0.1	0.0006991469	4.113335e-07	0.1	0.0006991469	1.773918e-07	0.1
0.0008377018	8.562520380051599e-06	0.1	0.0008377018	6.991401e-07	0.1	0.0008377018	3.292585e-10	0.1	0.0008377018	5.32408e-07	0.1	0.0008377018	2.055177e-07	0.1
0.0009762567	8.3955964870008e-06	0.1	0.0009762567	7.195599e-07	0.1	0.0009762567	3.273835e-10	0.1	0.0009762567	6.579412e-07	0.1	0.0009762567	2.264903e-07	0.1
