Batch	m_SP	7	W4_L	W3	R	P1	P2_L	P3	P4											
2.242514e-08	0.9889986	0.1	2.242514e-08	6.224195e-06	0.1	2.242514e-08	0.0004183237	0.1	2.242514e-08	0.001769597	0.1	2.242514e-08	0.0023718789399999997	0.1	2.242514e-08	0.0004244254	0.1	2.242514e-08	1.397015e-07	0.1
2.931264e-08	0.9859894	0.1	2.931264e-08	8.21155e-06	0.1	2.931264e-08	0.0005497245	0.1	2.931264e-08	0.002345457	0.1	2.931264e-08	0.0030420186	0.1	2.931264e-08	0.0005454395	0.1	2.931264e-08	2.074829e-07	0.1
3.620014e-08	0.98302	0.1	3.620014e-08	1.025396e-05	0.1	3.620014e-08	0.0006835465	0.1	3.620014e-08	0.002945856	0.1	3.620014e-08	0.0036719103	0.1	3.620014e-08	0.000659994	0.1	3.620014e-08	2.93322e-07	0.1
4.308763e-08	0.9800936	0.1	4.308763e-08	1.235866e-05	0.1	4.308763e-08	0.0008201616	0.1	4.308763e-08	0.003574267	0.1	4.308763e-08	0.0042568659	0.1	4.308763e-08	0.0007672926	0.1	4.308763e-08	3.996202e-07	0.1
4.997513e-08	0.9772123	0.1	4.997513e-08	1.453024e-05	0.1	4.997513e-08	0.0009597848	0.1	4.997513e-08	0.004232899	0.1	4.997513e-08	0.0047939837	0.1	4.997513e-08	0.0008668048	0.1	4.997513e-08	5.279361e-07	0.1
5.686263e-08	0.9743768	0.1	5.686263e-08	1.677072e-05	0.1	5.686263e-08	0.001102482	0.1	5.686263e-08	0.004922773	0.1	5.686263e-08	0.0052820372	0.1	5.686263e-08	0.0009582543	0.1	5.686263e-08	6.790343e-07	0.1
6.462542e-08	0.9712356	0.1	6.462542e-08	1.937822e-05	0.1	6.462542e-08	0.001266913	0.1	6.462542e-08	0.005737706	0.1	6.462542e-08	0.0057736377	0.1	6.462542e-08	0.001051607	0.1	6.462542e-08	8.767021e-07	0.1
7.297175e-08	0.9679212	0.1	7.297175e-08	2.227554e-05	0.1	7.297175e-08	0.001447662	0.1	7.297175e-08	0.006656587	0.1	7.297175e-08	0.0062354855	0.1	7.297175e-08	0.001140744	0.1	7.297175e-08	1.120687e-06	0.1
8.131808e-08	0.9646688	0.1	8.131808e-08	2.52636e-05	0.1	8.131808e-08	0.001632026	0.1	8.131808e-08	0.007616817	0.1	8.131808e-08	0.0066325729	0.1	8.131808e-08	0.001218806	0.1	8.131808e-08	1.395449e-06	0.1
8.966441e-08	0.9614744	0.1	8.966441e-08	2.833394e-05	0.1	8.966441e-08	0.001819391	0.1	8.966441e-08	0.008614592	0.1	8.966441e-08	0.0069705287	0.1	8.966441e-08	0.001286589	0.1	8.966441e-08	1.698534e-06	0.1
