Batch	m_SP	4	Pr1	W1	Pr2	Pr3					
0.00437395	9.873982259190001e-06	0.1	0.00437395	1.203905e-07	0.1	0.00437395	2.551072e-09	0.1	0.00437395	2.943567e-09	0.1
0.008941878	9.7441925571e-06	0.1	0.008941878	2.445186e-07	0.1	0.008941878	5.181116e-09	0.1	0.008941878	5.978184e-09	0.1
0.01655509	9.531656682479999e-06	0.1	0.01655509	4.477836e-07	0.1	0.01655509	9.487923e-09	0.1	0.01655509	1.09475e-08	0.1
0.03178152	9.12038979519e-06	0.1	0.03178152	8.411097e-07	0.1	0.03178152	1.782177e-08	0.1	0.03178152	2.056332e-08	0.1
0.05918908	8.424311913590301e-06	0.1	0.05918908	1.506823e-06	0.1	0.05918908	3.1927e-08	0.1	0.05918908	3.683831e-08	0.1
0.106271	7.3503007612125e-06	0.1	0.106271	2.533984e-06	0.1	0.106271	5.369064e-08	0.1	0.106271	6.19498e-08	0.1
0.1644388	6.210540651839201e-06	0.1	0.1644388	3.624025e-06	0.1	0.1644388	7.678658e-08	0.1	0.1644388	8.859853e-08	0.1
0.2385742	5.0103328940832e-06	0.1	0.2385742	4.771877e-06	0.1	0.2385742	1.011074e-07	0.1	0.2385742	1.166606e-07	0.1
0.3127095	4.0420693662567e-06	0.1	0.3127095	5.697903e-06	0.1	0.3127095	1.207282e-07	0.1	0.3127095	1.392996e-07	0.1
0.3868448	3.260926412112e-06	0.1	0.3868448	6.444972e-06	0.1	0.3868448	1.365572e-07	0.1	0.3868448	1.575635e-07	0.1
0.4609801	2.6307419030793e-06	0.1	0.4609801	7.047667e-06	0.1	0.4609801	1.493272e-07	0.1	0.4609801	1.722979e-07	0.1
0.5351154	2.1223431396405e-06	0.1	0.5351154	7.533889e-06	0.1	0.5351154	1.596293e-07	0.1	0.5351154	1.841848e-07	0.1
0.6152566	1.6826635001175999e-06	0.1	0.6152566	7.954389e-06	0.1	0.6152566	1.685389e-07	0.1	0.6152566	1.944649e-07	0.1
0.7044065	1.2997084828912e-06	0.1	0.7044065	8.320638e-06	0.1	0.7044065	1.762991e-07	0.1	0.7044065	2.034188e-07	0.1
0.7935564	1.003909559232e-06	0.1	0.7935564	8.603534e-06	0.1	0.7935564	1.822931e-07	0.1	0.7935564	2.103349e-07	0.1
0.8827064	7.7543153542816e-07	0.1	0.8827064	8.822046e-06	0.1	0.8827064	1.86923e-07	0.1	0.8827064	2.156769e-07	0.1
0.9718563	5.989522708316001e-07	0.1	0.9718563	8.990827e-06	0.1	0.9718563	1.904991e-07	0.1	0.9718563	2.198032e-07	0.1
1.079106	4.3900753427416e-07	0.1	1.079106	9.143795e-06	0.1	1.079106	1.937402e-07	0.1	1.079106	2.235429e-07	0.1
1.186355	3.2177455350984004e-07	0.1	1.186355	9.255914e-06	0.1	1.186355	1.961158e-07	0.1	1.186355	2.262839e-07	0.1
1.293604	2.3584764715896e-07	0.1	1.293604	9.338092e-06	0.1	1.293604	1.97857e-07	0.1	1.293604	2.28293e-07	0.1
1.405377	1.7061602557488e-07	0.1	1.405377	9.400479e-06	0.1	1.405377	1.991789e-07	0.1	1.405377	2.298181e-07	0.1
1.535247	1.1712318190624001e-07	0.1	1.535247	9.451638e-06	0.1	1.535247	2.002629e-07	0.1	1.535247	2.310689e-07	0.1
