Batch	m_SP	16	T4a_L	C5H5	N1a	N1b	N1c	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	N7a	N7c	N7b																													
0.0	0.9999999999999999	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
1.751909e-13	1.00000005	0.1	1.751909e-13	0.0	0.1	1.751909e-13	0.0	0.1	1.751909e-13	0.0	0.1	1.751909e-13	0.0	0.1	1.751909e-13	0.0	0.1	1.751909e-13	0.0	0.1	1.751909e-13	0.0	0.1	1.751909e-13	0.0	0.1	1.751909e-13	0.0	0.1	1.751909e-13	0.0	0.1	1.751909e-13	0.0	0.1	1.751909e-13	0.0	0.1	1.751909e-13	0.0	0.1	1.751909e-13	0.0	0.1	1.751909e-13	0.0	0.1
1.471769e-11	0.99999993	0.1	1.471769e-11	0.0	0.1	1.471769e-11	0.0	0.1	1.471769e-11	0.0	0.1	1.471769e-11	0.0	0.1	1.471769e-11	0.0	0.1	1.471769e-11	0.0	0.1	1.471769e-11	0.0	0.1	1.471769e-11	0.0	0.1	1.471769e-11	0.0	0.1	1.471769e-11	0.0	0.1	1.471769e-11	0.0	0.1	1.471769e-11	0.0	0.1	1.471769e-11	0.0	0.1	1.471769e-11	0.0	0.1	1.471769e-11	0.0	0.1
5.339305e-11	1.0000000199999999	0.1	5.339305e-11	0.0	0.1	5.339305e-11	0.0	0.1	5.339305e-11	0.0	0.1	5.339305e-11	0.0	0.1	5.339305e-11	0.0	0.1	5.339305e-11	0.0	0.1	5.339305e-11	0.0	0.1	5.339305e-11	0.0	0.1	5.339305e-11	0.0	0.1	5.339305e-11	0.0	0.1	5.339305e-11	0.0	0.1	5.339305e-11	0.0	0.1	5.339305e-11	0.0	0.1	5.339305e-11	0.0	0.1	5.339305e-11	0.0	0.1
1.174013e-10	1.00000005	0.1	1.174013e-10	0.0	0.1	1.174013e-10	0.0	0.1	1.174013e-10	0.0	0.1	1.174013e-10	0.0	0.1	1.174013e-10	0.0	0.1	1.174013e-10	0.0	0.1	1.174013e-10	0.0	0.1	1.174013e-10	0.0	0.1	1.174013e-10	0.0	0.1	1.174013e-10	0.0	0.1	1.174013e-10	0.0	0.1	1.174013e-10	0.0	0.1	1.174013e-10	0.0	0.1	1.174013e-10	0.0	0.1	1.174013e-10	0.0	0.1
2.314459e-10	0.9999999900000001	0.1	2.314459e-10	0.0	0.1	2.314459e-10	0.0	0.1	2.314459e-10	0.0	0.1	2.314459e-10	0.0	0.1	2.314459e-10	0.0	0.1	2.314459e-10	0.0	0.1	2.314459e-10	0.0	0.1	2.314459e-10	0.0	0.1	2.314459e-10	0.0	0.1	2.314459e-10	0.0	0.1	2.314459e-10	0.0	0.1	2.314459e-10	0.0	0.1	2.314459e-10	0.0	0.1	2.314459e-10	0.0	0.1	2.314459e-10	0.0	0.1
3.454905e-10	1.00000001	0.1	3.454905e-10	0.0	0.1	3.454905e-10	0.0	0.1	3.454905e-10	0.0	0.1	3.454905e-10	0.0	0.1	3.454905e-10	0.0	0.1	3.454905e-10	0.0	0.1	3.454905e-10	0.0	0.1	3.454905e-10	0.0	0.1	3.454905e-10	0.0	0.1	3.454905e-10	0.0	0.1	3.454905e-10	0.0	0.1	3.454905e-10	0.0	0.1	3.454905e-10	0.0	0.1	3.454905e-10	0.0	0.1	3.454905e-10	0.0	0.1
5.263749e-10	1.00000007	0.1	5.263749e-10	0.0	0.1	5.263749e-10	0.0	0.1	5.263749e-10	0.0	0.1	5.263749e-10	0.0	0.1	5.263749e-10	0.0	0.1	5.263749e-10	0.0	0.1	5.263749e-10	0.0	0.1	5.263749e-10	0.0	0.1	5.263749e-10	0.0	0.1	5.263749e-10	0.0	0.1	5.263749e-10	0.0	0.1	5.263749e-10	0.0	0.1	5.263749e-10	0.0	0.1	5.263749e-10	0.0	0.1	5.263749e-10	0.0	0.1
8.41997e-10	0.99999999	0.1	8.41997e-10	0.0	0.1	8.41997e-10	0.0	0.1	8.41997e-10	0.0	0.1	8.41997e-10	0.0	0.1	8.41997e-10	0.0	0.1	8.41997e-10	0.0	0.1	8.41997e-10	0.0	0.1	8.41997e-10	0.0	0.1	8.41997e-10	0.0	0.1	8.41997e-10	0.0	0.1	8.41997e-10	0.0	0.1	8.41997e-10	0.0	0.1	8.41997e-10	0.0	0.1	8.41997e-10	0.0	0.1	8.41997e-10	0.0	0.1
1.292886e-09	1.0000000500000001	0.1	1.292886e-09	0.0	0.1	1.292886e-09	0.0	0.1	1.292886e-09	0.0	0.1	1.292886e-09	0.0	0.1	1.292886e-09	0.0	0.1	1.292886e-09	0.0	0.1	1.292886e-09	0.0	0.1	1.292886e-09	0.0	0.1	1.292886e-09	0.0	0.1	1.292886e-09	0.0	0.1	1.292886e-09	0.0	0.1	1.292886e-09	0.0	0.1	1.292886e-09	0.0	0.1	1.292886e-09	0.0	0.1	1.292886e-09	0.0	0.1
1.871225e-09	1.00000001	0.1	1.871225e-09	0.0	0.1	1.871225e-09	0.0	0.1	1.871225e-09	0.0	0.1	1.871225e-09	0.0	0.1	1.871225e-09	0.0	0.1	1.871225e-09	0.0	0.1	1.871225e-09	0.0	0.1	1.871225e-09	0.0	0.1	1.871225e-09	0.0	0.1	1.871225e-09	0.0	0.1	1.871225e-09	0.0	0.1	1.871225e-09	0.0	0.1	1.871225e-09	0.0	0.1	1.871225e-09	0.0	0.1	1.871225e-09	0.0	0.1
2.535479e-09	1.00000007	0.1	2.535479e-09	0.0	0.1	2.535479e-09	0.0	0.1	2.535479e-09	0.0	0.1	2.535479e-09	0.0	0.1	2.535479e-09	0.0	0.1	2.535479e-09	0.0	0.1	2.535479e-09	0.0	0.1	2.535479e-09	0.0	0.1	2.535479e-09	0.0	0.1	2.535479e-09	0.0	0.1	2.535479e-09	0.0	0.1	2.535479e-09	0.0	0.1	2.535479e-09	0.0	0.1	2.535479e-09	0.0	0.1	2.535479e-09	0.0	0.1
3.257009e-09	0.9999999900000001	0.1	3.257009e-09	0.0	0.1	3.257009e-09	0.0	0.1	3.257009e-09	0.0	0.1	3.257009e-09	0.0	0.1	3.257009e-09	0.0	0.1	3.257009e-09	0.0	0.1	3.257009e-09	0.0	0.1	3.257009e-09	0.0	0.1	3.257009e-09	0.0	0.1	3.257009e-09	0.0	0.1	3.257009e-09	0.0	0.1	3.257009e-09	0.0	0.1	3.257009e-09	0.0	0.1	3.257009e-09	0.0	0.1	3.257009e-09	0.0	0.1
3.97854e-09	1.00000003	0.1	3.97854e-09	0.0	0.1	3.97854e-09	0.0	0.1	3.97854e-09	0.0	0.1	3.97854e-09	0.0	0.1	3.97854e-09	0.0	0.1	3.97854e-09	0.0	0.1	3.97854e-09	0.0	0.1	3.97854e-09	0.0	0.1	3.97854e-09	0.0	0.1	3.97854e-09	0.0	0.1	3.97854e-09	0.0	0.1	3.97854e-09	0.0	0.1	3.97854e-09	0.0	0.1	3.97854e-09	0.0	0.1	3.97854e-09	0.0	0.1
