Batch	m_SP	11	W4_L	W2	W3	W6	R	P1	P2	P3	P4	P5	P6																			
1.216998e-09	0.9887436	0.1	1.216998e-09	2.636026e-06	0.1	1.216998e-09	8.809699e-06	0.1	1.216998e-09	0.0004007013	0.1	1.216998e-09	0.0008078566	0.1	1.216998e-09	0.001143733	0.1	1.216998e-09	0.002403537	0.1	1.216998e-09	0.0008370051	0.1	1.216998e-09	2.438474e-07	0.1	1.216998e-09	0.0002297173	0.1	1.216998e-09	9.816857e-09	0.1
1.390273e-09	0.987388	0.1	1.390273e-09	2.910083e-06	0.1	1.390273e-09	1.033912e-05	0.1	1.390273e-09	0.0004632881	0.1	1.390273e-09	0.0009242773	0.1	1.390273e-09	0.001368788	0.1	1.390273e-09	0.002614267	0.1	1.390273e-09	0.0009056558	0.1	1.390273e-09	2.961802e-07	0.1	1.390273e-09	0.0002544584	0.1	1.390273e-09	1.144847e-08	0.1
1.563549e-09	0.9860933	0.1	1.563549e-09	3.164497e-06	0.1	1.563549e-09	1.193219e-05	0.1	1.563549e-09	0.0005271686	0.1	1.563549e-09	0.00104073	0.1	1.563549e-09	0.001609482	0.1	1.563549e-09	0.002792439	0.1	1.563549e-09	0.0009622508	0.1	1.563549e-09	3.529212e-07	0.1	1.563549e-09	0.0002769605	0.1	1.563549e-09	1.309823e-08	0.1
1.736825e-09	0.9848537	0.1	1.736825e-09	3.400638e-06	0.1	1.736825e-09	1.358312e-05	0.1	1.736825e-09	0.0005920346	0.1	1.736825e-09	0.001156992	0.1	1.736825e-09	0.001864409	0.1	1.736825e-09	0.002941311	0.1	1.736825e-09	0.001008192	0.1	1.736825e-09	4.136528e-07	0.1	1.736825e-09	0.000297321	0.1	1.736825e-09	1.474535e-08	0.1
1.9101e-09	0.9836627	0.1	1.9101e-09	3.619756e-06	0.1	1.9101e-09	1.528574e-05	0.1	1.9101e-09	0.0006575567	0.1	1.9101e-09	0.001272831	0.1	1.9101e-09	0.002132012	0.1	1.9101e-09	0.00306444	0.1	1.9101e-09	0.00104496	0.1	1.9101e-09	4.779171e-07	0.1	1.9101e-09	0.0003156725	0.1	1.9101e-09	1.637101e-08	0.1
2.083376e-09	0.982514	0.1	2.083376e-09	3.823001e-06	0.1	2.083376e-09	1.703398e-05	0.1	2.083376e-09	0.0007234118	0.1	2.083376e-09	0.001388015	0.1	2.083376e-09	0.002410724	0.1	2.083376e-09	0.00316539	0.1	2.083376e-09	0.001073999	0.1	2.083376e-09	5.452558e-07	0.1	2.083376e-09	0.0003321676	0.1	2.083376e-09	1.79593e-08	0.1
2.256652e-09	0.9814016	0.1	2.256652e-09	4.011439e-06	0.1	2.256652e-09	1.88221e-05	0.1	2.256652e-09	0.0007893003	0.1	2.256652e-09	0.001502325	0.1	2.256652e-09	0.002699053	0.1	2.256652e-09	0.003247524	0.1	2.256652e-09	0.001096642	0.1	2.256652e-09	6.152364e-07	0.1	2.256652e-09	0.0003469672	0.1	2.256652e-09	1.949768e-08	0.1
2.429927e-09	0.98032	0.1	2.429927e-09	4.186066e-06	0.1	2.429927e-09	2.064485e-05	0.1	2.429927e-09	0.0008549561	0.1	2.429927e-09	0.001615554	0.1	2.429927e-09	0.002995638	0.1	2.429927e-09	0.003313898	0.1	2.429927e-09	0.001114071	0.1	2.429927e-09	6.87467e-07	0.1	2.429927e-09	0.0003602316	0.1	2.429927e-09	2.097688e-08	0.1
2.617603e-09	0.9791779	0.1	2.617603e-09	4.360708e-06	0.1	2.617603e-09	2.265273e-05	0.1	2.617603e-09	0.0009255414	0.1	2.617603e-09	0.001736758	0.1	2.617603e-09	0.003324791	0.1	2.617603e-09	0.003371123	0.1	2.617603e-09	0.001128243	0.1	2.617603e-09	7.678399e-07	0.1	2.617603e-09	0.0003730451	0.1	2.617603e-09	2.250503e-08	0.1
2.826878e-09	0.9779345	0.1	2.826878e-09	4.538996e-06	0.1	2.826878e-09	2.492683e-05	0.1	2.826878e-09	0.00100332	0.1	2.826878e-09	0.0018699	0.1	2.826878e-09	0.003699976	0.1	2.826878e-09	0.003420421	0.1	2.826878e-09	0.001139555	0.1	2.826878e-09	8.596442e-07	0.1	2.826878e-09	0.0003856462	0.1	2.826878e-09	2.411303e-08	0.1
