Batch	m_SP	4	W1	Pr1	Pr2	Pr3	
2.745407000000e-05	9.895163000000e-01	1.000000000000e-01	2.745407000000e-05	2.488960000000e-03	1.000000000000e-01	2.745407000000e-05	2.671778000000e-03	1.000000000000e-01	2.745407000000e-05	5.212253000000e-05	1.000000000000e-01
3.094842000000e-05	9.881923000000e-01	1.000000000000e-01	3.094842000000e-05	2.807222000000e-03	1.000000000000e-01	3.094842000000e-05	3.008997000000e-03	1.000000000000e-01	3.094842000000e-05	5.866694000000e-05	1.000000000000e-01
3.491190000000e-05	9.866938000000e-01	1.000000000000e-01	3.491190000000e-05	3.167462000000e-03	1.000000000000e-01	3.491190000000e-05	3.390680000000e-03	1.000000000000e-01	3.491190000000e-05	6.605888000000e-05	1.000000000000e-01
3.937319000000e-05	9.850111000000e-01	1.000000000000e-01	3.937319000000e-05	3.571985000000e-03	1.000000000000e-01	3.937319000000e-05	3.819273000000e-03	1.000000000000e-01	3.937319000000e-05	7.433738000000e-05	1.000000000000e-01
4.506082000000e-05	9.828720000000e-01	1.000000000000e-01	4.506082000000e-05	4.086236000000e-03	1.000000000000e-01	4.506082000000e-05	4.364112000000e-03	1.000000000000e-01	4.506082000000e-05	8.482323000000e-05	1.000000000000e-01
5.199078000000e-05	9.802752000000e-01	1.000000000000e-01	5.199078000000e-05	4.710595000000e-03	1.000000000000e-01	5.199078000000e-05	5.025596000000e-03	1.000000000000e-01	5.199078000000e-05	9.748874000000e-05	1.000000000000e-01
6.050146000000e-05	9.771000000000e-01	1.000000000000e-01	6.050146000000e-05	5.474065000000e-03	1.000000000000e-01	6.050146000000e-05	5.834440000000e-03	1.000000000000e-01	6.050146000000e-05	1.128638000000e-04	1.000000000000e-01
7.202216000000e-05	9.728262000000e-01	1.000000000000e-01	7.202216000000e-05	6.501811000000e-03	1.000000000000e-01	7.202216000000e-05	6.923219000000e-03	1.000000000000e-01	7.202216000000e-05	1.333334000000e-04	1.000000000000e-01
9.197059000000e-05	9.654919000000e-01	1.000000000000e-01	9.197059000000e-05	8.265990000000e-03	1.000000000000e-01	9.197059000000e-05	8.792017000000e-03	1.000000000000e-01	9.197059000000e-05	1.677390000000e-04	1.000000000000e-01
1.150070000000e-04	9.571245000000e-01	1.000000000000e-01	1.150070000000e-04	1.027946000000e-02	1.000000000000e-01	1.150070000000e-04	1.092462000000e-02	1.000000000000e-01	1.150070000000e-04	2.056349000000e-04	1.000000000000e-01
1.419675000000e-04	9.474683000000e-01	1.000000000000e-01	1.419675000000e-04	1.260431000000e-02	1.000000000000e-01	1.419675000000e-04	1.338658000000e-02	1.000000000000e-01	1.419675000000e-04	2.472051000000e-04	1.000000000000e-01
1.788692000000e-04	9.344848000000e-01	1.000000000000e-01	1.788692000000e-04	1.573273000000e-02	1.000000000000e-01	1.788692000000e-04	1.669863000000e-02	1.000000000000e-01	1.788692000000e-04	2.988189000000e-04	1.000000000000e-01
1.993702000000e-04	9.273857000000e-01	1.000000000000e-01	1.993702000000e-04	1.744464000000e-02	1.000000000000e-01	1.993702000000e-04	1.851056000000e-02	1.000000000000e-01	1.993702000000e-04	3.247404000000e-04	1.000000000000e-01
2.338074000000e-04	9.156396000000e-01	1.000000000000e-01	2.338074000000e-04	2.027939000000e-02	1.000000000000e-01	2.338074000000e-04	2.151016000000e-02	1.000000000000e-01	2.338074000000e-04	3.638179000000e-04	1.000000000000e-01
2.765090000000e-04	9.013778000000e-01	1.000000000000e-01	2.765090000000e-04	2.372506000000e-02	1.000000000000e-01	2.765090000000e-04	2.515488000000e-02	1.000000000000e-01	2.765090000000e-04	4.047058000000e-04	1.000000000000e-01
3.321499000000e-04	8.832815000000e-01	1.000000000000e-01	3.321499000000e-04	2.810315000000e-02	1.000000000000e-01	3.321499000000e-04	2.978382000000e-02	1.000000000000e-01	3.321499000000e-04	4.463913000000e-04	1.000000000000e-01
3.630615000000e-04	8.734582000000e-01	1.000000000000e-01	3.630615000000e-04	3.048236000000e-02	1.000000000000e-01	3.630615000000e-04	3.229843000000e-02	1.000000000000e-01	3.630615000000e-04	4.645109000000e-04	1.000000000000e-01
4.075649000000e-04	8.595948000000e-01	1.000000000000e-01	4.075649000000e-04	3.384294000000e-02	1.000000000000e-01	4.075649000000e-04	3.584928000000e-02	1.000000000000e-01	4.075649000000e-04	4.851694000000e-04	1.000000000000e-01
4.611297000000e-04	8.433319000000e-01	1.000000000000e-01	4.611297000000e-04	3.778899000000e-02	1.000000000000e-01	4.611297000000e-04	4.001745000000e-02	1.000000000000e-01	4.611297000000e-04	5.029013000000e-04	1.000000000000e-01
5.146945000000e-04	8.275139000000e-01	1.000000000000e-01	5.146945000000e-04	4.163040000000e-02	1.000000000000e-01	5.146945000000e-04	4.407393000000e-02	1.000000000000e-01	5.146945000000e-04	5.144464000000e-04	1.000000000000e-01
5.676584000000e-04	8.122940000000e-01	1.000000000000e-01	5.676584000000e-04	4.532911000000e-02	1.000000000000e-01	5.676584000000e-04	4.797885000000e-02	1.000000000000e-01	5.676584000000e-04	5.212059000000e-04	1.000000000000e-01
6.197209000000e-04	7.977254000000e-01	1.000000000000e-01	6.197209000000e-04	4.887145000000e-02	1.000000000000e-01	6.197209000000e-04	5.171803000000e-02	1.000000000000e-01	6.197209000000e-04	5.244526000000e-04	1.000000000000e-01
6.883569000000e-04	7.790889000000e-01	1.000000000000e-01	6.883569000000e-04	5.340495000000e-02	1.000000000000e-01	6.883569000000e-04	5.650274000000e-02	1.000000000000e-01	6.883569000000e-04	5.250159000000e-04	1.000000000000e-01
