Batch	m_SP	7	R	W4_L	W3	P1	P2_L	P3	P4											
1.937672e-11	9.7311977407706e-06	0.1	1.937672e-11	2.521562e-08	0.1	1.937672e-11	2.11564e-10	0.1	1.937672e-11	2.591891e-08	0.1	1.937672e-11	1.3385773e-07	0.1	1.937672e-11	8.289394e-08	0.1	1.937672e-11	5.668975e-10	0.1
4.144258e-11	9.433992942033999e-06	0.1	4.144258e-11	5.305753e-08	0.1	4.144258e-11	4.455037e-10	0.1	4.144258e-11	5.459648e-08	0.1	4.144258e-11	2.819427e-07	0.1	4.144258e-11	1.745918e-07	0.1	4.144258e-11	1.194088e-09	0.1
9.262321e-11	8.779143550424899e-06	0.1	9.262321e-11	1.142079e-07	0.1	9.262321e-11	9.606895e-10	0.1	9.262321e-11	1.17821e-07	0.1	9.262321e-11	6.0834091e-07	0.1	9.262321e-11	3.766794e-07	0.1	9.262321e-11	2.57666e-09	0.1
1.847484e-10	7.7129236724943e-06	0.1	1.847484e-10	2.131047e-07	0.1	1.847484e-10	1.798589e-09	0.1	1.847484e-10	2.208909e-07	0.1	1.847484e-10	1.1401685000000002e-06	0.1	1.847484e-10	7.05867e-07	0.1	1.847484e-10	4.829961e-09	0.1
2.999014e-10	6.5605440557469996e-06	0.1	2.999014e-10	3.188186e-07	0.1	2.999014e-10	2.702558e-09	0.1	2.999014e-10	3.325163e-07	0.1	2.999014e-10	1.7156561e-06	0.1	2.999014e-10	1.06192e-06	0.1	2.999014e-10	7.269261e-09	0.1
4.235824e-10	5.514047250837501e-06	0.1	4.235824e-10	4.133918e-07	0.1	4.235824e-10	3.521442e-09	0.1	4.235824e-10	4.341611e-07	0.1	4.235824e-10	2.2390978e-06	0.1	4.235824e-10	1.385579e-06	0.1	4.235824e-10	9.48922e-09	0.1
5.673749e-10	4.50559041513e-06	0.1	5.673749e-10	5.027083e-07	0.1	5.673749e-10	4.307931e-09	0.1	5.673749e-10	5.324633e-07	0.1	5.673749e-10	2.7445695000000003e-06	0.1	5.673749e-10	1.697881e-06	0.1	5.673749e-10	1.163463e-08	0.1
7.245749e-10	3.6131569112188e-06	0.1	7.245749e-10	5.795604e-07	0.1	7.245749e-10	5.000705e-09	0.1	7.245749e-10	6.198801e-07	0.1	7.245749e-10	3.1931582e-06	0.1	7.245749e-10	1.974743e-06	0.1	7.245749e-10	1.354068e-08	0.1
8.81775e-10	2.8977711859865e-06	0.1	8.81775e-10	6.389154e-07	0.1	8.81775e-10	5.552648e-09	0.1	8.81775e-10	6.903912e-07	0.1	8.81775e-10	3.5540586e-06	0.1	8.81775e-10	2.197181e-06	0.1	8.81775e-10	1.507632e-08	0.1
1.038975e-09	2.3243064861179997e-06	0.1	1.038975e-09	6.842737e-07	0.1	1.038975e-09	5.991671e-09	0.1	1.038975e-09	7.473457e-07	0.1	1.038975e-09	3.8446531e-06	0.1	1.038975e-09	2.375988e-06	0.1	1.038975e-09	1.631503e-08	0.1
1.202578e-09	1.8479488451306002e-06	0.1	1.202578e-09	7.196292e-07	0.1	1.202578e-09	6.352694e-09	0.1	1.202578e-09	7.951075e-07	0.1	1.202578e-09	4.0873881e-06	0.1	1.202578e-09	2.525036e-06	0.1	1.202578e-09	1.735211e-08	0.1
1.391795e-09	1.417754763516e-06	0.1	1.391795e-09	7.486827e-07	0.1	1.391795e-09	6.674091e-09	0.1	1.391795e-09	8.387999e-07	0.1	1.391795e-09	4.3082681e-06	0.1	1.391795e-09	2.660281e-06	0.1	1.391795e-09	1.829885e-08	0.1
1.581011e-09	1.0880773054442999e-06	0.1	1.581011e-09	7.679269e-07	0.1	1.581011e-09	6.9154e-09	0.1	1.581011e-09	8.728715e-07	0.1	1.581011e-09	4.4792915e-06	0.1	1.581011e-09	2.7646e-06	0.1	1.581011e-09	1.903517e-08	0.1
1.770227e-09	8.35424627904e-07	0.1	1.770227e-09	7.797005e-07	0.1	1.770227e-09	7.095288e-09	0.1	1.770227e-09	8.995619e-07	0.1	1.770227e-09	4.6120842e-06	0.1	1.770227e-09	2.84521e-06	0.1	1.770227e-09	1.961019e-08	0.1
1.959443e-09	6.417950623898e-07	0.1	1.959443e-09	7.857952e-07	0.1	1.959443e-09	7.228064e-09	0.1	1.959443e-09	9.205875e-07	0.1	1.959443e-09	4.7155535e-06	0.1	1.959443e-09	2.907641e-06	0.1	1.959443e-09	2.006157e-08	0.1
2.180186e-09	4.7228326813773e-07	0.1	2.180186e-09	7.8754e-07	0.1	2.180186e-09	7.337897e-09	0.1	2.180186e-09	9.396941e-07	0.1	2.180186e-09	4.8082186000000005e-06	0.1	2.180186e-09	2.963097e-06	0.1	2.180186e-09	2.046996e-08	0.1
2.408809e-09	3.442274939774e-07	0.1	2.408809e-09	7.848957e-07	0.1	2.408809e-09	7.413609e-09	0.1	2.408809e-09	9.549005e-07	0.1	2.408809e-09	4.8805204e-06	0.1	2.408809e-09	3.005874e-06	0.1	2.408809e-09	2.079326e-08	0.1
2.637433e-09	2.513585240973e-07	0.1	2.637433e-09	7.790282e-07	0.1	2.637433e-09	7.46107e-09	0.1	2.637433e-09	9.66699e-07	0.1	2.637433e-09	4.9352461000000006e-06	0.1	2.637433e-09	3.037777e-06	0.1	2.637433e-09	2.104265e-08	0.1
2.875439e-09	1.816703481978e-07	0.1	2.875439e-09	7.705258e-07	0.1	2.875439e-09	7.488732e-09	0.1	2.875439e-09	9.763525e-07	0.1	2.875439e-09	4.978691100000001e-06	0.1	2.875439e-09	3.06263e-06	0.1	2.875439e-09	2.124549e-08	0.1
