Batch	m_SP	12	N7a_L	N1b	N1c	N1a	N_2	N3	N4	N5	N6	Flvln	Nphln	Azln																					
1.509636e-11	0.98910279732	0.1	1.509636e-11	3.524262e-06	0.1	1.509636e-11	1.722048e-07	0.1	1.509636e-11	2.023293e-06	0.1	1.509636e-11	8.672006e-08	0.1	1.509636e-11	6.589688e-06	0.1	1.509636e-11	2.704278e-07	0.1	1.509636e-11	8.640428e-06	0.1	1.509636e-11	1.385633e-06	0.1	1.509636e-11	0.0006110282	0.1	1.509636e-11	0.0006438647	0.1	1.509636e-11	0.004182361	0.1
1.710226e-11	0.98766897517	0.1	1.710226e-11	3.682703e-06	0.1	1.710226e-11	1.724366e-07	0.1	1.710226e-11	2.213952e-06	0.1	1.710226e-11	9.939431e-08	0.1	1.710226e-11	6.58116e-06	0.1	1.710226e-11	2.700688e-07	0.1	1.710226e-11	9.701824e-06	0.1	1.710226e-11	1.394056e-06	0.1	1.710226e-11	0.0006918338	0.1	1.710226e-11	0.0007286645	0.1	1.710226e-11	0.004732946	0.1
1.942153e-11	0.9860150453500001	0.1	1.942153e-11	3.82565e-06	0.1	1.942153e-11	1.727158e-07	0.1	1.942153e-11	2.400183e-06	0.1	1.942153e-11	1.127124e-07	0.1	1.942153e-11	6.571153e-06	0.1	1.942153e-11	2.696465e-07	0.1	1.942153e-11	1.089839e-05	0.1	1.942153e-11	1.39893e-06	0.1	1.942153e-11	0.0007851129	0.1	1.942153e-11	0.000826494	0.1	1.942153e-11	0.005368055	0.1
2.17408e-11	0.98436521058	0.1	2.17408e-11	3.935551e-06	0.1	2.17408e-11	1.730133e-07	0.1	2.17408e-11	2.553803e-06	0.1	2.17408e-11	1.244785e-07	0.1	2.17408e-11	6.561025e-06	0.1	2.17408e-11	2.692206e-07	0.1	2.17408e-11	1.206286e-05	0.1	2.17408e-11	1.401009e-06	0.1	2.17408e-11	0.0008782186	0.1	2.17408e-11	0.0009240904	0.1	2.17408e-11	0.006001569	0.1
2.424716e-11	0.98258677201	0.1	2.424716e-11	4.026507e-06	0.1	2.424716e-11	1.73362e-07	0.1	2.424716e-11	2.688484e-06	0.1	2.424716e-11	1.354482e-07	0.1	2.424716e-11	6.549967e-06	0.1	2.424716e-11	2.687578e-07	0.1	2.424716e-11	1.32861e-05	0.1	2.424716e-11	1.40164e-06	0.1	2.424716e-11	0.0009786278	0.1	2.424716e-11	0.001029299	0.1	2.424716e-11	0.0066844	0.1
2.703416e-11	0.9806149196599999	0.1	2.703416e-11	4.102799e-06	0.1	2.703416e-11	1.737903e-07	0.1	2.703416e-11	2.806733e-06	0.1	2.703416e-11	1.456453e-07	0.1	2.703416e-11	6.537562e-06	0.1	2.703416e-11	2.682409e-07	0.1	2.703416e-11	1.460454e-05	0.1	2.703416e-11	1.401347e-06	0.1	2.703416e-11	0.001090014	0.1	2.703416e-11	0.00114597	0.1	2.703416e-11	0.007441516	0.1
2.982117e-11	0.97864898511	0.1	2.982117e-11	4.160404e-06	0.1	2.982117e-11	1.742679e-07	0.1	2.982117e-11	2.898533e-06	0.1	2.982117e-11	1.539624e-07	0.1	2.982117e-11	6.525071e-06	0.1	2.982117e-11	2.677223e-07	0.1	2.982117e-11	1.588028e-05	0.1	2.982117e-11	1.400535e-06	0.1	2.982117e-11	0.001201107	0.1	2.982117e-11	0.001262307	0.1	2.982117e-11	0.008196353	0.1
3.305598e-11	0.97637450207	0.1	3.305598e-11	4.211188e-06	0.1	3.305598e-11	1.748914e-07	0.1	3.305598e-11	2.979722e-06	0.1	3.305598e-11	1.616173e-07	0.1	3.305598e-11	6.510503e-06	0.1	3.305598e-11	2.671192e-07	0.1	3.305598e-11	1.730912e-05	0.1	3.305598e-11	1.399265e-06	0.1	3.305598e-11	0.001329673	0.1	3.305598e-11	0.001396921	0.1	3.305598e-11	0.009069627	0.1
3.640274e-11	0.9740297303900001	0.1	3.640274e-11	4.251767e-06	0.1	3.640274e-11	1.756211e-07	0.1	3.640274e-11	3.0426e-06	0.1	3.640274e-11	1.677078e-07	0.1	3.640274e-11	6.495387e-06	0.1	3.640274e-11	2.664951e-07	0.1	3.640274e-11	1.873072e-05	0.1	3.640274e-11	1.397756e-06	0.1	3.640274e-11	0.001462248	0.1	3.640274e-11	0.001535724	0.1	3.640274e-11	0.009969919	0.1
4.01682e-11	0.9714015670199999	0.1	4.01682e-11	4.288584e-06	0.1	4.01682e-11	1.765514e-07	0.1	4.01682e-11	3.095464e-06	0.1	4.01682e-11	1.728582e-07	0.1	4.01682e-11	6.478366e-06	0.1	4.01682e-11	2.657936e-07	0.1	4.01682e-11	2.026378e-05	0.1	4.01682e-11	1.39592e-06	0.1	4.01682e-11	0.001610866	0.1	4.01682e-11	0.001691324	0.1	4.01682e-11	0.01097896	0.1
