Batch	m_SP	7	W1_L	R	W3	P1	P2_L	P3	P4											
5.511751	0.988987748	0.1	5.511751	8.652197e-06	0.1	5.511751	8.043826e-07	0.1	5.511751	0.004909358	0.1	5.511751	0.000430528632	0.1	5.511751	1.045933e-05	0.1	5.511751	2.922613e-13	0.1
6.252951	0.9874815960000001	0.1	6.252951	9.804523e-06	0.1	6.252951	9.116007e-07	0.1	6.252951	0.00560273	0.1	6.252951	0.000487867752	0.1	6.252951	1.185234e-05	0.1	6.252951	3.311856e-13	0.1
7.248443	0.98546411	0.1	7.248443	1.134807e-05	0.1	7.248443	1.055219e-06	0.1	7.248443	0.006531501	0.1	7.248443	0.000564673566	0.1	7.248443	1.371827e-05	0.1	7.248443	3.833246e-13	0.1
8.636236	0.982661829	0.1	8.636236	1.349202e-05	0.1	8.636236	1.254703e-06	0.1	8.636236	0.007821548	0.1	8.636236	0.000671355487	0.1	8.636236	1.631002e-05	0.1	8.636236	4.557449e-13	0.1
10.89329	0.978129599	0.1	10.89329	1.695944e-05	0.1	10.89329	1.57733e-06	0.1	10.89329	0.009907949	0.1	10.89329	0.000843892792	0.1	10.89329	2.050167e-05	0.1	10.89329	5.728706e-13	0.1
15.40741	0.969158538	0.1	15.40741	2.3823e-05	0.1	15.40741	2.215949e-06	0.1	15.40741	0.01403785	0.1	15.40741	0.0011854190039999998	0.1	15.40741	2.879878e-05	0.1	15.40741	8.047136e-13	0.1
24.43564	0.951580464	0.1	24.43564	3.727139e-05	0.1	24.43564	3.467254e-06	0.1	24.43564	0.02212994	0.1	24.43564	0.001854604509	0.1	24.43564	4.505606e-05	0.1	24.43564	1.258985e-12	0.1
39.48269	0.923319579	0.1	39.48269	5.889287e-05	0.1	39.48269	5.479023e-06	0.1	39.48269	0.0351399	0.1	39.48269	0.002930477085	0.1	39.48269	7.119351e-05	0.1	39.48269	1.989334e-12	0.1
61.65248	0.883891189	0.1	61.65248	8.905843e-05	0.1	61.65248	8.285777e-06	0.1	61.65248	0.05329095	0.1	61.65248	0.00443149965	0.1	61.65248	0.0001076596	0.1	61.65248	3.008292e-12	0.1
91.324	0.834878461	0.1	91.324	0.0001265566	0.1	91.324	1.177479e-05	0.1	91.324	0.07585413	0.1	91.324	0.006297387	0.1	91.324	0.0001529898	0.1	91.324	4.274937e-12	0.1
141.7991	0.7601356770000001	0.1	141.7991	0.00018374	0.1	141.7991	1.709541e-05	0.1	141.7991	0.1102622	0.1	141.7991	0.00914280178	0.1	141.7991	0.0002221167	0.1	141.7991	6.206526e-12	0.1
204.893	0.679491946	0.1	204.893	0.0002454381	0.1	204.893	2.283611e-05	0.1	204.893	0.1473868	0.1	204.893	0.01221286305	0.1	204.893	0.0002967014	0.1	204.893	8.290617e-12	0.1
282.9292	0.595438084	0.1	282.9292	0.0003097451	0.1	282.9292	2.881955e-05	0.1	282.9292	0.1860813	0.1	282.9292	0.015412745739999999	0.1	282.9292	0.0003744399	0.1	282.9292	1.046284e-11	0.1
370.9268	0.5168699489999999	0.1	370.9268	0.0003698551	0.1	370.9268	3.441249e-05	0.1	370.9268	0.2222504	0.1	370.9268	0.01840378798	0.1	370.9268	0.0004471048	0.1	370.9268	1.249328e-11	0.1
458.9244	0.451603728	0.1	458.9244	0.0004197884	0.1	458.9244	3.905853e-05	0.1	458.9244	0.2522959	0.1	458.9244	0.02088844172	0.1	458.9244	0.0005074673	0.1	458.9244	1.417997e-11	0.1
546.922	0.396734491	0.1	546.922	0.0004617672	0.1	546.922	4.296444e-05	0.1	546.922	0.2775552	0.1	546.922	0.02297728788	0.1	546.922	0.000558214	0.1	546.922	1.559797e-11	0.1
