Batch	m_SP	7	P1	W4_L	W3	R	P2_L	P3	P4											
0.0	9.9999e-06	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
5.193975e-09	9.9998900001e-06	0.1	5.193975e-09	1.1594342e-15	0.1	5.193975e-09	7.68332e-16	0.1	5.193975e-09	3.474712e-18	0.1	5.193975e-09	1.853400977e-15	0.1	5.193975e-09	4.680024e-18	0.1	5.193975e-09	4.904038e-19	0.1
6.150361e-08	9.999789001110001e-06	0.1	6.150361e-08	1.61491394e-14	0.1	6.150361e-08	1.082054e-14	0.1	6.150361e-08	4.287684e-17	0.1	6.150361e-08	2.393209769e-14	0.1	6.150361e-08	5.73715e-17	0.1	6.150361e-08	5.998324e-18	0.1
1.6053e-07	9.99965100249e-06	0.1	1.6053e-07	5.2040648e-14	0.1	1.6053e-07	3.529398e-14	0.1	1.6053e-07	1.206699e-16	0.1	1.6053e-07	7.060514529e-14	0.1	1.6053e-07	1.595713e-16	0.1	1.6053e-07	1.672932e-17	0.1
3.121924e-07	9.99950900391e-06	0.1	3.121924e-07	1.2396524599999999e-13	0.1	3.121924e-07	8.492175e-14	0.1	3.121924e-07	2.628123e-16	0.1	3.121924e-07	1.5616671642e-13	0.1	3.121924e-07	3.416916e-16	0.1	3.121924e-07	3.639006e-17	0.1
5.611473e-07	9.99938400516e-06	0.1	5.611473e-07	2.68228518e-13	0.1	5.611473e-07	1.85368e-13	0.1	5.611473e-07	5.618153e-16	0.1	5.611473e-07	3.1884207120000004e-13	0.1	5.611473e-07	7.132207e-16	0.1	5.611473e-07	7.889434e-17	0.1
8.950119e-07	9.99931700583e-06	0.1	8.950119e-07	4.8488485e-13	0.1	8.950119e-07	3.374289e-13	0.1	8.950119e-07	1.09867e-15	0.1	8.950119e-07	5.578845856e-13	0.1	8.950119e-07	1.360896e-15	0.1	8.950119e-07	1.585456e-16	0.1
1.271461e-06	9.99929200608e-06	0.1	1.271461e-06	7.3946723e-13	0.1	1.271461e-06	5.175235e-13	0.1	1.271461e-06	1.895786e-15	0.1	1.271461e-06	8.387342345999999e-13	0.1	1.271461e-06	2.301585e-15	0.1	1.271461e-06	2.815336e-16	0.1
1.736298e-06	9.999283006170001e-06	0.1	1.736298e-06	1.05582591e-12	0.1	1.736298e-06	7.433203e-13	0.1	1.736298e-06	3.161729e-15	0.1	1.736298e-06	1.1915350738e-12	0.1	1.736298e-06	3.771847e-15	0.1	1.736298e-06	4.831039e-16	0.1
2.355669e-06	9.9992800062e-06	0.1	2.355669e-06	1.47363918e-12	0.1	2.355669e-06	1.044959e-12	0.1	2.355669e-06	5.328398e-15	0.1	2.355669e-06	1.6660914229999999e-12	0.1	2.355669e-06	6.256655e-15	0.1	2.355669e-06	8.375537e-16	0.1
