Batch	m_SP	5	C5H5	T1a_L	T4a_L	N1a_L	N7a_L							
2.755575e-10	0.9899266	0.1	2.755575e-10	0.0100710796	0.1	2.755575e-10	6.741232765e-09	0.1	2.755575e-10	1.02479437e-06	0.1	2.755575e-10	1.8508910600000002e-10	0.1
4.447851e-10	0.9838402	0.1	4.447851e-10	0.016156062000000002	0.1	4.447851e-10	1.0828515473e-08	0.1	4.447851e-10	1.6439782700000002e-06	0.1	4.447851e-10	2.9692766e-10	0.1
6.865387e-10	0.975274	0.1	6.865387e-10	0.024720225999999994	0.1	6.865387e-10	1.659995959e-08	0.1	6.865387e-10	2.5154346e-06	0.1	6.865387e-10	4.5434148000000003e-10	0.1
1.018879e-09	0.9637387	0.1	1.018879e-09	0.036252895	0.1	1.018879e-09	2.440837023e-08	0.1	1.018879e-09	3.6889553e-06	0.1	1.018879e-09	6.6633611e-10	0.1
1.405846e-09	0.9506464	0.1	1.405846e-09	0.049342107999999996	0.1	1.405846e-09	3.3324231330000005e-08	0.1	1.405846e-09	5.02086179e-06	0.1	1.405846e-09	9.0696952e-10	0.1
1.829231e-09	0.9367236	0.1	1.829231e-09	0.06326169300000001	0.1	1.829231e-09	4.287230739e-08	0.1	1.829231e-09	6.43726716e-06	0.1	1.829231e-09	1.16290181e-09	0.1
2.252616e-09	0.9232027	0.1	2.252616e-09	0.076779455	0.1	2.252616e-09	5.2214924879999996e-08	0.1	2.252616e-09	7.8127818e-06	0.1	2.252616e-09	1.4114805299999998e-09	0.1
2.728738e-09	0.9084564	0.1	2.728738e-09	0.091522251	0.1	2.728738e-09	6.24886455e-08	0.1	2.728738e-09	9.3129524e-06	0.1	2.728738e-09	1.6826287e-09	0.1
3.240018e-09	0.893137	0.1	3.240018e-09	0.106838132	0.1	3.240018e-09	7.326182083e-08	0.1	3.240018e-09	1.0871436e-05	0.1	3.240018e-09	1.9643653e-09	0.1
3.751298e-09	0.8783257	0.1	3.751298e-09	0.121646013	0.1	3.751298e-09	8.378196322e-08	0.1	3.751298e-09	1.2378225e-05	0.1	3.751298e-09	2.2368098e-09	0.1
4.262578e-09	0.8639976	0.1	4.262578e-09	0.13597078099999999	0.1	4.262578e-09	9.406367006000001e-08	0.1	4.262578e-09	1.3835860600000001e-05	0.1	4.262578e-09	2.5004164000000004e-09	0.1
4.860131e-09	0.8478331	0.1	4.860131e-09	0.15213148	0.1	4.860131e-09	1.0579623884e-07	0.1	4.860131e-09	1.548031e-05	0.1	4.860131e-09	2.7978743999999997e-09	0.1
5.479253e-09	0.831711	0.1	5.479253e-09	0.1682498	0.1	5.479253e-09	1.1764956737000001e-07	0.1	5.479253e-09	1.71204508e-05	0.1	5.479253e-09	3.094626e-09	0.1
6.098374e-09	0.8161907	0.1	6.098374e-09	0.18376655999999997	0.1	6.098374e-09	1.2921503184000002e-07	0.1	6.098374e-09	1.86993812e-05	0.1	6.098374e-09	3.3803791e-09	0.1
6.717496e-09	0.8012389	0.1	6.717496e-09	0.1987148	0.1	6.717496e-09	1.4051135567e-07	0.1	6.717496e-09	2.0220454e-05	0.1	6.717496e-09	3.6557393e-09	0.1
7.460543e-09	0.7840021	0.1	7.460543e-09	0.21594763	0.1	7.460543e-09	1.5373770378999997e-07	0.1	7.460543e-09	2.1974001200000003e-05	0.1	7.460543e-09	3.9732823e-09	0.1
8.203589e-09	0.7674913	0.1	8.203589e-09	0.23245461	0.1	8.203589e-09	1.6662852310000001e-07	0.1	8.203589e-09	2.3653684400000003e-05	0.1	8.203589e-09	4.2775596e-09	0.1
8.946636e-09	0.7516616	0.1	8.946636e-09	0.24828066000000001	0.1	8.946636e-09	1.792086444e-07	0.1	8.946636e-09	2.52640849e-05	0.1	8.946636e-09	4.569394e-09	0.1
9.689683e-09	0.7364716	0.1	9.689683e-09	0.26346706000000003	0.1	9.689683e-09	1.915006596e-07	0.1	9.689683e-09	2.68093926e-05	0.1	9.689683e-09	4.8495417e-09	0.1
1.058559e-08	0.7189538	0.1	1.058559e-08	0.28098082	0.1	1.058559e-08	2.05967405e-07	0.1	1.058559e-08	2.85915307e-05	0.1	1.058559e-08	5.1727646000000005e-09	0.1
1.148149e-08	0.7022499	0.1	1.148149e-08	0.29768079999999997	0.1	1.148149e-08	2.2007796460000002e-07	0.1	1.148149e-08	3.02908502e-05	0.1	1.148149e-08	5.4811231e-09	0.1
1.23774e-08	0.6863047	0.1	1.23774e-08	0.31362237	0.1	1.23774e-08	2.33861784e-07	0.1	1.23774e-08	3.19130004e-05	0.1	1.23774e-08	5.7756318e-09	0.1
1.32733e-08	0.6710674	0.1	1.32733e-08	0.32885606	0.1	1.32733e-08	2.473454865e-07	0.1	1.32733e-08	3.34631237e-05	0.1	1.32733e-08	6.0572154e-09	0.1
1.435118e-08	0.6536085	0.1	1.435118e-08	0.34631093	0.1	1.435118e-08	2.632041183e-07	0.1	1.435118e-08	3.52392613e-05	0.1	1.435118e-08	6.380054700000001e-09	0.1
1.542907e-08	0.637035	0.1	1.542907e-08	0.36288056	0.1	1.542907e-08	2.787006141e-07	0.1	1.542907e-08	3.69253305e-05	0.1	1.542907e-08	6.686738e-09	0.1
