Batch	m_SP	12	N7a_L	N1b	N1c	N1a	N_2	N3	N4	N5	N6	Flvln	Nphln	Azln																					
0.0	1.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
7.622476e-16	1.0000001	0.1	7.622476e-16	0.0	0.1	7.622476e-16	0.0	0.1	7.622476e-16	0.0	0.1	7.622476e-16	0.0	0.1	7.622476e-16	0.0	0.1	7.622476e-16	0.0	0.1	7.622476e-16	0.0	0.1	7.622476e-16	0.0	0.1	7.622476e-16	0.0	0.1	7.622476e-16	0.0	0.1	7.622476e-16	0.0	0.1
5.856023e-15	1.0	0.1	5.856023e-15	0.0	0.1	5.856023e-15	0.0	0.1	5.856023e-15	0.0	0.1	5.856023e-15	0.0	0.1	5.856023e-15	0.0	0.1	5.856023e-15	0.0	0.1	5.856023e-15	0.0	0.1	5.856023e-15	0.0	0.1	5.856023e-15	0.0	0.1	5.856023e-15	0.0	0.1	5.856023e-15	0.0	0.1
1.535945e-14	1.0	0.1	1.535945e-14	0.0	0.1	1.535945e-14	0.0	0.1	1.535945e-14	0.0	0.1	1.535945e-14	0.0	0.1	1.535945e-14	0.0	0.1	1.535945e-14	0.0	0.1	1.535945e-14	0.0	0.1	1.535945e-14	0.0	0.1	1.535945e-14	0.0	0.1	1.535945e-14	0.0	0.1	1.535945e-14	0.0	0.1
3.257412e-14	1.0	0.1	3.257412e-14	0.0	0.1	3.257412e-14	0.0	0.1	3.257412e-14	0.0	0.1	3.257412e-14	0.0	0.1	3.257412e-14	0.0	0.1	3.257412e-14	0.0	0.1	3.257412e-14	0.0	0.1	3.257412e-14	0.0	0.1	3.257412e-14	0.0	0.1	3.257412e-14	0.0	0.1	3.257412e-14	0.0	0.1
5.682429e-14	1.0	0.1	5.682429e-14	0.0	0.1	5.682429e-14	0.0	0.1	5.682429e-14	0.0	0.1	5.682429e-14	0.0	0.1	5.682429e-14	0.0	0.1	5.682429e-14	0.0	0.1	5.682429e-14	0.0	0.1	5.682429e-14	0.0	0.1	5.682429e-14	0.0	0.1	5.682429e-14	0.0	0.1	5.682429e-14	0.0	0.1
8.107445e-14	1.0	0.1	8.107445e-14	0.0	0.1	8.107445e-14	0.0	0.1	8.107445e-14	0.0	0.1	8.107445e-14	0.0	0.1	8.107445e-14	0.0	0.1	8.107445e-14	0.0	0.1	8.107445e-14	0.0	0.1	8.107445e-14	0.0	0.1	8.107445e-14	0.0	0.1	8.107445e-14	0.0	0.1	8.107445e-14	0.0	0.1
1.29106e-13	1.0	0.1	1.29106e-13	0.0	0.1	1.29106e-13	0.0	0.1	1.29106e-13	0.0	0.1	1.29106e-13	0.0	0.1	1.29106e-13	0.0	0.1	1.29106e-13	0.0	0.1	1.29106e-13	0.0	0.1	1.29106e-13	0.0	0.1	1.29106e-13	0.0	0.1	1.29106e-13	0.0	0.1	1.29106e-13	0.0	0.1
2.155629e-13	1.0000001	0.1	2.155629e-13	0.0	0.1	2.155629e-13	0.0	0.1	2.155629e-13	0.0	0.1	2.155629e-13	0.0	0.1	2.155629e-13	0.0	0.1	2.155629e-13	0.0	0.1	2.155629e-13	0.0	0.1	2.155629e-13	0.0	0.1	2.155629e-13	0.0	0.1	2.155629e-13	0.0	0.1	2.155629e-13	0.0	0.1
3.256793e-13	1.0	0.1	3.256793e-13	0.0	0.1	3.256793e-13	0.0	0.1	3.256793e-13	0.0	0.1	3.256793e-13	0.0	0.1	3.256793e-13	0.0	0.1	3.256793e-13	0.0	0.1	3.256793e-13	0.0	0.1	3.256793e-13	0.0	0.1	3.256793e-13	0.0	0.1	3.256793e-13	0.0	0.1	3.256793e-13	0.0	0.1
4.568757e-13	1.0000001	0.1	4.568757e-13	0.0	0.1	4.568757e-13	0.0	0.1	4.568757e-13	0.0	0.1	4.568757e-13	0.0	0.1	4.568757e-13	0.0	0.1	4.568757e-13	0.0	0.1	4.568757e-13	0.0	0.1	4.568757e-13	0.0	0.1	4.568757e-13	0.0	0.1	4.568757e-13	0.0	0.1	4.568757e-13	0.0	0.1
6.317113e-13	1.0	0.1	6.317113e-13	0.0	0.1	6.317113e-13	0.0	0.1	6.317113e-13	0.0	0.1	6.317113e-13	0.0	0.1	6.317113e-13	0.0	0.1	6.317113e-13	0.0	0.1	6.317113e-13	0.0	0.1	6.317113e-13	0.0	0.1	6.317113e-13	0.0	0.1	6.317113e-13	0.0	0.1	6.317113e-13	0.0	0.1
8.065469e-13	0.9999998999999999	0.1	8.065469e-13	0.0	0.1	8.065469e-13	0.0	0.1	8.065469e-13	0.0	0.1	8.065469e-13	0.0	0.1	8.065469e-13	0.0	0.1	8.065469e-13	0.0	0.1	8.065469e-13	0.0	0.1	8.065469e-13	0.0	0.1	8.065469e-13	0.0	0.1	8.065469e-13	0.0	0.1	8.065469e-13	0.0	0.1
9.813825e-13	1.0	0.1	9.813825e-13	0.0	0.1	9.813825e-13	0.0	0.1	9.813825e-13	0.0	0.1	9.813825e-13	0.0	0.1	9.813825e-13	0.0	0.1	9.813825e-13	0.0	0.1	9.813825e-13	0.0	0.1	9.813825e-13	0.0	0.1	9.813825e-13	0.0	0.1	9.813825e-13	0.0	0.1	9.813825e-13	0.0	0.1
1.156218e-12	0.9999999999999999	0.1	1.156218e-12	0.0	0.1	1.156218e-12	0.0	0.1	1.156218e-12	0.0	0.1	1.156218e-12	0.0	0.1	1.156218e-12	0.0	0.1	1.156218e-12	0.0	0.1	1.156218e-12	0.0	0.1	1.156218e-12	0.0	0.1	1.156218e-12	0.0	0.1	1.156218e-12	0.0	0.1	1.156218e-12	0.0	0.1
1.331054e-12	1.0	0.1	1.331054e-12	0.0	0.1	1.331054e-12	0.0	0.1	1.331054e-12	0.0	0.1	1.331054e-12	0.0	0.1	1.331054e-12	0.0	0.1	1.331054e-12	0.0	0.1	1.331054e-12	0.0	0.1	1.331054e-12	0.0	0.1	1.331054e-12	0.0	0.1	1.331054e-12	0.0	0.1	1.331054e-12	0.0	0.1
1.505889e-12	1.0	0.1	1.505889e-12	0.0	0.1	1.505889e-12	0.0	0.1	1.505889e-12	0.0	0.1	1.505889e-12	0.0	0.1	1.505889e-12	0.0	0.1	1.505889e-12	0.0	0.1	1.505889e-12	0.0	0.1	1.505889e-12	0.0	0.1	1.505889e-12	0.0	0.1	1.505889e-12	0.0	0.1	1.505889e-12	0.0	0.1
1.680725e-12	1.0	0.1	1.680725e-12	0.0	0.1	1.680725e-12	0.0	0.1	1.680725e-12	0.0	0.1	1.680725e-12	0.0	0.1	1.680725e-12	0.0	0.1	1.680725e-12	0.0	0.1	1.680725e-12	0.0	0.1	1.680725e-12	0.0	0.1	1.680725e-12	0.0	0.1	1.680725e-12	0.0	0.1	1.680725e-12	0.0	0.1
1.85556e-12	1.0	0.1	1.85556e-12	0.0	0.1	1.85556e-12	0.0	0.1	1.85556e-12	0.0	0.1	1.85556e-12	0.0	0.1	1.85556e-12	0.0	0.1	1.85556e-12	0.0	0.1	1.85556e-12	0.0	0.1	1.85556e-12	0.0	0.1	1.85556e-12	0.0	0.1	1.85556e-12	0.0	0.1	1.85556e-12	0.0	0.1
