Batch	m_SP	5	Pr1	W1	W2	Pr2	Pr3							
0.0002293794	9.894624063287599e-06	0.1	0.0002293794	3.855238e-08	0.1	0.0002293794	3.422065e-11	0.1	0.0002293794	3.78421e-08	0.1	0.0002293794	2.884729e-08	0.1
0.0002927217	9.8699853121415e-06	0.1	0.0002927217	3.985671e-08	0.1	0.0002927217	3.444632e-11	0.1	0.0002927217	5.182215e-08	0.1	0.0002927217	3.820184e-08	0.1
0.0003591733	9.8445735688027e-06	0.1	0.0003591733	4.043717e-08	0.1	0.0003591733	3.450961e-11	0.1	0.0003591733	6.676365e-08	0.1	0.0003591733	4.809245e-08	0.1
0.0004380623	9.8147168703584e-06	0.1	0.0004380623	4.067167e-08	0.1	0.0004380623	3.448492e-11	0.1	0.0004380623	8.464266e-08	0.1	0.0004380623	5.983549e-08	0.1
0.0005298046	9.7802542403892e-06	0.1	0.0005298046	4.07047e-08	0.1	0.0005298046	3.440394e-11	0.1	0.0005298046	1.054858e-07	0.1	0.0005298046	7.342192e-08	0.1
0.0006350516	9.7409716410758e-06	0.1	0.0006350516	4.064226e-08	0.1	0.0006350516	3.428972e-11	0.1	0.0006350516	1.293891e-07	0.1	0.0006350516	8.886403e-08	0.1
0.0007557355	9.6962251278525e-06	0.1	0.0007557355	4.054262e-08	0.1	0.0007557355	3.415362e-11	0.1	0.0007557355	1.567596e-07	0.1	0.0007557355	1.063395e-07	0.1
0.0009191504	9.636145746676501e-06	0.1	0.0009191504	4.04146e-08	0.1	0.0009191504	3.397272e-11	0.1	0.0009191504	1.937574e-07	0.1	0.0009191504	1.295498e-07	0.1
0.001128256	9.560164573254401e-06	0.1	0.001128256	4.028252e-08	0.1	0.001128256	3.37514e-11	0.1	0.001128256	2.41031e-07	0.1	0.001128256	1.583895e-07	0.1
0.00141292	9.458453685193499e-06	0.1	0.00141292	4.015941e-08	0.1	0.00141292	3.346838e-11	0.1	0.00141292	3.0536e-07	0.1	0.00141292	1.958942e-07	0.1
0.00187797	9.2968675224531e-06	0.1	0.00187797	4.006983e-08	0.1	0.00187797	3.304479e-11	0.1	0.00187797	4.106836e-07	0.1	0.00187797	2.522473e-07	0.1
0.002495383	9.091540901124e-06	0.1	0.002495383	4.007975e-08	0.1	0.002495383	3.253681e-11	0.1	0.002495383	5.514943e-07	0.1	0.002495383	3.167539e-07	0.1
0.002939435	8.950382544709e-06	0.1	0.002939435	4.01179e-08	0.1	0.002939435	3.219512e-11	0.1	0.002939435	6.536528e-07	0.1	0.002939435	3.557164e-07	0.1
0.003377746	8.816198139114399e-06	0.1	0.003377746	4.014379e-08	0.1	0.003377746	3.186762e-11	0.1	0.003377746	7.552085e-07	0.1	0.003377746	3.883207e-07	0.1
0.003966458	8.6434803275686e-06	0.1	0.003966458	4.01234e-08	0.1	0.003966458	3.143264e-11	0.1	0.003966458	8.925321e-07	0.1	0.003966458	4.237356e-07	0.1
0.004744982	8.426882089741499e-06	0.1	0.004744982	3.996101e-08	0.1	0.004744982	3.08532e-11	0.1	0.004744982	1.075084e-06	0.1	0.004744982	4.579447e-07	0.1
0.005570959	8.209583125776e-06	0.1	0.005570959	3.961249e-08	0.1	0.005570959	3.022593e-11	0.1	0.005570959	1.268821e-06	0.1	0.005570959	4.818569e-07	0.1
0.00647184	7.984622183383998e-06	0.1	0.00647184	3.905667e-08	0.1	0.00647184	2.952837e-11	0.1	0.00647184	1.478806e-06	0.1	0.00647184	4.973899e-07	0.1
0.007312191	7.7840820330406e-06	0.1	0.007312191	3.841625e-08	0.1	0.007312191	2.887075e-11	0.1	0.007312191	1.672382e-06	0.1	0.007312191	5.04996e-07	0.1
0.007955823	7.6356290806071e-06	0.1	0.007955823	3.787092e-08	0.1	0.007955823	2.836635e-11	0.1	0.007955823	1.818676e-06	0.1	0.007955823	5.077023e-07	0.1
0.008772983	7.4527468395e-06	0.1	0.008772983	3.713417e-08	0.1	0.008772983	2.772895e-11	0.1	0.008772983	2.001571e-06	0.1	0.008772983	5.084273e-07	0.1
0.01007107	7.1734921781247995e-06	0.1	0.01007107	3.590947e-08	0.1	0.01007107	2.673106e-11	0.1	0.01007107	2.284933e-06	0.1	0.01007107	5.055475e-07	0.1
0.01158461	6.8631320917918e-06	0.1	0.01158461	3.44592e-08	0.1	0.01158461	2.560004e-11	0.1	0.01158461	2.603575e-06	0.1	0.01158461	4.98719e-07	0.1
0.0132418	6.5400223625259995e-06	0.1	0.0132418	3.289464e-08	0.1	0.0132418	2.440907e-11	0.1	0.0132418	2.937721e-06	0.1	0.0132418	4.892496e-07	0.1
0.01489898	6.2328506087768e-06	0.1	0.01489898	3.138058e-08	0.1	0.01489898	2.327026e-11	0.1	0.01489898	3.256713e-06	0.1	0.01489898	4.78947e-07	0.1
0.01677604	5.9027947694202e-06	0.1	0.01677604	2.973938e-08	0.1	0.01677604	2.204308e-11	0.1	0.01677604	3.600359e-06	0.1	0.01677604	4.670016e-07	0.1
0.01888699	5.5528270381392e-06	0.1	0.01888699	2.799136e-08	0.1	0.01888699	2.073993e-11	0.1	0.01888699	3.965438e-06	0.1	0.01888699	4.536434e-07	0.1
0.02134713	5.1714194618592e-06	0.1	0.02134713	2.608213e-08	0.1	0.02134713	1.931869e-11	0.1	0.02134713	4.363975e-06	0.1	0.02134713	4.384279e-07	0.1
0.02436903	4.7390039660448005e-06	0.1	0.02436903	2.391517e-08	0.1	0.02436903	1.770677e-11	0.1	0.02436903	4.816596e-06	0.1	0.02436903	4.20395e-07	0.1
0.02797733	4.270308955096801e-06	0.1	0.02797733	2.156489e-08	0.1	0.02797733	1.595926e-11	0.1	0.02797733	5.308189e-06	0.1	0.02797733	3.998541e-07	0.1
0.03225456	3.7750658429426e-06	0.1	0.03225456	1.908026e-08	0.1	0.03225456	1.411244e-11	0.1	0.03225456	5.828912e-06	0.1	0.03225456	3.768666e-07	0.1
0.03835422	3.167626782976e-06	0.1	0.03835422	1.603094e-08	0.1	0.03835422	1.18468e-11	0.1	0.03835422	6.469789e-06	0.1	0.03835422	3.464876e-07	0.1
0.04561603	2.5720662452686002e-06	0.1	0.04561603	1.303891e-08	0.1	0.04561603	9.624878e-12	0.1	0.04561603	7.101138e-06	0.1	0.04561603	3.137029e-07	0.1
