Batch	m_SP	4	W1_L	Pr1	Pr2	Pr3					
0.0	1.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
9.688316e-11	1.0	0.1	9.688316e-11	0.0	0.1	9.688316e-11	0.0	0.1	9.688316e-11	0.0	0.1
3.038264e-07	1.0	0.1	3.038264e-07	0.0	0.1	3.038264e-07	0.0	0.1	3.038264e-07	0.0	0.1
2.363803e-06	1.0	0.1	2.363803e-06	0.0	0.1	2.363803e-06	0.0	0.1	2.363803e-06	0.0	0.1
6.17939e-06	1.0	0.1	6.17939e-06	0.0	0.1	6.17939e-06	0.0	0.1	6.17939e-06	0.0	0.1
1.275088e-05	1.0	0.1	1.275088e-05	0.0	0.1	1.275088e-05	0.0	0.1	1.275088e-05	0.0	0.1
2.16814e-05	1.0	0.1	2.16814e-05	0.0	0.1	2.16814e-05	0.0	0.1	2.16814e-05	0.0	0.1
3.061192e-05	1.0	0.1	3.061192e-05	0.0	0.1	3.061192e-05	0.0	0.1	3.061192e-05	0.0	0.1
4.801401e-05	1.0	0.1	4.801401e-05	0.0	0.1	4.801401e-05	0.0	0.1	4.801401e-05	0.0	0.1
7.933777e-05	1.0	0.1	7.933777e-05	0.0	0.1	7.933777e-05	0.0	0.1	7.933777e-05	0.0	0.1
0.0001176738	1.0	0.1	0.0001176738	0.0	0.1	0.0001176738	0.0	0.1	0.0001176738	0.0	0.1
0.0001613076	1.0	0.1	0.0001613076	0.0	0.1	0.0001613076	0.0	0.1	0.0001613076	0.0	0.1
0.0002150401	1.0	0.1	0.0002150401	0.0	0.1	0.0002150401	0.0	0.1	0.0002150401	0.0	0.1
0.0002687726	1.0	0.1	0.0002687726	0.0	0.1	0.0002687726	0.0	0.1	0.0002687726	0.0	0.1
0.0003225051	1.0	0.1	0.0003225051	0.0	0.1	0.0003225051	0.0	0.1	0.0003225051	0.0	0.1
0.0003762376	1.0	0.1	0.0003762376	0.0	0.1	0.0003762376	0.0	0.1	0.0003762376	0.0	0.1
0.0004299701	1.0	0.1	0.0004299701	0.0	0.1	0.0004299701	0.0	0.1	0.0004299701	0.0	0.1
0.0004837026	1.0	0.1	0.0004837026	0.0	0.1	0.0004837026	0.0	0.1	0.0004837026	0.0	0.1
0.0005374351	1.0	0.1	0.0005374351	0.0	0.1	0.0005374351	0.0	0.1	0.0005374351	0.0	0.1
0.0005911676	1.0	0.1	0.0005911676	0.0	0.1	0.0005911676	0.0	0.1	0.0005911676	0.0	0.1
0.0006449001	1.0	0.1	0.0006449001	0.0	0.1	0.0006449001	0.0	0.1	0.0006449001	0.0	0.1
0.0006986325	0.99999999	0.1	0.0006986325	0.0	0.1	0.0006986325	0.0	0.1	0.0006986325	0.0	0.1
0.000752365	1.00000002	0.1	0.000752365	0.0	0.1	0.000752365	0.0	0.1	0.000752365	0.0	0.1
0.0008060975	0.99999996	0.1	0.0008060975	0.0	0.1	0.0008060975	0.0	0.1	0.0008060975	0.0	0.1
0.00085983	1.00000004	0.1	0.00085983	0.0	0.1	0.00085983	0.0	0.1	0.00085983	0.0	0.1
0.0009135625	1.00000001	0.1	0.0009135625	0.0	0.1	0.0009135625	0.0	0.1	0.0009135625	0.0	0.1
0.000967295	1.0	0.1	0.000967295	0.0	0.1	0.000967295	0.0	0.1	0.000967295	0.0	0.1
0.001021027	0.99999999	0.1	0.001021027	0.0	0.1	0.001021027	0.0	0.1	0.001021027	0.0	0.1
0.00107476	1.00000005	0.1	0.00107476	0.0	0.1	0.00107476	0.0	0.1	0.00107476	0.0	0.1
0.001128492	1.0	0.1	0.001128492	0.0	0.1	0.001128492	0.0	0.1	0.001128492	0.0	0.1
