Batch	m_SP	4	Pr1	W1	Pr2	Pr3					
7023.958	9.863703361980001e-06	0.1	7023.958	1.33476e-07	0.1	7023.958	2.652374e-09	0.1	7023.958	6.989323e-11	0.1
14327.42	9.72405375849e-06	0.1	14327.42	2.703365e-07	0.1	14327.42	5.371995e-09	0.1	14327.42	1.415584e-10	0.1
26847.64	9.48924010665e-06	0.1	26847.64	5.004617e-07	0.1	26847.64	9.944922e-09	0.1	26847.64	2.620604e-10	0.1
47714.68	9.11041589493e-06	0.1	47714.68	8.717213e-07	0.1	47714.68	1.73224e-08	0.1	47714.68	4.564655e-10	0.1
89448.75	8.39753402382e-06	0.1	89448.75	1.570368e-06	0.1	89448.75	3.120554e-08	0.1	89448.75	8.223026e-10	0.1
164570.1	7.2519727543354e-06	0.1	164570.1	2.693055e-06	0.1	164570.1	5.351498e-08	0.1	164570.1	1.410182e-09	0.1
253510.2	6.0959804299757995e-06	0.1	253510.2	3.825964e-06	0.1	253510.2	7.602755e-08	0.1	253510.2	2.003415e-09	0.1
364338.2	4.9098954095555e-06	0.1	364338.2	4.988366e-06	0.1	364338.2	9.912619e-08	0.1	364338.2	2.612091e-09	0.1
475166.2	3.9545850582875e-06	0.1	475166.2	5.924601e-06	0.1	475166.2	1.177306e-07	0.1	475166.2	3.102338e-09	0.1
585994.2	3.185147829682e-06	0.1	585994.2	6.678674e-06	0.1	585994.2	1.327151e-07	0.1	585994.2	3.497198e-09	0.1
696822.2	2.5654180890156e-06	0.1	696822.2	7.286029e-06	0.1	696822.2	1.447841e-07	0.1	696822.2	3.815231e-09	0.1
807650.2	2.0662689238420004e-06	0.1	807650.2	7.775211e-06	0.1	807650.2	1.545049e-07	0.1	807650.2	4.071385e-09	0.1
923028.2	1.6495191747328001e-06	0.1	923028.2	8.183639e-06	0.1	923028.2	1.62621e-07	0.1	923028.2	4.285253e-09	0.1
1056606.0	1.2708550371464e-06	0.1	1056606.0	8.554742e-06	0.1	1056606.0	1.699953e-07	0.1	1056606.0	4.479576e-09	0.1
1190185.0	9.791173129015401e-07	0.1	1190185.0	8.840655e-06	0.1	1190185.0	1.756768e-07	0.1	1190185.0	4.62929e-09	0.1
1323763.0	7.543508055433e-07	0.1	1323763.0	9.060933e-06	0.1	1323763.0	1.800541e-07	0.1	1323763.0	4.744636e-09	0.1
1457341.0	5.811817718854601e-07	0.1	1457341.0	9.230644e-06	0.1	1457341.0	1.834265e-07	0.1	1457341.0	4.833503e-09	0.1
1612849.0	4.2899922416328003e-07	0.1	1612849.0	9.379788e-06	0.1	1612849.0	1.863902e-07	0.1	1612849.0	4.9116e-09	0.1
1773839.0	3.1329430436550003e-07	0.1	1773839.0	9.493183e-06	0.1	1773839.0	1.886435e-07	0.1	1773839.0	4.970978e-09	0.1
1934830.0	2.2879606625632e-07	0.1	1934830.0	9.575994e-06	0.1	1934830.0	1.902891e-07	0.1	1934830.0	5.014341e-09	0.1
2102279.0	1.6499391704488e-07	0.1	2102279.0	9.638522e-06	0.1	2102279.0	1.915316e-07	0.1	2102279.0	5.047083e-09	0.1
2295563.0	1.1313094605258e-07	0.1	2295563.0	9.689349e-06	0.1	2295563.0	1.925417e-07	0.1	2295563.0	5.073698e-09	0.1
