Batch	m_SP	21	N1a_L	C5H5	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	T4a	T4b	T4c	T4d	T4e	T4f	T4g	T4h	N7a	N7c	N7b																																							
1.156341e-11	9.733735021406e-06	0.1	1.156341e-11	3.602047e-08	0.1	1.156341e-11	4.235666e-09	0.1	1.156341e-11	3.732597e-08	0.1	1.156341e-11	6.216134e-08	0.1	1.156341e-11	5.875958e-08	0.1	1.156341e-11	4.415216e-08	0.1	1.156341e-11	4.141309e-08	0.1	1.156341e-11	5.606386e-12	0.1	1.156341e-11	8.988062e-12	0.1	1.156341e-11	1.866826e-13	0.1	1.156341e-11	2.190164e-13	0.1	1.156341e-11	4.157441e-14	0.1	1.156341e-11	5.629016e-15	0.1	1.156341e-11	1.830849e-15	0.1	1.156341e-11	1.858563e-13	0.1	1.156341e-11	1.618162e-15	0.1	1.156341e-11	5.280327e-16	0.1	1.156341e-11	1.43306e-21	0.1	1.156341e-11	2.416251e-20	0.1	1.156341e-11	5.181181e-21	0.1
2.473958e-11	9.439179512634e-06	0.1	2.473958e-11	7.589709e-08	0.1	2.473958e-11	8.918771e-09	0.1	2.473958e-11	7.848239e-08	0.1	2.473958e-11	1.311552e-07	0.1	2.473958e-11	1.239424e-07	0.1	2.473958e-11	9.305487e-08	0.1	2.473958e-11	8.71028e-08	0.1	2.473958e-11	1.181297e-11	0.1	2.473958e-11	1.893856e-11	0.1	2.473958e-11	3.931333e-13	0.1	2.473958e-11	4.618121e-13	0.1	2.473958e-11	8.760402e-14	0.1	2.473958e-11	1.186073e-14	0.1	2.473958e-11	3.862671e-15	0.1	2.473958e-11	3.915791e-13	0.1	2.473958e-11	3.408552e-15	0.1	2.473958e-11	1.108877e-15	0.1	2.473958e-11	6.444942e-21	0.1	2.473958e-11	1.07817e-19	0.1	2.473958e-11	2.330647e-20	0.1
5.527287e-11	8.79041000920733e-06	0.1	5.527287e-11	1.637237e-07	0.1	5.527287e-11	1.920868e-08	0.1	5.527287e-11	1.684658e-07	0.1	5.527287e-11	2.838232e-07	0.1	5.527287e-11	2.680346e-07	0.1	5.527287e-11	2.008566e-07	0.1	5.527287e-11	1.871041e-07	0.1	5.527287e-11	2.548275e-11	0.1	5.527287e-11	4.085501e-11	0.1	5.527287e-11	8.469588e-13	0.1	5.527287e-11	9.978972e-13	0.1	5.527287e-11	1.890003e-13	0.1	5.527287e-11	2.558618e-14	0.1	5.527287e-11	8.357576e-15	0.1	5.527287e-11	8.445532e-13	0.1	5.527287e-11	7.34777e-15	0.1	5.527287e-11	2.373313e-15	0.1	5.527287e-11	3.088706e-20	0.1	5.527287e-11	5.074776e-19	0.1	5.527287e-11	1.117507e-19	0.1
1.102328e-10	7.73293369158402e-06	0.1	1.102328e-10	3.068709e-07	0.1	1.102328e-10	3.589499e-08	0.1	1.102328e-10	3.128929e-07	0.1	1.102328e-10	5.350601e-07	0.1	1.102328e-10	5.046674e-07	0.1	1.102328e-10	3.768839e-07	0.1	1.102328e-10	3.479665e-07	0.1	1.102328e-10	4.776277e-11	0.1	1.102328e-10	7.657895e-11	0.1	1.102328e-10	1.583661e-12	0.1	1.102328e-10	1.876205e-12	0.1	1.102328e-10	3.543242e-13	0.1	1.102328e-10	4.795805e-14	0.1	1.102328e-10	1.575099e-14	0.1	1.102328e-10	1.582429e-12	0.1	1.102328e-10	1.375435e-14	0.1	1.102328e-10	4.384175e-15	0.1	1.102328e-10	1.142318e-19	0.1	1.102328e-10	1.818121e-18	0.1	1.102328e-10	4.136642e-19	0.1
1.790723e-10	6.586010029909986e-06	0.1	1.790723e-10	4.621176e-07	0.1	1.790723e-10	5.383752e-08	0.1	1.790723e-10	4.65653e-07	0.1	1.790723e-10	8.117081e-07	0.1	1.790723e-10	7.643615e-07	0.1	1.790723e-10	5.683524e-07	0.1	1.790723e-10	5.18722e-07	0.1	1.790723e-10	7.19253e-11	0.1	1.790723e-10	1.153265e-10	0.1	1.790723e-10	2.377385e-12	0.1	1.790723e-10	2.836744e-12	0.1	1.790723e-10	5.337256e-13	0.1	1.790723e-10	7.222218e-14	0.1	1.790723e-10	2.388599e-14	0.1	1.790723e-10	2.381932e-12	0.1	1.790723e-10	2.06778e-14	0.1	1.790723e-10	6.478657e-15	0.1	1.790723e-10	2.75486e-19	0.1	1.790723e-10	4.218662e-18	0.1	1.790723e-10	9.98717e-19	0.1
2.530938e-10	5.5418227187150335e-06	0.1	2.530938e-10	6.034547e-07	0.1	2.530938e-10	6.99786e-08	0.1	2.530938e-10	6.001159e-07	0.1	2.530938e-10	1.068546e-06	0.1	2.530938e-10	1.004392e-06	0.1	2.530938e-10	7.433405e-07	0.1	2.530938e-10	6.697494e-07	0.1	2.530938e-10	9.392136e-11	0.1	2.530938e-10	1.506063e-10	0.1	2.530938e-10	3.093627e-12	0.1	2.530938e-10	3.720887e-12	0.1	2.530938e-10	6.971756e-13	0.1	2.530938e-10	9.431324e-14	0.1	2.530938e-10	3.143115e-14	0.1	2.530938e-10	3.108898e-12	0.1	2.530938e-10	2.695069e-14	0.1	2.530938e-10	8.283268e-15	0.1	2.530938e-10	5.00139e-19	0.1	2.530938e-10	7.358807e-18	0.1	2.530938e-10	1.815296e-18	0.1
3.391416e-10	4.534226689888524e-06	0.1	3.391416e-10	7.398445e-07	0.1	3.391416e-10	8.529926e-08	0.1	3.391416e-10	7.241533e-07	0.1	3.391416e-10	1.322582e-06	0.1	3.391416e-10	1.240443e-06	0.1	3.391416e-10	9.130518e-07	0.1	3.391416e-10	8.099669e-07	0.1	3.391416e-10	1.151446e-10	0.1	3.391416e-10	1.84655e-10	0.1	3.391416e-10	3.776726e-12	0.1	3.391416e-10	4.586312e-12	0.1	3.391416e-10	8.550569e-13	0.1	3.391416e-10	1.156314e-13	0.1	3.391416e-10	3.888504e-14	0.1	3.391416e-10	3.809268e-12	0.1	3.391416e-10	3.296521e-14	0.1	3.391416e-10	9.898692e-15	0.1	3.391416e-10	8.049307e-19	0.1	3.391416e-10	1.132846e-17	0.1	3.391416e-10	2.925538e-18	0.1
4.332071e-10	3.6411169396991117e-06	0.1	4.332071e-10	8.607545e-07	0.1	4.332071e-10	9.85635e-08	0.1	4.332071e-10	8.274398e-07	0.1	4.332071e-10	1.555027e-06	0.1	4.332071e-10	1.454797e-06	0.1	4.332071e-10	1.06451e-06	0.1	4.332071e-10	9.27789e-07	0.1	4.332071e-10	1.339545e-10	0.1	4.332071e-10	2.148424e-10	0.1	4.332071e-10	4.372649e-12	0.1	4.332071e-10	5.368106e-12	0.1	4.332071e-10	9.951989e-13	0.1	4.332071e-10	1.345296e-13	0.1	4.332071e-10	4.569518e-14	0.1	4.332071e-10	4.428776e-12	0.1	4.332071e-10	3.825012e-14	0.1	4.332071e-10	1.118473e-14	0.1	4.332071e-10	1.167705e-18	0.1	4.332071e-10	1.56938e-17	0.1	4.332071e-10	4.250274e-18	0.1
5.272725e-10	2.92393023820131e-06	0.1	5.272725e-10	9.57875e-07	0.1	5.272725e-10	1.088809e-07	0.1	5.272725e-10	9.037654e-07	0.1	5.272725e-10	1.748966e-06	0.1	5.272725e-10	1.63198e-06	0.1	5.272725e-10	1.187196e-06	0.1	5.272725e-10	1.015945e-06	0.1	5.272725e-10	1.490578e-10	0.1	5.272725e-10	2.390925e-10	0.1	5.272725e-10	4.841479e-12	0.1	5.272725e-10	6.010956e-12	0.1	5.272725e-10	1.10795e-12	0.1	5.272725e-10	1.497082e-13	0.1	5.272725e-10	5.136736e-14	0.1	5.272725e-10	4.925e-12	0.1	5.272725e-10	4.244665e-14	0.1	5.272725e-10	1.207351e-14	0.1	5.272725e-10	1.541398e-18	0.1	5.272725e-10	1.983494e-17	0.1	5.272725e-10	5.618549e-18	0.1
6.21338e-10	2.34801192476877e-06	0.1	6.21338e-10	1.0359e-06	0.1	6.21338e-10	1.168273e-07	0.1	6.21338e-10	9.5875e-07	0.1	6.21338e-10	1.911695e-06	0.1	6.21338e-10	1.779035e-06	0.1	6.21338e-10	1.286768e-06	0.1	6.21338e-10	1.080547e-06	0.1	6.21338e-10	1.611851e-10	0.1	6.21338e-10	2.585756e-10	0.1	6.21338e-10	5.208495e-12	0.1	6.21338e-10	6.541973e-12	0.1	6.21338e-10	1.19871e-12	0.1	6.21338e-10	1.619005e-13	0.1	6.21338e-10	5.611776e-14	0.1	6.21338e-10	5.322303e-12	0.1	6.21338e-10	4.576989e-14	0.1	6.21338e-10	1.265099e-14	0.1	6.21338e-10	1.911473e-18	0.1	6.21338e-10	2.361256e-17	0.1	6.21338e-10	6.977364e-18	0.1
