Batch	m_SP	2	P2_L	W4_L	
2.472526e-10	9.766596710761199e-06	0.1	2.472526e-10	1.483761e-08	0.1
5.31015e-10	9.5065250629324e-06	0.1	5.31015e-10	3.149347e-08	0.1
1.216763e-09	8.909797781334401e-06	0.1	1.216763e-09	7.015933e-08	0.1
2.252186e-09	8.0873231188145e-06	0.1	2.252186e-09	1.245396e-07	0.1
2.89381e-09	7.6207661015673e-06	0.1	2.89381e-09	1.559856e-07	0.1
3.809359e-09	7.0065333494525e-06	0.1	3.809359e-09	1.980924e-07	0.1
5.154191e-09	6.2023807216955995e-06	0.1	5.154191e-09	2.545243e-07	0.1
6.739557e-09	5.3837383255787e-06	0.1	6.739557e-09	3.136332e-07	0.1
8.598101e-09	4.5728985039294e-06	0.1	8.598101e-09	3.740023e-07	0.1
1.086641e-08	3.76000389347524e-06	0.1	1.086641e-08	4.365436e-07	0.1
1.313472e-08	3.1019118481950002e-06	0.1	1.313472e-08	4.888081e-07	0.1
1.540303e-08	2.5662440927293495e-06	0.1	1.540303e-08	5.32524e-07	0.1
1.767134e-08	2.1281461385028e-06	0.1	1.767134e-08	5.691119e-07	0.1
1.993965e-08	1.76836462232783e-06	0.1	1.993965e-08	5.997449e-07	0.1
2.23938e-08	1.44997823449032e-06	0.1	2.23938e-08	6.273024e-07	0.1
2.512671e-08	1.164564391284e-06	0.1	2.512671e-08	6.523597e-07	0.1
2.785963e-08	9.3678898180572e-07	0.1	2.785963e-08	6.725818e-07	0.1
3.082736e-08	7.406224657246e-07	0.1	3.082736e-08	6.901337e-07	0.1
3.414734e-08	5.701716926232e-07	0.1	3.414734e-08	7.054516e-07	0.1
3.746732e-08	4.3940268878089e-07	0.1	3.746732e-08	7.172043e-07	0.1
4.122206e-08	3.2756908297990496e-07	0.1	4.122206e-08	7.272022e-07	0.1
4.526665e-08	2.3891928113991e-07	0.1	4.526665e-08	7.350266e-07	0.1
4.931123e-08	1.7437750290575999e-07	0.1	4.931123e-08	7.405951e-07	0.1
5.417879e-08	1.19467283400884e-07	0.1	5.417879e-08	7.451484e-07	0.1
