Batch	m_SP	7	P1	R	W4_L	W3	P2_L	P3	P4											
0.0002841811	9.8753222582378e-06	0.1	0.0002841811	2.909683e-09	0.1	0.0002841811	7.133397e-09	0.1	0.0002841811	1.043416e-08	0.1	0.0002841811	9.3463156e-08	0.1	0.0002841811	5.02155e-09	0.1	0.0002841811	5.615986e-09	0.1
0.000786071	9.6590845104048e-06	0.1	0.000786071	7.960285e-09	0.1	0.000786071	1.951525e-08	0.1	0.000786071	2.854532e-08	0.1	0.000786071	2.55692747e-07	0.1	0.000786071	1.373793e-08	0.1	0.000786071	1.536398e-08	0.1
0.001534396	9.3454329373608e-06	0.1	0.001534396	1.528634e-08	0.1	0.001534396	3.747508e-08	0.1	0.001534396	5.481551e-08	0.1	0.001534396	4.91006722e-07	0.1	0.001534396	2.638132e-08	0.1	0.001534396	2.950341e-08	0.1
0.002526935	8.9450804975598e-06	0.1	0.002526935	2.46375e-08	0.1	0.002526935	6.039952e-08	0.1	0.002526935	8.834752e-08	0.1	0.002526935	7.9136799e-07	0.1	0.002526935	4.251967e-08	0.1	0.002526935	4.755138e-08	0.1
0.003035399	8.7466749108308e-06	0.1	0.003035399	2.927168e-08	0.1	0.003035399	7.176029e-08	0.1	0.003035399	1.049651e-07	0.1	0.003035399	9.402194e-07	0.1	0.003035399	5.05174e-08	0.1	0.003035399	5.64955e-08	0.1
0.003655312	8.5107258277114e-06	0.1	0.003655312	3.478279e-08	0.1	0.003655312	8.527087e-08	0.1	0.003655312	1.247273e-07	0.1	0.003655312	1.11723857e-06	0.1	0.003655312	6.002854e-08	0.1	0.003655312	6.713212e-08	0.1
0.004895139	8.057751723201801e-06	0.1	0.004895139	4.536301e-08	0.1	0.004895139	1.112085e-07	0.1	0.004895139	1.626668e-07	0.1	0.004895139	1.45707886e-06	0.1	0.004895139	7.8288e-08	0.1	0.004895139	8.75523e-08	0.1
0.006478058	7.5142930759536005e-06	0.1	0.006478058	5.805668e-08	0.1	0.006478058	1.423273e-07	0.1	0.006478058	2.081848e-07	0.1	0.006478058	1.86480444e-06	0.1	0.006478058	1.001949e-07	0.1	0.006478058	1.120515e-07	0.1
0.007131109	7.3009091977123e-06	0.1	0.007131109	6.304074e-08	0.1	0.007131109	1.545458e-07	0.1	0.007131109	2.260571e-07	0.1	0.007131109	2.02489438e-06	0.1	0.007131109	1.087964e-07	0.1	0.007131109	1.216709e-07	0.1
0.008175773	6.972093150519399e-06	0.1	0.008175773	7.072097e-08	0.1	0.008175773	1.73374e-07	0.1	0.008175773	2.535975e-07	0.1	0.008175773	2.27158565e-06	0.1	0.008175773	1.220511e-07	0.1	0.008175773	1.364941e-07	0.1
0.009220436	6.6580861095812e-06	0.1	0.009220436	7.805529e-08	0.1	0.009220436	1.913543e-07	0.1	0.009220436	2.798976e-07	0.1	0.009220436	2.5071675900000003e-06	0.1	0.009220436	1.347087e-07	0.1	0.009220436	1.506496e-07	0.1
0.01086864	6.1911746562819e-06	0.1	0.01086864	8.896106e-08	0.1	0.01086864	2.1809e-07	0.1	0.01086864	3.190044e-07	0.1	0.01086864	2.85746496e-06	0.1	0.01086864	1.5353e-07	0.1	0.01086864	1.716981e-07	0.1
0.0129192	5.6557255154989e-06	0.1	0.0129192	1.014677e-07	0.1	0.0129192	2.487503e-07	0.1	0.0129192	3.638518e-07	0.1	0.0129192	3.2591824600000004e-06	0.1	0.0129192	1.751141e-07	0.1	0.0129192	1.958363e-07	0.1
0.01496976	5.1665846334564e-06	0.1	0.01496976	1.128927e-07	0.1	0.01496976	2.767589e-07	0.1	0.01496976	4.048205e-07	0.1	0.01496976	3.62615799e-06	0.1	0.01496976	1.948315e-07	0.1	0.01496976	2.17887e-07	0.1
0.01560769	5.023220166924399e-06	0.1	0.01560769	1.162413e-07	0.1	0.01560769	2.849681e-07	0.1	0.01560769	4.168283e-07	0.1	0.01560769	3.73371707e-06	0.1	0.01560769	2.006106e-07	0.1	0.01560769	2.243499e-07	0.1
0.01663066	4.801578376104001e-06	0.1	0.01663066	1.214182e-07	0.1	0.01663066	2.976596e-07	0.1	0.01663066	4.353923e-07	0.1	0.01663066	3.90000275e-06	0.1	0.01663066	2.09545e-07	0.1	0.01663066	2.343416e-07	0.1
0.01864529	4.393268978656799e-06	0.1	0.01864529	1.309553e-07	0.1	0.01864529	3.210398e-07	0.1	0.01864529	4.69591e-07	0.1	0.01864529	4.20633556e-06	0.1	0.01864529	2.260041e-07	0.1	0.01864529	2.527485e-07	0.1
0.02171697	3.8365472999282e-06	0.1	0.02171697	1.439588e-07	0.1	0.02171697	3.529182e-07	0.1	0.02171697	5.162202e-07	0.1	0.02171697	4.62401407e-06	0.1	0.02171697	2.484458e-07	0.1	0.02171697	2.778457e-07	0.1
0.02356682	3.535909838946e-06	0.1	0.02356682	1.509809e-07	0.1	0.02356682	3.70133e-07	0.1	0.02356682	5.414006e-07	0.1	0.02356682	4.84956598e-06	0.1	0.02356682	2.605645e-07	0.1	0.02356682	2.913986e-07	0.1
0.02411089	3.4520571470684e-06	0.1	0.02411089	1.529395e-07	0.1	0.02411089	3.749345e-07	0.1	0.02411089	5.484239e-07	0.1	0.02411089	4.91247684e-06	0.1	0.02411089	2.639447e-07	0.1	0.02411089	2.951788e-07	0.1
0.02501575	3.3169789226133003e-06	0.1	0.02501575	1.560946e-07	0.1	0.02501575	3.826693e-07	0.1	0.02501575	5.597376e-07	0.1	0.02501575	5.01381889e-06	0.1	0.02501575	2.693898e-07	0.1	0.02501575	3.012682e-07	0.1
0.02682547	3.06247099968e-06	0.1	0.02682547	1.620392e-07	0.1	0.02682547	3.972426e-07	0.1	0.02682547	5.810543e-07	0.1	0.02682547	5.20476273e-06	0.1	0.02682547	2.796491e-07	0.1	0.02682547	3.127415e-07	0.1
0.03008297	2.6525587625874e-06	0.1	0.03008297	1.716137e-07	0.1	0.03008297	4.207147e-07	0.1	0.03008297	6.153874e-07	0.1	0.03008297	5.51229858e-06	0.1	0.03008297	2.961728e-07	0.1	0.03008297	3.312206e-07	0.1
0.03361318	2.2700393167218e-06	0.1	0.03361318	1.805483e-07	0.1	0.03361318	4.426182e-07	0.1	0.03361318	6.474261e-07	0.1	0.03361318	5.7992834099999994e-06	0.1	0.03361318	3.115924e-07	0.1	0.03361318	3.484648e-07	0.1
0.03678648	1.9735116470895e-06	0.1	0.03678648	1.874744e-07	0.1	0.03678648	4.595978e-07	0.1	0.03678648	6.722624e-07	0.1	0.03678648	6.02175368e-06	0.1	0.03678648	3.235455e-07	0.1	0.03678648	3.618325e-07	0.1
0.03806758	1.8650762931639998e-06	0.1	0.03806758	1.900072e-07	0.1	0.03806758	4.658069e-07	0.1	0.03806758	6.813446e-07	0.1	0.03806758	6.10310768e-06	0.1	0.03806758	3.279166e-07	0.1	0.03806758	3.667208e-07	0.1
