Batch	m_SP	7	P2_L	R	W4_L	W3	P1	P3	P4											
3.048078e-11	9.6998160597576e-06	0.1	3.048078e-11	2.816827e-08	0.1	3.048078e-11	5.976396e-08	0.1	3.048078e-11	3.855229e-10	0.1	3.048078e-11	1.538376e-07	0.1	3.048078e-11	3.957846e-08	0.1	3.048078e-11	2.066712e-10	0.1
6.50783e-11	9.3892864546488e-06	0.1	6.50783e-11	5.917816e-08	0.1	6.50783e-11	1.25555e-07	0.1	6.50783e-11	8.099243e-10	0.1	6.50783e-11	3.231846e-07	0.1	6.50783e-11	8.314972e-08	0.1	6.50783e-11	4.34187e-10	0.1
1.457672e-10	8.7031699702992e-06	0.1	1.457672e-10	1.276991e-07	0.1	1.457672e-10	2.70923e-07	0.1	1.457672e-10	1.747651e-09	0.1	1.457672e-10	6.973443e-07	0.1	1.457672e-10	1.794273e-07	0.1	1.457672e-10	9.368998e-10	0.1
2.910072e-10	7.5921097661305e-06	0.1	2.910072e-10	2.38672e-07	0.1	2.910072e-10	5.063313e-07	0.1	2.910072e-10	3.266192e-09	0.1	2.910072e-10	1.303199e-06	0.1	2.910072e-10	3.353551e-07	0.1	2.910072e-10	1.751016e-09	0.1
4.305076e-10	6.6588068371166e-06	0.1	4.305076e-10	3.319048e-07	0.1	4.305076e-10	7.040845e-07	0.1	4.305076e-10	4.54182e-09	0.1	4.305076e-10	1.812083e-06	0.1	4.305076e-10	4.663577e-07	0.1	4.305076e-10	2.434934e-09	0.1
5.371922e-10	6.0232954728025e-06	0.1	5.371922e-10	3.953977e-07	0.1	5.371922e-10	8.387444e-07	0.1	5.371922e-10	5.410451e-09	0.1	5.371922e-10	2.158573e-06	0.1	5.371922e-10	5.555734e-07	0.1	5.371922e-10	2.900662e-09	0.1
6.838354e-10	5.2475883026930005e-06	0.1	6.838354e-10	4.729067e-07	0.1	6.838354e-10	1.003115e-06	0.1	6.838354e-10	6.470725e-09	0.1	6.838354e-10	2.581472e-06	0.1	6.838354e-10	6.644845e-07	0.1	6.838354e-10	3.469163e-09	0.1
8.911048e-10	4.3185690793644e-06	0.1	8.911048e-10	5.657504e-07	0.1	8.911048e-10	1.199981e-06	0.1	8.911048e-10	7.740596e-09	0.1	8.911048e-10	3.08791e-06	0.1	8.911048e-10	7.949447e-07	0.1	8.911048e-10	4.150082e-09	0.1
1.174329e-09	3.3092125841801e-06	0.1	1.174329e-09	6.666443e-07	0.1	1.174329e-09	1.413882e-06	0.1	1.174329e-09	9.120332e-09	0.1	1.174329e-09	3.63808e-06	0.1	1.174329e-09	9.367192e-07	0.1	1.174329e-09	4.88996e-09	0.1
1.457553e-09	2.5358561092088e-06	0.1	1.457553e-09	7.43966e-07	0.1	1.457553e-09	1.577779e-06	0.1	1.457553e-09	1.017751e-08	0.1	1.457553e-09	4.059565e-06	0.1	1.457553e-09	1.045372e-06	0.1	1.457553e-09	5.45691e-09	0.1
