Batch	m_SP	2	P2_L	W4_L	
2.564408e-11	9.7502970400212e-06	0.1	2.564408e-11	5.198726e-08	0.1
5.427256e-11	9.4798385553707e-06	0.1	5.427256e-11	1.087491e-07	0.1
1.229975e-10	8.8636946313168e-06	0.1	1.229975e-10	2.397006e-07	0.1
2.277482e-10	8.0075704351167e-06	0.1	2.277482e-10	4.25655e-07	0.1
2.927523e-10	7.5221407660032e-06	0.1	2.927523e-10	5.332935e-07	0.1
3.852708e-10	6.8858648190243e-06	0.1	3.852708e-10	6.769601e-07	0.1
5.211311e-10	6.0553895395371e-06	0.1	5.211311e-10	8.691948e-07	0.1
6.813001e-10	5.2133125269878e-06	0.1	6.813001e-10	1.070066e-06	0.1
8.689539e-10	4.3842142147759e-06	0.1	8.689539e-10	1.274309e-06	0.1
1.097835e-09	3.5594844345288e-06	0.1	1.097835e-09	1.484559e-06	0.1
1.326716e-09	2.8977542645423003e-06	0.1	1.326716e-09	1.658933e-06	0.1
1.555597e-09	2.3644810041968497e-06	0.1	1.555597e-09	1.803518e-06	0.1
1.784478e-09	1.93308532511184e-06	0.1	1.784478e-09	1.923363e-06	0.1
2.013359e-09	1.5829574837313197e-06	0.1	2.013359e-09	2.022665e-06	0.1
2.261315e-09	1.2767627925724e-06	0.1	2.261315e-09	2.111089e-06	0.1
2.537885e-09	1.00607233776394e-06	0.1	2.537885e-09	2.190546e-06	0.1
2.814454e-09	7.9376732646552e-07	0.1	2.814454e-09	2.253736e-06	0.1
3.114633e-09	6.1439697227685e-07	0.1	3.114633e-09	2.307723e-06	0.1
3.450226e-09	4.6188058269699006e-07	0.1	3.450226e-09	2.354042e-06	0.1
3.785819e-09	3.4750914749408e-07	0.1	3.785819e-09	2.388995e-06	0.1
4.164214e-09	2.52326891287806e-07	0.1	4.164214e-09	2.41818e-06	0.1
4.571142e-09	1.7896914400898102e-07	0.1	4.571142e-09	2.440668e-06	0.1
4.97807e-09	1.27019279576376e-07	0.1	4.97807e-09	2.456521e-06	0.1
