Batch	m_SP	7	W4_L	W3	R	P1	P2_L	P3	P4											
4.895644	0.989507374	0.1	4.895644	3.663774e-05	0.1	4.895644	4.684334e-09	0.1	4.895644	0.004383139	0.1	4.895644	1.5606098780000003e-08	0.1	4.895644	3.952242e-10	0.1	4.895644	7.493933e-13	0.1
5.491338	0.9883497870000001	0.1	5.491338	4.0977e-05	0.1	5.491338	4.680236e-09	0.1	5.491338	0.004960375	0.1	5.491338	1.559244546e-08	0.1	5.491338	3.948784e-10	0.1	5.491338	8.948995e-13	0.1
6.197804	0.9869793640000001	0.1	6.197804	4.609035e-05	0.1	6.197804	4.675384e-09	0.1	6.197804	0.005643661	0.1	6.197804	1.557627865e-08	0.1	6.197804	3.94469e-10	0.1	6.197804	1.062077e-12	0.1
7.110631	0.985213025	0.1	7.110631	5.26449e-05	0.1	7.110631	4.669129e-09	0.1	7.110631	0.006524465	0.1	7.110631	1.555543674e-08	0.1	7.110631	3.939413e-10	0.1	7.110631	1.26154e-12	0.1
8.411003	0.9827047210000001	0.1	8.411003	6.188105e-05	0.1	8.411003	4.660246e-09	0.1	8.411003	0.007775204	0.1	8.411003	1.55258478e-08	0.1	8.411003	3.931917e-10	0.1	8.411003	1.504898e-12	0.1
10.36717	0.978949353	0.1	10.36717	7.555383e-05	0.1	10.36717	4.646941e-09	0.1	10.36717	0.009647865	0.1	10.36717	1.5481519769999997e-08	0.1	10.36717	3.920692e-10	0.1	10.36717	1.788054e-12	0.1
13.72059	0.9725609139999999	0.1	13.72059	9.838634e-05	0.1	13.72059	4.624298e-09	0.1	13.72059	0.01283366	0.1	13.72059	1.540608465e-08	0.1	13.72059	3.901588e-10	0.1	13.72059	2.132906e-12	0.1
19.30962	0.9620502459999999	0.1	19.30962	0.0001347912	0.1	19.30962	4.587015e-09	0.1	19.30962	0.01807559	0.1	19.30962	1.528186761e-08	0.1	19.30962	3.870131e-10	0.1	19.30962	2.54833e-12	0.1
26.63271	0.948531102	0.1	26.63271	0.0001795151	0.1	26.63271	4.539006e-09	0.1	26.63271	0.02481853	0.1	26.63271	1.5121928659999997e-08	0.1	26.63271	3.829626e-10	0.1	26.63271	2.963369e-12	0.1
38.36972	0.9274416040000001	0.1	38.36972	0.0002446424	0.1	38.36972	4.463987e-09	0.1	38.36972	0.03533874	0.1	38.36972	1.487199649e-08	0.1	38.36972	3.766331e-10	0.1	38.36972	3.487457e-12	0.1
47.70918	0.911150145	0.1	47.70918	0.0002911577	0.1	47.70918	4.405927e-09	0.1	47.70918	0.04346674	0.1	47.70918	1.46785677e-08	0.1	47.70918	3.717345e-10	0.1	47.70918	3.281547e-12	0.1
52.23766	0.903401839	0.1	52.23766	0.0003121409	0.1	52.23766	4.378278e-09	0.1	52.23766	0.04733278	0.1	52.23766	1.458645304e-08	0.1	52.23766	3.694017e-10	0.1	52.23766	3.708977e-12	0.1
58.52853	0.8927976710000001	0.1	58.52853	0.0003396853	0.1	58.52853	4.340402e-09	0.1	58.52853	0.05262419	0.1	58.52853	1.446026537e-08	0.1	58.52853	3.66206e-10	0.1	58.52853	4.063817e-12	0.1
64.8194	0.8823746729999999	0.1	64.8194	0.0003654539	0.1	64.8194	4.30313e-09	0.1	64.8194	0.05782548	0.1	64.8194	1.4336098530000001e-08	0.1	64.8194	3.630613e-10	0.1	64.8194	4.206345e-12	0.1
77.40114	0.86205549	0.1	77.40114	0.0004120397	0.1	77.40114	4.230344e-09	0.1	77.40114	0.06796622	0.1	77.40114	1.4093606299999999e-08	0.1	77.40114	3.569203e-10	0.1	77.40114	4.446481e-12	0.1
92.22147	0.8389841	0.1	92.22147	0.0004592349	0.1	92.22147	4.147489e-09	0.1	92.22147	0.07948202	0.1	92.22147	1.381757391e-08	0.1	92.22147	3.499297e-10	0.1	92.22147	4.668431e-12	0.1
112.3995	0.808986196	0.1	112.3995	0.0005118641	0.1	112.3995	4.039404e-09	0.1	112.3995	0.09445726	0.1	112.3995	1.345748012e-08	0.1	112.3995	3.408103e-10	0.1	112.3995	4.891334e-12	0.1
140.5768	0.769621337	0.1	140.5768	0.0005666854	0.1	140.5768	3.896909e-09	0.1	140.5768	0.1141116	0.1	140.5768	1.2982760700000001e-08	0.1	140.5768	3.287878e-10	0.1	140.5768	5.092906e-12	0.1
168.754	0.732942431	0.1	168.754	0.0006041197	0.1	168.754	3.763398e-09	0.1	168.754	0.1324274	0.1	168.754	1.253796199e-08	0.1	168.754	3.175232e-10	0.1	168.754	5.205273e-12	0.1
196.9313	0.6986980340000001	0.1	196.9313	0.0006280337	0.1	196.9313	3.638035e-09	0.1	196.9313	0.1495289	0.1	196.9313	1.212030907e-08	0.1	196.9313	3.06946e-10	0.1	196.9313	5.255705e-12	0.1
