Batch	m_SP	5	W2	W1	Pr1	Pr2	Pr3							
71679330000000.0	0.9878173	0.1	71679330000000.0	0.01182508	0.1	71679330000000.0	0.0001788009	0.1	71679330000000.0	7.764662e-11	0.1	71679330000000.0	5.95372e-22	0.1
137215300000000.0	0.9768105	0.1	137215300000000.0	0.02250876	0.1	137215300000000.0	0.0003403434	0.1	137215300000000.0	1.477985e-10	0.1	137215300000000.0	1.073432e-21	0.1
255180100000000.0	0.9573108	0.1	255180100000000.0	0.04143609	0.1	255180100000000.0	0.0006265337	0.1	255180100000000.0	2.720804e-10	0.1	255180100000000.0	1.689954e-21	0.1
464895300000000.0	0.9236138	0.1	464895300000000.0	0.07414399	0.1	464895300000000.0	0.001121093	0.1	464895300000000.0	4.868491e-10	0.1	464895300000000.0	2.144575e-21	0.1
751304500000000.0	0.8795261	0.1	751304500000000.0	0.1169376	0.1	751304500000000.0	0.001768153	0.1	751304500000000.0	7.678433e-10	0.1	751304500000000.0	2.237988e-21	0.1
1134774000000000.0	0.8238144	0.1	1134774000000000.0	0.171014	0.1	1134774000000000.0	0.002585814	0.1	1134774000000000.0	1.122923e-09	0.1	1134774000000000.0	2.187959e-21	0.1
1672185000000000.0	0.7516903	0.1	1672185000000000.0	0.241021	0.1	1672185000000000.0	0.003644354	0.1	1672185000000000.0	1.582608e-09	0.1	1672185000000000.0	2.091967e-21	0.1
2248081000000000.0	0.6814652	0.1	2248081000000000.0	0.3091847	0.1	2248081000000000.0	0.004675022	0.1	2248081000000000.0	2.030189e-09	0.1	2248081000000000.0	1.991954e-21	0.1
2823977000000000.0	0.6178605	0.1	2823977000000000.0	0.3709225	0.1	2823977000000000.0	0.005608526	0.1	2823977000000000.0	2.435575e-09	0.1	2823977000000000.0	1.897085e-21	0.1
3470279000000000.0	0.5535793	0.1	3470279000000000.0	0.4333168	0.1	3470279000000000.0	0.006551959	0.1	3470279000000000.0	2.845273e-09	0.1	3470279000000000.0	1.796274e-21	0.1
4163520000000000.0	0.4920982	0.1	4163520000000000.0	0.4929932	0.1	4163520000000000.0	0.007454295	0.1	4163520000000000.0	3.237124e-09	0.1	4163520000000000.0	1.69438e-21	0.1
4856761000000000.0	0.4374894	0.1	4856761000000000.0	0.5459991	0.1	4856761000000000.0	0.008255769	0.1	4856761000000000.0	3.585175e-09	0.1	4856761000000000.0	1.598509e-21	0.1
5550002000000000.0	0.3889754	0.1	5550002000000000.0	0.593089	0.1	5550002000000000.0	0.008967791	0.1	5550002000000000.0	3.89438e-09	0.1	5550002000000000.0	1.508284e-21	0.1
6243243000000000.0	0.3458688	0.1	6243243000000000.0	0.6349303	0.1	6243243000000000.0	0.009600452	0.1	6243243000000000.0	4.169121e-09	0.1	6243243000000000.0	1.423349e-21	0.1
6936484000000000.0	0.3075611	0.1	6936484000000000.0	0.6721136	0.1	6936484000000000.0	0.01016268	0.1	6936484000000000.0	4.413276e-09	0.1	6936484000000000.0	1.343378e-21	0.1
7629725000000000.0	0.2735134	0.1	7629725000000000.0	0.7051618	0.1	7629725000000000.0	0.01066239	0.1	7629725000000000.0	4.630279e-09	0.1	7629725000000000.0	1.268063e-21	0.1
8322966000000000.0	0.2432485	0.1	8322966000000000.0	0.7345384	0.1	8322966000000000.0	0.01110657	0.1	8322966000000000.0	4.823174e-09	0.1	8322966000000000.0	1.197122e-21	0.1
9016207000000000.0	0.2163432	0.1	9016207000000000.0	0.7606539	0.1	9016207000000000.0	0.01150145	0.1	9016207000000000.0	4.994655e-09	0.1	9016207000000000.0	1.130289e-21	0.1
9709448000000000.0	0.1924224	0.1	9709448000000000.0	0.7838726	0.1	9709448000000000.0	0.01185253	0.1	9709448000000000.0	5.147115e-09	0.1	9709448000000000.0	1.067318e-21	0.1
1.040269e+16	0.1711532	0.1	1.040269e+16	0.8045175	0.1	1.040269e+16	0.01216469	0.1	1.040269e+16	5.282675e-09	0.1	1.040269e+16	1.007977e-21	0.1
1.109593e+16	0.1522402	0.1	1.109593e+16	0.8228752	0.1	1.109593e+16	0.01244227	0.1	1.109593e+16	5.403217e-09	0.1	1.109593e+16	9.520519e-22	0.1
1.178917e+16	0.1354214	0.1	1.178917e+16	0.8392003	0.1	1.178917e+16	0.01268911	0.1	1.178917e+16	5.510412e-09	0.1	1.178917e+16	8.993394e-22	0.1
1.248241e+16	0.120464	0.1	1.248241e+16	0.8537187	0.1	1.248241e+16	0.01290864	0.1	1.248241e+16	5.605743e-09	0.1	1.248241e+16	8.496506e-22	0.1
1.317565e+16	0.1071613	0.1	1.317565e+16	0.8666309	0.1	1.317565e+16	0.01310388	0.1	1.317565e+16	5.690528e-09	0.1	1.317565e+16	8.028083e-22	0.1
1.386889e+16	0.0953297	0.1	1.386889e+16	0.8781152	0.1	1.386889e+16	0.01327752	0.1	1.386889e+16	5.765937e-09	0.1	1.386889e+16	7.586459e-22	0.1
1.456214e+16	0.08480605	0.1	1.456214e+16	0.88833	0.1	1.456214e+16	0.01343198	0.1	1.456214e+16	5.83301e-09	0.1	1.456214e+16	7.170073e-22	0.1
1.525538e+16	0.07544543	0.1	1.525538e+16	0.8974158	0.1	1.525538e+16	0.01356936	0.1	1.525538e+16	5.89267e-09	0.1	1.525538e+16	6.777458e-22	0.1
1.594862e+16	0.06711903	0.1	1.594862e+16	0.9054978	0.1	1.594862e+16	0.01369156	0.1	1.594862e+16	5.945739e-09	0.1	1.594862e+16	6.407235e-22	0.1
1.664186e+16	0.05971238	0.1	1.664186e+16	0.9126871	0.1	1.664186e+16	0.01380027	0.1	1.664186e+16	5.992945e-09	0.1	1.664186e+16	6.058109e-22	0.1
1.73351e+16	0.05312371	0.1	1.73351e+16	0.9190823	0.1	1.73351e+16	0.01389697	0.1	1.73351e+16	6.034938e-09	0.1	1.73351e+16	5.728862e-22	0.1
1.802834e+16	0.04726254	0.1	1.802834e+16	0.9247715	0.1	1.802834e+16	0.01398299	0.1	1.802834e+16	6.072295e-09	0.1	1.802834e+16	5.418347e-22	0.1
1.872158e+16	0.04204844	0.1	1.872158e+16	0.9298325	0.1	1.872158e+16	0.01405951	0.1	1.872158e+16	6.105527e-09	0.1	1.872158e+16	5.125486e-22	0.1
1.941482e+16	0.0374099	0.1	1.941482e+16	0.9343349	0.1	1.941482e+16	0.01412759	0.1	1.941482e+16	6.135091e-09	0.1	1.941482e+16	4.849264e-22	0.1
2.010806e+16	0.0332833	0.1	2.010806e+16	0.9383404	0.1	2.010806e+16	0.01418816	0.1	2.010806e+16	6.161392e-09	0.1	2.010806e+16	4.588725e-22	0.1
2.08013e+16	0.0296121	0.1	2.08013e+16	0.9419038	0.1	2.08013e+16	0.01424204	0.1	2.08013e+16	6.18479e-09	0.1	2.08013e+16	4.34297e-22	0.1
2.149454e+16	0.026346	0.1	2.149454e+16	0.945074	0.1	2.149454e+16	0.01428997	0.1	2.149454e+16	6.205607e-09	0.1	2.149454e+16	4.11115e-22	0.1
2.218779e+16	0.02344026	0.1	2.218779e+16	0.9478945	0.1	2.218779e+16	0.01433262	0.1	2.218779e+16	6.224127e-09	0.1	2.218779e+16	3.892468e-22	0.1
2.288103e+16	0.0208551	0.1	2.288103e+16	0.9504038	0.1	2.288103e+16	0.01437056	0.1	2.288103e+16	6.240603e-09	0.1	2.288103e+16	3.686172e-22	0.1
2.357427e+16	0.01855513	0.1	2.357427e+16	0.9526362	0.1	2.357427e+16	0.01440431	0.1	2.357427e+16	6.255262e-09	0.1	2.357427e+16	3.491552e-22	0.1
2.426751e+16	0.01650887	0.1	2.426751e+16	0.9546224	0.1	2.426751e+16	0.01443435	0.1	2.426751e+16	6.268304e-09	0.1	2.426751e+16	3.307941e-22	0.1
2.507219e+16	0.014415	0.1	2.507219e+16	0.9566548	0.1	2.507219e+16	0.01446508	0.1	2.507219e+16	6.281649e-09	0.1	2.507219e+16	3.107789e-22	0.1
2.590474e+16	0.01252779	0.1	2.590474e+16	0.9584866	0.1	2.590474e+16	0.01449278	0.1	2.590474e+16	6.293677e-09	0.1	2.590474e+16	2.914445e-22	0.1
2.673728e+16	0.0108877	0.1	2.673728e+16	0.9600786	0.1	2.673728e+16	0.01451685	0.1	2.673728e+16	6.304131e-09	0.1	2.673728e+16	2.734129e-22	0.1
