Batch	m_SP	7	P2_L	R	W4_L	W3	P1	P3	P4											
1.502205e-11	9.717867338766e-06	0.1	1.502205e-11	8.584634e-10	0.1	1.502205e-11	2.5340735e-07	0.1	1.502205e-11	1.407543e-11	0.1	1.502205e-11	8.314439e-09	0.1	1.502205e-11	8.913282e-10	0.1	1.502205e-11	2.486682e-14	0.1
3.214504e-11	9.424452207186e-06	0.1	3.214504e-11	1.809276e-09	0.1	3.214504e-11	5.34065e-07	0.1	3.214504e-11	2.966332e-11	0.1	3.214504e-11	1.751629e-08	0.1	3.214504e-11	1.878541e-09	0.1	3.214504e-11	5.240869e-14	0.1
7.18181e-11	8.778244631596e-06	0.1	7.18181e-11	3.903547e-09	0.1	7.18181e-11	1.1522072199999999e-06	0.1	7.18181e-11	6.399096e-11	0.1	7.18181e-11	3.775786e-08	0.1	7.18181e-11	4.052989e-09	0.1	7.18181e-11	1.130727e-13	0.1
1.432296e-10	7.72476002920247e-06	0.1	1.432296e-10	7.318454e-09	0.1	1.432296e-10	2.1600315599999998e-06	0.1	1.432296e-10	1.199457e-10	0.1	1.432296e-10	7.068268e-08	0.1	1.432296e-10	7.598635e-09	0.1	1.432296e-10	2.11991e-13	0.1
2.327656e-10	6.58079542335323e-06	0.1	2.327656e-10	1.102771e-08	0.1	2.327656e-10	3.2545553e-06	0.1	2.327656e-10	1.806945e-10	0.1	2.327656e-10	1.063255e-07	0.1	2.327656e-10	1.144991e-08	0.1	2.327656e-10	3.194355e-13	0.1
3.290948e-10	5.5385932720375405e-06	0.1	3.290948e-10	1.440803e-08	0.1	3.290948e-10	4.2518498e-06	0.1	3.290948e-10	2.360276e-10	0.1	3.290948e-10	1.386908e-07	0.1	3.290948e-10	1.495965e-08	0.1	3.290948e-10	4.173516e-13	0.1
4.411142e-10	4.53246814229406e-06	0.1	4.411142e-10	1.767234e-08	0.1	4.411142e-10	5.2147548e-06	0.1	4.411142e-10	2.89434e-10	0.1	4.411142e-10	1.698308e-07	0.1	4.411142e-10	1.834894e-08	0.1	4.411142e-10	5.119071e-13	0.1
5.635936e-10	3.6404234619606004e-06	0.1	5.635936e-10	2.056743e-08	0.1	5.635936e-10	6.0686019e-06	0.1	5.635936e-10	3.367746e-10	0.1	5.635936e-10	1.973458e-07	0.1	5.635936e-10	2.135487e-08	0.1	5.635936e-10	5.957674e-13	0.1
6.86073e-10	2.9240174336547e-06	0.1	6.86073e-10	2.289316e-08	0.1	6.86073e-10	6.7544198e-06	0.1	6.86073e-10	3.747865e-10	0.1	6.86073e-10	2.193725e-07	0.1	6.86073e-10	2.376966e-08	0.1	6.86073e-10	6.631356e-13	0.1
8.085524e-10	2.3486467563771597e-06	0.1	8.085524e-10	2.476153e-08	0.1	8.085524e-10	7.3052896000000006e-06	0.1	8.085524e-10	4.053097e-10	0.1	8.085524e-10	2.370124e-07	0.1	8.085524e-10	2.570957e-08	0.1	8.085524e-10	7.172554e-13	0.1
