Batch	m_SP	5	Azln	N1a_L	N7a_L	Nphln	Flvln							
2.689153e-11	9.89237807523e-06	0.1	2.689153e-11	2.32677243e-15	0.1	2.689153e-11	1.07481404e-07	0.1	2.689153e-11	9.044272e-16	0.1	2.689153e-11	1.245528e-20	0.1
4.083339e-11	9.83708962812e-06	0.1	4.083339e-11	3.5232186400000003e-15	0.1	4.083339e-11	1.62768018e-07	0.1	4.083339e-11	1.733059e-15	0.1	4.083339e-11	1.88599e-20	0.1
6.070268e-11	9.75882841074e-06	0.1	6.070268e-11	5.2167919800000005e-15	0.1	6.070268e-11	2.41028369e-07	0.1	6.070268e-11	3.30319e-15	0.1	6.070268e-11	2.792566e-20	0.1
9.353213e-11	9.63088169022e-06	0.1	9.353213e-11	7.985563660000001e-15	0.1	9.353213e-11	3.6897435700000003e-07	0.1	9.353213e-11	6.887445e-15	0.1	9.353213e-11	4.274698e-20	0.1
1.567465e-10	9.38922010686e-06	0.1	1.567465e-10	1.3215107959999998e-14	0.1	1.567465e-10	6.1063376e-07	0.1	1.567465e-10	1.720697e-14	0.1	1.567465e-10	7.074092e-20	0.1
2.831753e-10	8.92393775973e-06	0.1	2.831753e-10	2.3283826000000002e-14	0.1	2.831753e-10	1.07591329e-06	0.1	2.831753e-10	5.093837e-14	0.1	2.831753e-10	1.246391e-19	0.1
4.889157e-10	8.215549843680001e-06	0.1	4.889157e-10	3.8613328200000006e-14	0.1	4.889157e-10	1.78429587e-06	0.1	4.889157e-10	1.411818e-13	0.1	4.889157e-10	2.066985e-19	0.1
7.662125e-10	7.3489255100100006e-06	0.1	7.662125e-10	5.73670926e-14	0.1	7.662125e-10	2.6509147599999996e-06	0.1	7.662125e-10	3.265462e-13	0.1	7.662125e-10	3.07088e-19	0.1
1.195696e-09	6.18359416344e-06	0.1	1.195696e-09	8.258485829999999e-14	0.1	1.195696e-09	3.81623809e-06	0.1	1.195696e-09	7.410884e-13	0.1	1.195696e-09	4.420796e-19	0.1
1.62518e-09	5.2030519689600005e-06	0.1	1.62518e-09	1.038038094e-13	0.1	1.62518e-09	4.7967739e-06	0.1	1.62518e-09	1.288027e-12	0.1	1.62518e-09	5.556654e-19	0.1
2.234069e-09	4.07336426595e-06	0.1	2.234069e-09	1.282502517e-13	0.1	2.234069e-09	5.9264542e-06	0.1	2.234069e-09	2.248487e-12	0.1	2.234069e-09	6.865281e-19	0.1
2.887809e-09	3.13197067998e-06	0.1	2.887809e-09	1.4862201030000002e-13	0.1	2.887809e-09	6.8678405e-06	0.1	2.887809e-09	3.470317e-12	0.1	2.887809e-09	7.955788e-19	0.1
3.54155e-09	2.4081429183299997e-06	0.1	3.54155e-09	1.64285693e-13	0.1	3.54155e-09	7.591665e-06	0.1	3.54155e-09	4.842249e-12	0.1	3.54155e-09	8.794268e-19	0.1
4.19529e-09	1.85159848383e-06	0.1	4.19529e-09	1.76329286e-13	0.1	4.19529e-09	8.1482048e-06	0.1	4.19529e-09	6.326907e-12	0.1	4.19529e-09	9.438967e-19	0.1
4.849031e-09	1.4236757631e-06	0.1	4.849031e-09	1.8558951e-13	0.1	4.849031e-09	8.576124500000001e-06	0.1	4.849031e-09	7.895569e-12	0.1	4.849031e-09	9.934671e-19	0.1
5.502771e-09	1.0946510533800002e-06	0.1	5.502771e-09	1.92709577e-13	0.1	5.502771e-09	8.9051473e-06	0.1	5.502771e-09	9.526166e-12	0.1	5.502771e-09	1.031581e-18	0.1
6.156512e-09	8.41666783248e-07	0.1	6.156512e-09	1.98184202e-13	0.1	6.156512e-09	9.1581304e-06	0.1	6.156512e-09	1.120175e-11	0.1	6.156512e-09	1.060887e-18	0.1
6.810252e-09	6.471496284390001e-07	0.1	6.810252e-09	2.0239356999999998e-13	0.1	6.810252e-09	9.3526459e-06	0.1	6.810252e-09	1.29093e-11	0.1	6.810252e-09	1.08342e-18	0.1
7.463993e-09	4.97587224078e-07	0.1	7.463993e-09	2.0563004e-13	0.1	7.463993e-09	9.502207200000001e-06	0.1	7.463993e-09	1.463883e-11	0.1	7.463993e-09	1.100745e-18	0.1
8.143966e-09	3.7857671419500004e-07	0.1	8.143966e-09	2.08205416e-13	0.1	8.143966e-09	9.6212168e-06	0.1	8.143966e-09	1.645284e-11	0.1	8.143966e-09	1.114531e-18	0.1
8.928867e-09	2.76133638636e-07	0.1	8.928867e-09	2.1042227899999998e-13	0.1	8.928867e-09	9.7236588e-06	0.1	8.928867e-09	1.855753e-11	0.1	8.928867e-09	1.126398e-18	0.1
9.713768e-09	2.0141168586300002e-07	0.1	9.713768e-09	2.12039334e-13	0.1	9.713768e-09	9.798380100000001e-06	0.1	9.713768e-09	2.06666e-11	0.1	9.713768e-09	1.135054e-18	0.1
1.049867e-08	1.4690953089000002e-07	0.1	1.049867e-08	2.13218706e-13	0.1	1.049867e-08	9.8528823e-06	0.1	1.049867e-08	2.27746e-11	0.1	1.049867e-08	1.141367e-18	0.1
1.137837e-08	1.0314866850300001e-07	0.1	1.137837e-08	2.14165719e-13	0.1	1.137837e-08	9.8966428e-06	0.1	1.137837e-08	2.513109e-11	0.1	1.137837e-08	1.146437e-18	0.1
