Batch	m_SP	4	T1a_L	T4a_L	N1a_L	N7a_L					
0.0	0.9999999399999999	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
7.202298e-14	0.99999254	0.1	7.202298e-14	1.76876865e-10	0.1	7.202298e-14	4.22896009e-08	0.1	7.202298e-14	2.4392260000000002e-11	0.1
4.543826e-12	0.9995254699999999	0.1	4.543826e-12	1.116983679e-08	0.1	4.543826e-12	2.66703884e-06	0.1	4.543826e-12	1.5390567e-09	0.1
1.645432e-11	0.99828325	0.1	1.645432e-11	4.0555132809999996e-08	0.1	1.645432e-11	9.6488261e-06	0.1	1.645432e-11	5.5751199000000005e-09	0.1
3.513566e-11	0.99634033	0.1	3.513566e-11	8.695524178e-08	0.1	3.513566e-11	2.05729057e-05	0.1	3.513566e-11	1.1910928699999999e-08	0.1
7.914591e-11	0.99178782	0.1	7.914591e-11	1.977599869e-07	0.1	7.914591e-11	4.61804004e-05	0.1	7.914591e-11	2.6863259e-08	0.1
1.583644e-10	0.98368048	0.1	1.583644e-10	4.0247241409999997e-07	0.1	1.583644e-10	9.1827476e-05	0.1	1.583644e-10	5.3872795e-08	0.1
2.33923e-10	0.97604925	0.1	2.33923e-10	6.039977723e-07	0.1	2.33923e-10	0.000134840887	0.1	2.33923e-10	7.975301e-08	0.1
2.907888e-10	0.97036966	0.1	2.907888e-10	7.596789877e-07	0.1	2.907888e-10	0.000166881618	0.1	2.907888e-10	9.930968e-08	0.1
3.682685e-10	0.9627171099999999	0.1	3.682685e-10	9.773048276999999e-07	0.1	3.682685e-10	0.000210087737	0.1	3.682685e-10	1.26068535e-07	0.1
4.791061e-10	0.95193769	0.1	4.791061e-10	1.299586941e-06	0.1	4.791061e-10	0.00027101364899999997	0.1	4.791061e-10	1.6458228e-07	0.1
6.322502e-10	0.93735769	0.1	6.322502e-10	1.7658668489999998e-06	0.1	6.322502e-10	0.000353535809	0.1	6.322502e-10	2.1826969e-07	0.1
7.853943e-10	0.9231278599999999	0.1	7.853943e-10	2.256130986e-06	0.1	7.853943e-10	0.000434198966	0.1	7.853943e-10	2.7253132000000004e-07	0.1
9.385385e-10	0.90923407	0.1	9.385385e-10	2.7699696e-06	0.1	9.385385e-10	0.000513071096	0.1	9.385385e-10	3.2739259e-07	0.1
1.091683e-09	0.89566384	0.1	1.091683e-09	3.306963174e-06	0.1	1.091683e-09	0.0005902164370000001	0.1	1.091683e-09	3.8287632000000004e-07	0.1
1.244827e-09	0.8824061599999999	0.1	1.244827e-09	3.866687316e-06	0.1	1.244827e-09	0.0006656953600000001	0.1	1.244827e-09	4.3900396999999995e-07	0.1
1.397971e-09	0.86944995	0.1	1.397971e-09	4.4487129170000004e-06	0.1	1.397971e-09	0.0007395655699999999	0.1	1.397971e-09	4.9579501e-07	0.1
1.557442e-09	0.85626926	0.1	1.557442e-09	5.0780237e-06	0.1	1.557442e-09	0.00081483655	0.1	1.557442e-09	5.5565701e-07	0.1
1.74222e-09	0.84137963	0.1	1.74222e-09	5.836225833e-06	0.1	1.74222e-09	0.000900023	0.1	1.74222e-09	6.259686e-07	0.1
1.926999e-09	0.82688709	0.1	1.926999e-09	6.6248674640000004e-06	0.1	1.926999e-09	0.00098311356	0.1	1.926999e-09	6.973263e-07	0.1
2.111777e-09	0.81277782	0.1	2.111777e-09	7.443204394000001e-06	0.1	2.111777e-09	0.00106419134	0.1	2.111777e-09	7.6975625e-07	0.1
2.326911e-09	0.79681618	0.1	2.326911e-09	8.432414342e-06	0.1	2.326911e-09	0.0011561574	0.1	2.326911e-09	8.5546792e-07	0.1
2.549634e-09	0.78079965	0.1	2.549634e-09	9.496660064000001e-06	0.1	2.549634e-09	0.0012487318799999998	0.1	2.549634e-09	9.4580689e-07	0.1
2.772356e-09	0.7652802	0.1	2.772356e-09	1.0600517908000001e-05	0.1	2.772356e-09	0.00133874814	0.1	2.772356e-09	1.0378142100000001e-06	0.1
3.039811e-09	0.74727332	0.1	3.039811e-09	1.1976711913999999e-05	0.1	3.039811e-09	0.0014436280900000003	0.1	3.039811e-09	1.15055319e-06	0.1
3.307266e-09	0.72992466	0.1	3.307266e-09	1.3406237511000002e-05	0.1	3.307266e-09	0.0015451808299999999	0.1	3.307266e-09	1.2658025400000001e-06	0.1
3.607325e-09	0.7112081440000001	0.1	3.607325e-09	1.5071062039e-05	0.1	3.607325e-09	0.0016553728400000001	0.1	3.607325e-09	1.39815214e-06	0.1
3.92912e-09	0.691971434	0.1	3.92912e-09	1.6925264910999998e-05	0.1	3.92912e-09	0.00176941362	0.1	3.92912e-09	1.5437454200000002e-06	0.1
4.290071e-09	0.6713689469999999	0.1	4.290071e-09	1.908596864e-05	0.1	4.290071e-09	0.0018925687900000002	0.1	4.290071e-09	1.7116506e-06	0.1
4.677128e-09	0.650357764	0.1	4.677128e-09	2.149329907e-05	0.1	4.677128e-09	0.00201942325	0.1	4.677128e-09	1.8971999e-06	0.1
5.11722e-09	0.627743724	0.1	5.11722e-09	2.4337971310000002e-05	0.1	5.11722e-09	0.0021576082	0.1	5.11722e-09	2.1152239e-06	0.1
5.59267e-09	0.6047387799999999	0.1	5.59267e-09	2.753219957e-05	0.1	5.59267e-09	0.00230025038	0.1	5.59267e-09	2.3593498e-06	0.1
6.148324e-09	0.5795936469999999	0.1	6.148324e-09	3.141422634e-05	0.1	6.148324e-09	0.00245899994	0.1	6.148324e-09	2.6561595e-06	0.1
6.724028e-09	0.555366051	0.1	6.724028e-09	3.55939249e-05	0.1	6.724028e-09	0.00261531175	0.1	6.724028e-09	2.9769787e-06	0.1
