Batch	m_SP	5	Nphln	N1a_L	N7a_L	Flvln	Azln							
2.319986e-06	9.899541003600001e-06	0.1	2.319986e-06	4.32762159e-17	0.1	2.319986e-06	3.6281976962e-08	0.1	2.319986e-06	1.582256e-20	0.1	2.319986e-06	5.716236e-17	0.1
4.674385e-06	9.86281937082e-06	0.1	4.674385e-06	8.70848294e-17	0.1	4.674385e-06	7.3242141823e-08	0.1	4.674385e-06	3.193952e-20	0.1	4.674385e-06	1.153937e-16	0.1
9.383183e-06	9.78978410118e-06	0.1	9.383183e-06	1.7421516e-16	0.1	9.383183e-06	1.4675166749e-07	0.1	9.383183e-06	6.39943e-20	0.1	9.383183e-06	2.312092e-16	0.1
1.880078e-05	9.64533254571e-06	0.1	1.880078e-05	3.4654484499999997e-16	0.1	1.880078e-05	2.9214178133000004e-07	0.1	1.880078e-05	1.273935e-19	0.1	1.880078e-05	4.602737e-16	0.1
3.494523e-05	9.40264097265e-06	0.1	3.494523e-05	6.360722219999999e-16	0.1	3.494523e-05	5.364082981999999e-07	0.1	3.494523e-05	2.339091e-19	0.1	3.494523e-05	8.451197e-16	0.1
6.185265e-05	9.01165088259e-06	0.1	6.185265e-05	1.102519719e-15	0.1	6.185265e-05	9.2993775971e-07	0.1	6.185265e-05	4.055127e-19	0.1	6.185265e-05	1.465132e-15	0.1
0.0001156675	8.27776822149e-06	0.1	0.0001156675	1.9780324e-15	0.1	0.0001156675	1.6685848666000002e-06	0.1	0.0001156675	7.276093e-19	0.1	0.0001156675	2.628882e-15	0.1
0.0002062983	7.174377255510001e-06	0.1	0.0002062983	3.29436619e-15	0.1	0.0002062983	2.7791400779999997e-06	0.1	0.0002062983	1.211881e-18	0.1	0.0002062983	4.378581e-15	0.1
0.0003114849	6.07682623113e-06	0.1	0.0003114849	4.6037307399999994e-15	0.1	0.0003114849	3.8838175406000005e-06	0.1	0.0003114849	1.69359e-18	0.1	0.0003114849	6.119018e-15	0.1
0.0004380789	4.9761602379e-06	0.1	0.0004380789	5.91681447e-15	0.1	0.0004380789	4.9916308133e-06	0.1	0.0004380789	2.176666e-18	0.1	0.0004380789	7.864397e-15	0.1
0.0005646729	4.07485225107e-06	0.1	0.0005646729	6.9920633700000004e-15	0.1	0.0005646729	5.8987909868e-06	0.1	0.0005646729	2.572245e-18	0.1	0.0005646729	9.293643e-15	0.1
0.0006912669	3.3367936317300004e-06	0.1	0.0006912669	7.87255973e-15	0.1	0.0006912669	6.641640818800001e-06	0.1	0.0006912669	2.896175e-18	0.1	0.0006912669	1.046402e-14	0.1
0.0008178609	2.7324156755700003e-06	0.1	0.0008178609	8.593574640000001e-15	0.1	0.0008178609	7.2499426024e-06	0.1	0.0008178609	3.161433e-18	0.1	0.0008178609	1.142241e-14	0.1
0.0009444549	2.23750662471e-06	0.1	0.0009444549	9.183996800000002e-15	0.1	0.0009444549	7.748065910799999e-06	0.1	0.0009444549	3.378646e-18	0.1	0.0009444549	1.220721e-14	0.1
0.001081337	1.8027239725800001e-06	0.1	0.001081337	9.702686920000001e-15	0.1	0.001081337	8.185671293799999e-06	0.1	0.001081337	3.569469e-18	0.1	0.001081337	1.289666e-14	0.1
0.001233651	1.4174748251100002e-06	0.1	0.001233651	1.0162284410000002e-14	0.1	0.001233651	8.573421711499999e-06	0.1	0.001233651	3.738553e-18	0.1	0.001233651	1.350757e-14	0.1
0.001385965	1.11455485434e-06	0.1	0.001385965	1.0523664529999999e-14	0.1	0.001385965	8.878308722000001e-06	0.1	0.001385965	3.871503e-18	0.1	0.001385965	1.398792e-14	0.1
0.001538278	8.76369736215e-07	0.1	0.001538278	1.080781613e-14	0.1	0.001538278	9.118040437300001e-06	0.1	0.001538278	3.976041e-18	0.1	0.001538278	1.436562e-14	0.1
0.001690592	6.89086009071e-07	0.1	0.001690592	1.103124377e-14	0.1	0.001690592	9.3065401675e-06	0.1	0.001690592	4.058239e-18	0.1	0.001690592	1.466261e-14	0.1
0.0018618	5.25905040897e-07	0.1	0.0018618	1.122591702e-14	0.1	0.0018618	9.4707806634e-06	0.1	0.0018618	4.129858e-18	0.1	0.0018618	1.492137e-14	0.1
0.002045604	3.93465265308e-07	0.1	0.002045604	1.138391656e-14	0.1	0.002045604	9.604080192199999e-06	0.1	0.002045604	4.187985e-18	0.1	0.002045604	1.513139e-14	0.1
0.002229408	2.9437805619000003e-07	0.1	0.002229408	1.150212605e-14	0.1	0.002229408	9.7038104443e-06	0.1	0.002229408	4.231474e-18	0.1	0.002229408	1.528851e-14	0.1
0.002413212	2.20244197536e-07	0.1	0.002413212	1.1590567080000001e-14	0.1	0.002413212	9.7784257939e-06	0.1	0.002413212	4.264011e-18	0.1	0.002413212	1.540607e-14	0.1
0.002619888	1.58936710617e-07	0.1	0.002619888	1.1663705850000001e-14	0.1	0.002619888	9.840131414e-06	0.1	0.002619888	4.290918e-18	0.1	0.002619888	1.550329e-14	0.1
0.002841812	1.11967380315e-07	0.1	0.002841812	1.1719739979999999e-14	0.1	0.002841812	9.8874053835e-06	0.1	0.002841812	4.311533e-18	0.1	0.002841812	1.557777e-14	0.1
