Batch	m_SP	2	P2_L	W4_L	
2.156023e-13	9.815579702882299e-06	0.1	2.156023e-13	9.904926e-08	0.1
5.206509e-13	9.5609948201413e-06	0.1	5.206509e-13	2.366742e-07	0.1
1.184867e-12	9.030309680992101e-06	0.1	1.184867e-12	5.263791e-07	0.1
2.295128e-12	8.2109738504542e-06	0.1	2.295128e-12	9.814061e-07	0.1
3.76823e-12	7.2419116408833e-06	0.1	3.76823e-12	1.53235e-06	0.1
5.771804e-12	6.1110308322707e-06	0.1	5.771804e-12	2.193995e-06	0.1
7.775378e-12	5.162156495011201e-06	0.1	7.775378e-12	2.765922e-06	0.1
1.050058e-11	4.1094595899000005e-06	0.1	1.050058e-11	3.419935e-06	0.1
1.340618e-11	3.2274270267723e-06	0.1	1.340618e-11	3.985187e-06	0.1
1.631179e-11	2.5380416389626e-06	0.1	1.631179e-11	4.438989e-06	0.1
1.921739e-11	1.99803314380564e-06	0.1	1.921739e-11	4.802464e-06	0.1
2.2123e-11	1.5742632485460298e-06	0.1	2.2123e-11	5.093005e-06	0.1
2.502861e-11	1.2412186513144e-06	0.1	2.502861e-11	5.324841e-06	0.1
2.80519e-11	9.698119998396e-07	0.1	2.80519e-11	5.51618e-06	0.1
3.154593e-11	7.2960767270928e-07	0.1	3.154593e-11	5.687418e-06	0.1
3.503996e-11	5.4915930429007e-07	0.1	3.503996e-11	5.817267e-06	0.1
3.853399e-11	4.1349672395024e-07	0.1	3.853399e-11	5.915578e-06	0.1
4.276326e-11	2.9342883360461996e-07	0.1	4.276326e-11	6.003057e-06	0.1
4.699253e-11	2.08320115195234e-07	0.1	4.699253e-11	6.065287e-06	0.1
5.12218e-11	1.4797350254097e-07	0.1	5.12218e-11	6.109462e-06	0.1
