Batch	m_SP	7	P2_L	R	W4_L	W3	P1	P3	P4											
3.479253e-12	9.7402652167339e-06	0.1	3.479253e-12	2.910441e-08	0.1	3.479253e-12	3.331148e-08	0.1	3.479253e-12	3.476569e-10	0.1	3.479253e-12	1.219618e-07	0.1	3.479253e-12	5.628882e-08	0.1	3.479253e-12	5.146653e-10	0.1
7.661078e-12	9.4576920049548e-06	0.1	7.661078e-12	6.315652e-08	0.1	7.661078e-12	7.228384e-08	0.1	7.661078e-12	7.543786e-10	0.1	7.661078e-12	2.646362e-07	0.1	7.661078e-12	1.221473e-07	0.1	7.661078e-12	1.116778e-09	0.1
1.581644e-11	8.9300270376534e-06	0.1	1.581644e-11	1.26752e-07	0.1	1.581644e-11	1.450623e-07	0.1	1.581644e-11	1.513862e-09	0.1	1.581644e-11	5.31033e-07	0.1	1.581644e-11	2.451458e-07	0.1	1.581644e-11	2.241148e-09	0.1
3.031486e-11	8.0637100457228e-06	0.1	3.031486e-11	2.31186e-07	0.1	3.031486e-11	2.645588e-07	0.1	3.031486e-11	2.760744e-09	0.1	3.031486e-11	9.683211e-07	0.1	3.031486e-11	4.47135e-07	0.1	3.031486e-11	4.08716e-09	0.1
5.031603e-11	7.0050232871632e-06	0.1	5.031603e-11	3.588525e-07	0.1	5.031603e-11	4.10607e-07	0.1	5.031603e-11	4.284443e-09	0.1	5.031603e-11	1.502567e-06	0.1	5.031603e-11	6.940685e-07	0.1	5.031603e-11	6.343143e-09	0.1
7.782976e-11	5.7722955431724e-06	0.1	7.782976e-11	5.075707e-07	0.1	7.782976e-11	5.806901e-07	0.1	7.782976e-11	6.058541e-09	0.1	7.782976e-11	2.124423e-06	0.1	7.782976e-11	9.817353e-07	0.1	7.782976e-11	8.970079e-09	0.1
1.053435e-10	4.7567761645329e-06	0.1	1.053435e-10	6.301424e-07	0.1	1.053435e-10	7.208273e-07	0.1	1.053435e-10	7.51996e-09	0.1	1.053435e-10	2.636509e-06	0.1	1.053435e-10	1.21884e-06	0.1	1.053435e-10	1.113422e-08	0.1
1.467108e-10	3.556372645008e-06	0.1	1.467108e-10	7.751073e-07	0.1	1.467108e-10	8.865088e-07	0.1	1.467108e-10	9.24734e-09	0.1	1.467108e-10	3.241564e-06	0.1	1.467108e-10	1.499281e-06	0.1	1.467108e-10	1.369248e-08	0.1
1.880782e-10	2.6591885823516e-06	0.1	1.880782e-10	8.835187e-07	0.1	1.880782e-10	1.010365e-06	0.1	1.880782e-10	1.05383e-08	0.1	1.880782e-10	3.693565e-06	0.1	1.880782e-10	1.709022e-06	0.1	1.880782e-10	1.560461e-08	0.1
2.294456e-10	1.9885372853249995e-06	0.1	2.294456e-10	9.646004e-07	0.1	2.294456e-10	1.102965e-06	0.1	2.294456e-10	1.150324e-08	0.1	2.294456e-10	4.031294e-06	0.1	2.294456e-10	1.865899e-06	0.1	2.294456e-10	1.7034e-08	0.1
2.708129e-10	1.48715587400445e-06	0.1	2.708129e-10	1.025247e-06	0.1	2.708129e-10	1.172205e-06	0.1	2.708129e-10	1.22246e-08	0.1	2.708129e-10	4.283684e-06	0.1	2.708129e-10	1.983244e-06	0.1	2.708129e-10	1.810267e-08	0.1
3.121803e-10	1.1122780361868e-06	0.1	3.121803e-10	1.070611e-06	0.1	3.121803e-10	1.223983e-06	0.1	3.121803e-10	1.276392e-08	0.1	3.121803e-10	4.472328e-06	0.1	3.121803e-10	2.071024e-06	0.1	3.121803e-10	1.890173e-08	0.1
3.535476e-10	8.319568181602599e-07	0.1	3.535476e-10	1.104545e-06	0.1	3.535476e-10	1.262706e-06	0.1	3.535476e-10	1.316719e-08	0.1	3.535476e-10	4.613346e-06	0.1	3.535476e-10	2.136691e-06	0.1	3.535476e-10	1.949927e-08	0.1
3.94915e-10	6.2232268142508e-07	0.1	3.94915e-10	1.129932e-06	0.1	3.94915e-10	1.291668e-06	0.1	3.94915e-10	1.346876e-08	0.1	3.94915e-10	4.718776e-06	0.1	3.94915e-10	2.185818e-06	0.1	3.94915e-10	1.994614e-08	0.1
4.362824e-10	4.65537942255e-07	0.1	4.362824e-10	1.148924e-06	0.1	4.362824e-10	1.313331e-06	0.1	4.362824e-10	1.36943e-08	0.1	4.362824e-10	4.797607e-06	0.1	4.362824e-10	2.222573e-06	0.1	4.362824e-10	2.028036e-08	0.1
4.843803e-10	3.3220896234239997e-07	0.1	4.843803e-10	1.16508e-06	0.1	4.843803e-10	1.331754e-06	0.1	4.843803e-10	1.388609e-08	0.1	4.843803e-10	4.864629e-06	0.1	4.843803e-10	2.25384e-06	0.1	4.843803e-10	2.056459e-08	0.1
5.341609e-10	2.3429808466038e-07	0.1	5.341609e-10	1.176948e-06	0.1	5.341609e-10	1.345285e-06	0.1	5.341609e-10	1.402692e-08	0.1	5.341609e-10	4.913836e-06	0.1	5.341609e-10	2.276808e-06	0.1	5.341609e-10	2.077333e-08	0.1
5.839415e-10	1.65253436772725e-07	0.1	5.839415e-10	1.185319e-06	0.1	5.839415e-10	1.354828e-06	0.1	5.839415e-10	1.412624e-08	0.1	5.839415e-10	4.948528e-06	0.1	5.839415e-10	2.29301e-06	0.1	5.839415e-10	2.092053e-08	0.1
6.397023e-10	1.11774711425832e-07	0.1	6.397023e-10	1.191804e-06	0.1	6.397023e-10	1.36222e-06	0.1	6.397023e-10	1.420316e-08	0.1	6.397023e-10	4.975394e-06	0.1	6.397023e-10	2.305562e-06	0.1	6.397023e-10	2.103455e-08	0.1
