Batch	m_SP	4	N1a_L	T1a_L	T4a_L	N7a_L					
9.394359e-12	9.7406478531466e-06	0.1	9.394359e-12	2.48997077e-07	0.1	9.394359e-12	2.1684582049999998e-13	0.1	9.394359e-12	8.069238900000001e-22	0.1
2.011598e-11	9.4530781046566e-06	0.1	2.011598e-11	5.252977709999999e-07	0.1	2.011598e-11	4.574794793e-13	0.1	2.011598e-11	3.6154424e-21	0.1
4.490109e-11	8.82038458878e-06	0.1	4.490109e-11	1.13319848e-06	0.1	4.490109e-11	9.869459398e-13	0.1	4.490109e-11	1.70829721e-20	0.1
8.951429e-11	7.786338441451504e-06	0.1	8.951429e-11	2.12672352e-06	0.1	8.951429e-11	1.8524140960000003e-12	0.1	8.951429e-11	6.1783868e-20	0.1
1.456859e-10	6.6550147715143465e-06	0.1	1.456859e-10	3.2137148100000004e-06	0.1	1.456859e-10	2.7995373290000004e-12	0.1	1.456859e-10	1.4563531600000002e-19	0.1
2.062583e-10	5.618532923342316e-06	0.1	2.062583e-10	4.2095799100000005e-06	0.1	2.062583e-10	3.667549324999999e-12	0.1	2.062583e-10	2.5808694e-19	0.1
2.766516e-10	4.615047442158506e-06	0.1	2.766516e-10	5.17374068e-06	0.1	2.766516e-10	4.508299727000001e-12	0.1	2.766516e-10	4.0376866e-19	0.1
3.535921e-10	3.7220533670032097e-06	0.1	3.535921e-10	6.0317386000000005e-06	0.1	3.535921e-10	5.256924394000001e-12	0.1	3.535921e-10	5.6855376e-19	0.1
4.305326e-10	3.0018523701598277e-06	0.1	4.305326e-10	6.7237129e-06	0.1	4.305326e-10	5.861153528e-12	0.1	4.305326e-10	7.2974212e-19	0.1
5.074731e-10	2.4210096715059745e-06	0.1	5.074731e-10	7.2817865e-06	0.1	5.074731e-10	6.348924002e-12	0.1	5.074731e-10	8.8155266e-19	0.1
5.875372e-10	1.9355861918026545e-06	0.1	5.875372e-10	7.7481777e-06	0.1	5.875372e-10	6.757050461000001e-12	0.1	5.875372e-10	1.02626137e-18	0.1
6.800961e-10	1.4943867623328902e-06	0.1	6.800961e-10	8.1720737e-06	0.1	6.800961e-10	7.128601859e-12	0.1	6.800961e-10	1.17488279e-18	0.1
7.726549e-10	1.153755605285752e-06	0.1	7.726549e-10	8.4993408e-06	0.1	7.726549e-10	7.416103187e-12	0.1	7.726549e-10	1.30338672e-18	0.1
8.652138e-10	8.90769432932858e-07	0.1	8.652138e-10	8.7520003e-06	0.1	8.652138e-10	7.638711313000001e-12	0.1	8.652138e-10	1.41290397e-18	0.1
9.577726e-10	6.8772917003872e-07	0.1	9.577726e-10	8.9470622e-06	0.1	9.577726e-10	7.811218393e-12	0.1	9.577726e-10	1.5052076199999999e-18	0.1
1.065252e-09	5.092845014842216e-07	0.1	1.065252e-09	9.1184863e-06	0.1	1.065252e-09	7.963621603e-12	0.1	1.065252e-09	1.5934606e-18	0.1
1.17646e-09	3.732303262460179e-07	0.1	1.17646e-09	9.2491788e-06	0.1	1.17646e-09	8.080704701999999e-12	0.1	1.17646e-09	1.666565e-18	0.1
1.287669e-09	2.73523330010236e-07	0.1	1.287669e-09	9.344947799999999e-06	0.1	1.287669e-09	8.167407533e-12	0.1	1.287669e-09	1.7243391e-18	0.1
1.398878e-09	2.0045305107433582e-07	0.1	1.398878e-09	9.4151218e-06	0.1	1.398878e-09	8.231844318e-12	0.1	1.398878e-09	1.7696149e-18	0.1
1.53352e-09	1.3759096908696958e-07	0.1	1.53352e-09	9.4754808e-06	0.1	1.53352e-09	8.288454065e-12	0.1	1.53352e-09	1.8111203e-18	0.1
