Batch	m_SP	4	Pr2	W1	Pr1	Pr3					
10907.21	9.8520164936284e-06	0.1	10907.21	8.292691e-08	0.1	10907.21	4.86544e-08	0.1	10907.21	1.630383e-08	0.1
28042.59	9.6240938332416e-06	0.1	28042.59	2.107365e-07	0.1	28042.59	1.236421e-07	0.1	28042.59	4.143181e-08	0.1
58815.67	9.227928951352798e-06	0.1	58815.67	4.328896e-07	0.1	58815.67	2.539825e-07	0.1	58815.67	8.510817e-08	0.1
111348.4	8.588949956165401e-06	0.1	111348.4	7.912027e-07	0.1	111348.4	4.642099e-07	0.1	111348.4	1.555542e-07	0.1
198165.8	7.628465085961e-06	0.1	198165.8	1.329804e-06	0.1	198165.8	7.802149e-07	0.1	198165.8	2.614458e-07	0.1
322936.1	6.4330863753324e-06	0.1	322936.1	2.000124e-06	0.1	322936.1	1.173501e-06	0.1	322936.1	3.932339e-07	0.1
457194.5	5.355167737216e-06	0.1	457194.5	2.604578e-06	0.1	457194.5	1.528143e-06	0.1	457194.5	5.120726e-07	0.1
633242.2	4.2105233678e-06	0.1	633242.2	3.24645e-06	0.1	633242.2	1.904738e-06	0.1	633242.2	6.382676e-07	0.1
837149.4	3.186926569416e-06	0.1	837149.4	3.820444e-06	0.1	837149.4	2.241509e-06	0.1	837149.4	7.511175e-07	0.1
1041057.0	2.4121719176868e-06	0.1	1041057.0	4.254897e-06	0.1	1041057.0	2.496409e-06	0.1	1041057.0	8.365331e-07	0.1
1244964.0	1.8257631692832002e-06	0.1	1244964.0	4.583733e-06	0.1	1244964.0	2.689341e-06	0.1	1244964.0	9.011838e-07	0.1
1448871.0	1.3819129293384e-06	0.1	1448871.0	4.832627e-06	0.1	1448871.0	2.835371e-06	0.1	1448871.0	9.501177e-07	0.1
1652778.0	1.0459644608919001e-06	0.1	1652778.0	5.021015e-06	0.1	1652778.0	2.945901e-06	0.1	1652778.0	9.871555e-07	0.1
1856685.0	7.916867162308e-07	0.1	1856685.0	5.163604e-06	0.1	1856685.0	3.02956e-06	0.1	1856685.0	1.015189e-06	0.1
2060593.0	5.992247508118799e-07	0.1	2060593.0	5.27153e-06	0.1	2060593.0	3.092882e-06	0.1	2060593.0	1.036408e-06	0.1
2264500.0	4.5355095948492e-07	0.1	2264500.0	5.353218e-06	0.1	2264500.0	3.140809e-06	0.1	2264500.0	1.052468e-06	0.1
2501536.0	3.2810254087776e-07	0.1	2501536.0	5.423565e-06	0.1	2501536.0	3.182083e-06	0.1	2501536.0	1.066299e-06	0.1
2746854.0	2.3468204399878e-07	0.1	2746854.0	5.475952e-06	0.1	2746854.0	3.212819e-06	0.1	2746854.0	1.076598e-06	0.1
2992172.0	1.6786119955052e-07	0.1	2992172.0	5.513423e-06	0.1	2992172.0	3.234804e-06	0.1	2992172.0	1.083965e-06	0.1
3257294.0	1.1686162885481e-07	0.1	3257294.0	5.542021e-06	0.1	3257294.0	3.251583e-06	0.1	3257294.0	1.089588e-06	0.1
