Batch	m_SP	7	W4_L	R	W3	P1	P2_L	P3	P4											
1.093722e-10	0.9869553	0.1	1.093722e-10	0.0008749614	0.1	1.093722e-10	9.103561e-06	0.1	1.093722e-10	0.0008303983	0.1	1.093722e-10	0.0031295129	0.1	1.093722e-10	0.001256133	0.1	1.093722e-10	7.294e-07	0.1
1.597103e-10	0.9813467	0.1	1.597103e-10	0.001272249	0.1	1.597103e-10	1.335626e-05	0.1	1.597103e-10	0.001210856	0.1	1.597103e-10	0.0045505158	0.1	1.597103e-10	0.001826497	0.1	1.597103e-10	1.06233e-06	0.1
2.402512e-10	0.9724669	0.1	2.402512e-10	0.001900947	0.1	2.402512e-10	2.022483e-05	0.1	2.402512e-10	0.00181715	0.1	2.402512e-10	0.0067992221	0.1	2.402512e-10	0.002729082	0.1	2.402512e-10	1.591205e-06	0.1
3.811978e-10	0.9572008	0.1	3.811978e-10	0.002980967	0.1	3.811978e-10	3.238298e-05	0.1	3.811978e-10	0.00287042	0.1	3.811978e-10	0.010662225000000001	0.1	3.811978e-10	0.004279606	0.1	3.811978e-10	2.504972e-06	0.1
5.8255e-10	0.9359793	0.1	5.8255e-10	0.004480657	0.1	5.8255e-10	4.990861e-05	0.1	5.8255e-10	0.004356434	0.1	5.8255e-10	0.016026341	0.1	5.8255e-10	0.006432629	0.1	5.8255e-10	3.78317e-06	0.1
8.270201e-10	0.9111058	0.1	8.270201e-10	0.00623614	0.1	8.270201e-10	7.118729e-05	0.1	8.270201e-10	0.006128346	0.1	8.270201e-10	0.02230544	0.1	8.270201e-10	0.00895288	0.1	8.270201e-10	5.29048e-06	0.1
1.081579e-09	0.8861976	0.1	1.081579e-09	0.007991787	0.1	1.081579e-09	9.310215e-05	0.1	1.081579e-09	0.007932722	0.1	1.081579e-09	0.028585169	0.1	1.081579e-09	0.01147337	0.1	1.081579e-09	6.807107e-06	0.1
1.376496e-09	0.8585398	0.1	1.376496e-09	0.009938821	0.1	1.376496e-09	0.0001179575	0.1	1.376496e-09	0.009968261	0.1	1.376496e-09	0.035549539	0.1	1.376496e-09	0.01426862	0.1	1.376496e-09	8.496991e-06	0.1
1.671413e-09	0.8320977	0.1	1.671413e-09	0.01179811	0.1	1.671413e-09	0.000142088	0.1	1.671413e-09	0.01194272	0.1	1.671413e-09	0.0422001	0.1	1.671413e-09	0.0169379	0.1	1.671413e-09	1.011635e-05	0.1
1.96633e-09	0.8068011	0.1	1.96633e-09	0.01357508	0.1	1.96633e-09	0.0001654098	0.1	1.96633e-09	0.01385495	0.1	1.96633e-09	0.048556268	0.1	1.96633e-09	0.019489	0.1	1.96633e-09	1.166768e-05	0.1
2.261247e-09	0.7825841	0.1	2.261247e-09	0.01527476	0.1	2.261247e-09	0.0001878883	0.1	2.261247e-09	0.01570472	0.1	2.261247e-09	0.054635996	0.1	2.261247e-09	0.02192913	0.1	2.261247e-09	1.315392e-05	0.1
2.591636e-09	0.7566608	0.1	2.591636e-09	0.01709279	0.1	2.591636e-09	0.0002120645	0.1	2.591636e-09	0.01770336	0.1	2.591636e-09	0.061139098	0.1	2.591636e-09	0.02453918	0.1	2.591636e-09	1.474547e-05	0.1
2.945673e-09	0.730209	0.1	2.945673e-09	0.01894655	0.1	2.945673e-09	0.0002368152	0.1	2.945673e-09	0.0197602	0.1	2.945673e-09	0.067770046	0.1	2.945673e-09	0.02720052	0.1	2.945673e-09	1.636964e-05	0.1
3.29971e-09	0.7050411	0.1	3.29971e-09	0.02070924	0.1	3.29971e-09	0.0002604146	0.1	3.29971e-09	0.0217316	0.1	3.29971e-09	0.074075293	0.1	3.29971e-09	0.02973113	0.1	3.29971e-09	1.791489e-05	0.1
3.653747e-09	0.6810728	0.1	3.653747e-09	0.02238705	0.1	3.653747e-09	0.0002829181	0.1	3.653747e-09	0.02362041	0.1	3.653747e-09	0.080076913	0.1	3.653747e-09	0.03213987	0.1	3.653747e-09	1.938624e-05	0.1
4.007785e-09	0.6582269	0.1	4.007785e-09	0.02398561	0.1	4.007785e-09	0.0003043846	0.1	4.007785e-09	0.02542979	0.1	4.007785e-09	0.08579506699999999	0.1	4.007785e-09	0.03443483	0.1	4.007785e-09	2.078841e-05	0.1
