Batch	m_SP	18	T1a_L	C5H5	N1a	N1b	N1c	T2	T3	T4a	T4b	T4c	T4d	T4e	T4f	T4g	T4h	N7a	N7c	N7b																																	
0.0	1.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
5.82322e-13	0.99999998	0.1	5.82322e-13	0.0	0.1	5.82322e-13	0.0	0.1	5.82322e-13	0.0	0.1	5.82322e-13	0.0	0.1	5.82322e-13	0.0	0.1	5.82322e-13	0.0	0.1	5.82322e-13	0.0	0.1	5.82322e-13	0.0	0.1	5.82322e-13	0.0	0.1	5.82322e-13	0.0	0.1	5.82322e-13	0.0	0.1	5.82322e-13	0.0	0.1	5.82322e-13	0.0	0.1	5.82322e-13	0.0	0.1	5.82322e-13	0.0	0.1	5.82322e-13	0.0	0.1	5.82322e-13	0.0	0.1
4.404561e-11	1.00000002	0.1	4.404561e-11	0.0	0.1	4.404561e-11	0.0	0.1	4.404561e-11	0.0	0.1	4.404561e-11	0.0	0.1	4.404561e-11	0.0	0.1	4.404561e-11	0.0	0.1	4.404561e-11	0.0	0.1	4.404561e-11	0.0	0.1	4.404561e-11	0.0	0.1	4.404561e-11	0.0	0.1	4.404561e-11	0.0	0.1	4.404561e-11	0.0	0.1	4.404561e-11	0.0	0.1	4.404561e-11	0.0	0.1	4.404561e-11	0.0	0.1	4.404561e-11	0.0	0.1	4.404561e-11	0.0	0.1
1.644165e-10	0.99999984	0.1	1.644165e-10	0.0	0.1	1.644165e-10	0.0	0.1	1.644165e-10	0.0	0.1	1.644165e-10	0.0	0.1	1.644165e-10	0.0	0.1	1.644165e-10	0.0	0.1	1.644165e-10	0.0	0.1	1.644165e-10	0.0	0.1	1.644165e-10	0.0	0.1	1.644165e-10	0.0	0.1	1.644165e-10	0.0	0.1	1.644165e-10	0.0	0.1	1.644165e-10	0.0	0.1	1.644165e-10	0.0	0.1	1.644165e-10	0.0	0.1	1.644165e-10	0.0	0.1	1.644165e-10	0.0	0.1
3.20463e-10	0.9999999900000001	0.1	3.20463e-10	0.0	0.1	3.20463e-10	0.0	0.1	3.20463e-10	0.0	0.1	3.20463e-10	0.0	0.1	3.20463e-10	0.0	0.1	3.20463e-10	0.0	0.1	3.20463e-10	0.0	0.1	3.20463e-10	0.0	0.1	3.20463e-10	0.0	0.1	3.20463e-10	0.0	0.1	3.20463e-10	0.0	0.1	3.20463e-10	0.0	0.1	3.20463e-10	0.0	0.1	3.20463e-10	0.0	0.1	3.20463e-10	0.0	0.1	3.20463e-10	0.0	0.1	3.20463e-10	0.0	0.1
6.563364e-10	0.9999998800000001	0.1	6.563364e-10	0.0	0.1	6.563364e-10	0.0	0.1	6.563364e-10	0.0	0.1	6.563364e-10	0.0	0.1	6.563364e-10	0.0	0.1	6.563364e-10	0.0	0.1	6.563364e-10	0.0	0.1	6.563364e-10	0.0	0.1	6.563364e-10	0.0	0.1	6.563364e-10	0.0	0.1	6.563364e-10	0.0	0.1	6.563364e-10	0.0	0.1	6.563364e-10	0.0	0.1	6.563364e-10	0.0	0.1	6.563364e-10	0.0	0.1	6.563364e-10	0.0	0.1	6.563364e-10	0.0	0.1
1.040208e-09	1.00000001	0.1	1.040208e-09	0.0	0.1	1.040208e-09	0.0	0.1	1.040208e-09	0.0	0.1	1.040208e-09	0.0	0.1	1.040208e-09	0.0	0.1	1.040208e-09	0.0	0.1	1.040208e-09	0.0	0.1	1.040208e-09	0.0	0.1	1.040208e-09	0.0	0.1	1.040208e-09	0.0	0.1	1.040208e-09	0.0	0.1	1.040208e-09	0.0	0.1	1.040208e-09	0.0	0.1	1.040208e-09	0.0	0.1	1.040208e-09	0.0	0.1	1.040208e-09	0.0	0.1	1.040208e-09	0.0	0.1
1.498865e-09	1.00000001	0.1	1.498865e-09	0.0	0.1	1.498865e-09	0.0	0.1	1.498865e-09	0.0	0.1	1.498865e-09	0.0	0.1	1.498865e-09	0.0	0.1	1.498865e-09	0.0	0.1	1.498865e-09	0.0	0.1	1.498865e-09	0.0	0.1	1.498865e-09	0.0	0.1	1.498865e-09	0.0	0.1	1.498865e-09	0.0	0.1	1.498865e-09	0.0	0.1	1.498865e-09	0.0	0.1	1.498865e-09	0.0	0.1	1.498865e-09	0.0	0.1	1.498865e-09	0.0	0.1	1.498865e-09	0.0	0.1
2.128668e-09	0.9999999599999999	0.1	2.128668e-09	0.0	0.1	2.128668e-09	0.0	0.1	2.128668e-09	0.0	0.1	2.128668e-09	0.0	0.1	2.128668e-09	0.0	0.1	2.128668e-09	0.0	0.1	2.128668e-09	0.0	0.1	2.128668e-09	0.0	0.1	2.128668e-09	0.0	0.1	2.128668e-09	0.0	0.1	2.128668e-09	0.0	0.1	2.128668e-09	0.0	0.1	2.128668e-09	0.0	0.1	2.128668e-09	0.0	0.1	2.128668e-09	0.0	0.1	2.128668e-09	0.0	0.1	2.128668e-09	0.0	0.1
2.892643e-09	1.0000000599999999	0.1	2.892643e-09	0.0	0.1	2.892643e-09	0.0	0.1	2.892643e-09	0.0	0.1	2.892643e-09	0.0	0.1	2.892643e-09	0.0	0.1	2.892643e-09	0.0	0.1	2.892643e-09	0.0	0.1	2.892643e-09	0.0	0.1	2.892643e-09	0.0	0.1	2.892643e-09	0.0	0.1	2.892643e-09	0.0	0.1	2.892643e-09	0.0	0.1	2.892643e-09	0.0	0.1	2.892643e-09	0.0	0.1	2.892643e-09	0.0	0.1	2.892643e-09	0.0	0.1	2.892643e-09	0.0	0.1
3.690161e-09	0.9999999500000001	0.1	3.690161e-09	0.0	0.1	3.690161e-09	0.0	0.1	3.690161e-09	0.0	0.1	3.690161e-09	0.0	0.1	3.690161e-09	0.0	0.1	3.690161e-09	0.0	0.1	3.690161e-09	0.0	0.1	3.690161e-09	0.0	0.1	3.690161e-09	0.0	0.1	3.690161e-09	0.0	0.1	3.690161e-09	0.0	0.1	3.690161e-09	0.0	0.1	3.690161e-09	0.0	0.1	3.690161e-09	0.0	0.1	3.690161e-09	0.0	0.1	3.690161e-09	0.0	0.1	3.690161e-09	0.0	0.1
4.487678e-09	0.9999999500000001	0.1	4.487678e-09	0.0	0.1	4.487678e-09	0.0	0.1	4.487678e-09	0.0	0.1	4.487678e-09	0.0	0.1	4.487678e-09	0.0	0.1	4.487678e-09	0.0	0.1	4.487678e-09	0.0	0.1	4.487678e-09	0.0	0.1	4.487678e-09	0.0	0.1	4.487678e-09	0.0	0.1	4.487678e-09	0.0	0.1	4.487678e-09	0.0	0.1	4.487678e-09	0.0	0.1	4.487678e-09	0.0	0.1	4.487678e-09	0.0	0.1	4.487678e-09	0.0	0.1	4.487678e-09	0.0	0.1
5.46554e-09	1.0000000100000002	0.1	5.46554e-09	0.0	0.1	5.46554e-09	0.0	0.1	5.46554e-09	0.0	0.1	5.46554e-09	0.0	0.1	5.46554e-09	0.0	0.1	5.46554e-09	0.0	0.1	5.46554e-09	0.0	0.1	5.46554e-09	0.0	0.1	5.46554e-09	0.0	0.1	5.46554e-09	0.0	0.1	5.46554e-09	0.0	0.1	5.46554e-09	0.0	0.1	5.46554e-09	0.0	0.1	5.46554e-09	0.0	0.1	5.46554e-09	0.0	0.1	5.46554e-09	0.0	0.1	5.46554e-09	0.0	0.1
6.485095e-09	0.99999994	0.1	6.485095e-09	0.0	0.1	6.485095e-09	0.0	0.1	6.485095e-09	0.0	0.1	6.485095e-09	0.0	0.1	6.485095e-09	0.0	0.1	6.485095e-09	0.0	0.1	6.485095e-09	0.0	0.1	6.485095e-09	0.0	0.1	6.485095e-09	0.0	0.1	6.485095e-09	0.0	0.1	6.485095e-09	0.0	0.1	6.485095e-09	0.0	0.1	6.485095e-09	0.0	0.1	6.485095e-09	0.0	0.1	6.485095e-09	0.0	0.1	6.485095e-09	0.0	0.1	6.485095e-09	0.0	0.1
7.671421e-09	0.9999999499999999	0.1	7.671421e-09	0.0	0.1	7.671421e-09	0.0	0.1	7.671421e-09	0.0	0.1	7.671421e-09	0.0	0.1	7.671421e-09	0.0	0.1	7.671421e-09	0.0	0.1	7.671421e-09	0.0	0.1	7.671421e-09	0.0	0.1	7.671421e-09	0.0	0.1	7.671421e-09	0.0	0.1	7.671421e-09	0.0	0.1	7.671421e-09	0.0	0.1	7.671421e-09	0.0	0.1	7.671421e-09	0.0	0.1	7.671421e-09	0.0	0.1	7.671421e-09	0.0	0.1	7.671421e-09	0.0	0.1
