Batch	m_SP	2	P2_L	W4_L	
2.162081e-11	9.722337577086701e-06	0.1	2.162081e-11	1.645778e-07	0.1
4.609814e-11	9.417689758824e-06	0.1	4.609814e-11	3.45813e-07	0.1
1.034751e-10	8.7411896760928e-06	0.1	1.034751e-10	7.503093e-07	0.1
2.067535e-10	7.6457239656336e-06	0.1	2.067535e-10	1.41156e-06	0.1
3.047097e-10	6.7359161955492e-06	0.1	3.047097e-10	1.966973e-06	0.1
3.774693e-10	6.1320417714978e-06	0.1	3.774693e-10	2.338949e-06	0.1
4.766143e-10	5.396580431344801e-06	0.1	4.766143e-10	2.795787e-06	0.1
6.184518e-10	4.496942065098e-06	0.1	6.184518e-10	3.360686e-06	0.1
8.144338e-10	3.4976959996398e-06	0.1	8.144338e-10	3.996717e-06	0.1
1.010416e-09	2.72232087415776e-06	0.1	1.010416e-09	4.497193e-06	0.1
1.206398e-09	2.11999946291016e-06	0.1	1.206398e-09	4.890673e-06	0.1
1.40238e-09	1.6516779105343e-06	0.1	1.40238e-09	5.199797e-06	0.1
1.598362e-09	1.28727146334228e-06	0.1	1.598362e-09	5.44248e-06	0.1
1.794344e-09	1.00354601719224e-06	0.1	1.794344e-09	5.632881e-06	0.1
2.022751e-09	7.5098590162078e-07	0.1	2.022751e-09	5.803559e-06	0.1
2.259265e-09	5.563604808601e-07	0.1	2.259265e-09	5.93594e-06	0.1
2.495779e-09	4.1223941214615e-07	0.1	2.495779e-09	6.03451e-06	0.1
2.741964e-09	3.0176220842145e-07	0.1	2.741964e-09	6.11042e-06	0.1
3.026833e-09	2.10339766899315e-07	0.1	3.026833e-09	6.173496e-06	0.1
3.311702e-09	1.46617849737084e-07	0.1	3.311702e-09	6.217618e-06	0.1
3.596571e-09	1.02198208065368e-07	0.1	3.596571e-09	6.248462e-06	0.1
